TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-05,2026-08-05,FO,NSE,STO,53055,,ABCAPITAL,,2026-10-27,2026-10-27,460.0,CE,ABCAPITAL26OCT460CE,0.0,0.0,0.0,11.9,0.0,11.9,424.64,21.77,0,0,0,0.0,0,F1,3100,,,,,
2026-08-05,2026-08-05,FO,NSE,STO,78458,,ABCAPITAL,,2026-09-29,2026-09-29,380.0,PE,ABCAPITAL26SEP380PE,3.55,3.75,3.4,3.75,3.75,4.1,424.64,8.19,24800,3100,5,5945955.0,5,F1,3100,,,,,
2026-08-05,2026-08-05,FO,NSE,STO,78232,,ABCAPITAL,,2026-08-25,2026-08-25,385.0,CE,ABCAPITAL26AUG385CE,42.1,42.15,38.5,40.3,40.3,35.9,424.64,40.3,58900,6200,9,11883230.0,9,F1,3100,,,,,
2026-08-05,2026-08-05,FO,NSE,STO,78217,,ABCAPITAL,,2026-08-25,2026-08-25,335.0,CE,ABCAPITAL26AUG335CE,0.0,0.0,0.0,59.0,59.0,59.0,424.64,90.82,3100,0,0,0.0,0,F1,3100,,,,,
2026-08-05,2026-08-05,FO,NSE,STO,78394,,ABCAPITAL,,2026-09-29,2026-09-29,350.0,PE,ABCAPITAL26SEP350PE,0.0,0.0,0.0,12.2,0.0,12.2,424.64,2.92,0,0,0,0.0,0,F1,3100,,,,,
2026-08-05,2026-08-05,FO,NSE,STO,67254,,ABCAPITAL,,2026-08-25,2026-08-25,440.0,PE,ABCAPITAL26AUG440PE,20.0,22.4,19.95,22.4,22.4,25.2,424.64,24.38,108500,0,7,10009125.0,7,F1,3100,,,,,
2026-08-05,2026-08-05,FO,NSE,STO,67253,,ABCAPITAL,,2026-08-25,2026-08-25,440.0,CE,ABCAPITAL26AUG440CE,5.45,6.6,4.8,5.25,5.35,4.3,424.64,5.25,1475600,-179800,509,703044660.0,421,F1,3100,,,,,
2026-08-05,2026-08-05,FO,NSE,STO,78249,,ABCAPITAL,,2026-08-25,2026-08-25,415.0,PE,ABCAPITAL26AUG415PE,6.85,7.95,6.4,7.35,7.2,9.55,424.64,7.35,799800,-3100,200,261749895.0,181,F1,3100,,,,,
2026-08-05,2026-08-05,FO,NSE,STO,52975,,ABCAPITAL,,2026-09-29,2026-09-29,425.0,PE,ABCAPITAL26SEP425PE,0.0,0.0,0.0,18.0,18.0,18.0,424.64,24.92,3100,0,0,0.0,0,F1,3100,,,,,
2026-08-05,2026-08-05,FO,NSE,STO,52988,,ABCAPITAL,,2026-09-29,2026-09-29,475.0,PE,ABCAPITAL26SEP475PE,0.0,0.0,0.0,83.9,0.0,83.9,424.64,56.86,0,0,0,0.0,0,F1,3100,,,,,
