TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-04-16,2026-04-16,FO,NSE,STO,83336,,ABCAPITAL,,2026-05-26,2026-05-26,355.0,PE,ABCAPITAL26MAY355PE,0.0,0.0,0.0,61.65,0.0,61.65,337.95,27.0,0,0,0,0.0,0,F1,3100,,,,,
2026-04-16,2026-04-16,FO,NSE,STO,83378,,ABCAPITAL,,2026-06-30,2026-06-30,350.0,PE,ABCAPITAL26JUN350PE,0.0,0.0,0.0,58.6,0.0,58.6,337.95,29.45,0,0,0,0.0,0,F1,3100,,,,,
2026-04-16,2026-04-16,FO,NSE,STO,76101,,ABCAPITAL,,2026-04-28,2026-04-28,360.0,CE,ABCAPITAL26APR360CE,5.65,5.75,2.7,2.9,2.9,5.1,337.95,2.9,713000,120900,445,501552255.0,396,F1,3100,,,,,
2026-04-16,2026-04-16,FO,NSE,STO,76015,,ABCAPITAL,,2026-04-28,2026-04-28,385.0,CE,ABCAPITAL26APR385CE,1.15,1.15,0.6,0.6,0.6,1.1,337.95,0.6,89900,-18600,30,35873355.0,29,F1,3100,,,,,
2026-04-16,2026-04-16,FO,NSE,STO,76056,,ABCAPITAL,,2026-05-26,2026-05-26,260.0,CE,ABCAPITAL26MAY260CE,0.0,0.0,0.0,94.6,0.0,94.6,337.95,80.1,0,0,0,0.0,0,F1,3100,,,,,
2026-04-16,2026-04-16,FO,NSE,STO,83339,,ABCAPITAL,,2026-05-26,2026-05-26,375.0,CE,ABCAPITAL26MAY375CE,0.0,0.0,0.0,1.35,0.0,1.35,337.95,6.8,0,0,0,0.0,0,F1,3100,,,,,
2026-04-16,2026-04-16,FO,NSE,STO,76148,,ABCAPITAL,,2026-05-26,2026-05-26,380.0,CE,ABCAPITAL26MAY380CE,0.0,0.0,0.0,6.55,6.55,6.55,337.95,5.8,6200,0,0,0.0,0,F1,3100,,,,,
2026-04-16,2026-04-16,FO,NSE,STO,83361,,ABCAPITAL,,2026-06-30,2026-06-30,270.0,CE,ABCAPITAL26JUN270CE,0.0,0.0,0.0,37.9,0.0,37.9,337.95,74.15,0,0,0,0.0,0,F1,3100,,,,,
2026-04-16,2026-04-16,FO,NSE,STO,76108,,ABCAPITAL,,2026-04-28,2026-04-28,390.0,PE,ABCAPITAL26APR390PE,0.0,0.0,0.0,81.8,81.8,81.8,337.95,51.65,43400,0,0,0.0,0,F1,3100,,,,,
2026-04-16,2026-04-16,FO,NSE,STO,76071,,ABCAPITAL,,2026-05-26,2026-05-26,330.0,PE,ABCAPITAL26MAY330PE,10.0,11.55,10.0,11.55,11.55,10.7,337.95,13.5,49600,6200,3,3167735.0,3,F1,3100,,,,,
