TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-06-15,2026-06-15,FO,NSE,STO,65733,,ABCAPITAL,,2026-07-28,2026-07-28,300.0,CE,ABCAPITAL26JUL300CE,0.0,0.0,0.0,52.4,0.0,52.4,368.2,71.95,0,0,0,0.0,0,F1,3100,,,,,
2026-06-15,2026-06-15,FO,NSE,STO,83377,,ABCAPITAL,,2026-06-30,2026-06-30,350.0,CE,ABCAPITAL26JUN350CE,18.5,27.25,18.5,21.25,20.8,15.7,368.2,21.25,995100,-232500,288,332922640.0,195,F1,3100,,,,,
2026-06-15,2026-06-15,FO,NSE,STO,65616,,ABCAPITAL,,2026-06-30,2026-06-30,355.0,CE,ABCAPITAL26JUN355CE,18.9,22.95,17.1,17.25,17.3,12.8,368.2,17.25,461900,-136400,166,192614780.0,140,F1,3100,,,,,
2026-06-15,2026-06-15,FO,NSE,STO,35360,,ABCAPITAL,,2026-06-30,2026-06-30,390.0,CE,ABCAPITAL26JUN390CE,2.5,4.5,2.3,2.45,2.35,1.6,368.2,2.45,1500400,651000,796,970817545.0,585,F1,3100,,,,,
2026-06-15,2026-06-15,FO,NSE,STO,67150,,ABCAPITAL,,2026-07-28,2026-07-28,365.0,CE,ABCAPITAL26JUL365CE,0.0,0.0,0.0,25.2,0.0,25.2,368.2,23.8,0,0,0,0.0,0,F1,3100,,,,,
2026-06-15,2026-06-15,FO,NSE,STO,67240,,ABCAPITAL,,2026-08-25,2026-08-25,390.0,CE,ABCAPITAL26AUG390CE,0.0,0.0,0.0,20.65,0.0,20.65,368.2,19.7,0,0,0,0.0,0,F1,3100,,,,,
2026-06-15,2026-06-15,FO,NSE,STO,65601,,ABCAPITAL,,2026-06-30,2026-06-30,325.0,PE,ABCAPITAL26JUN325PE,0.5,0.55,0.3,0.45,0.4,1.05,368.2,0.45,390600,-207700,160,161406925.0,132,F1,3100,,,,,
2026-06-15,2026-06-15,FO,NSE,STO,83374,,ABCAPITAL,,2026-06-30,2026-06-30,330.0,PE,ABCAPITAL26JUN330PE,0.6,0.75,0.45,0.65,0.65,1.55,368.2,0.65,545600,-220100,329,337160805.0,244,F1,3100,,,,,
2026-06-15,2026-06-15,FO,NSE,STO,65615,,ABCAPITAL,,2026-06-30,2026-06-30,345.0,PE,ABCAPITAL26JUN345PE,2.25,2.3,1.5,1.95,1.95,4.25,368.2,1.95,815300,316200,543,583897710.0,461,F1,3100,,,,,
2026-06-15,2026-06-15,FO,NSE,STO,65755,,ABCAPITAL,,2026-07-28,2026-07-28,390.0,PE,ABCAPITAL26JUL390PE,0.0,0.0,0.0,57.9,0.0,57.9,368.2,32.0,0,0,0,0.0,0,F1,3100,,,,,
2026-06-15,2026-06-15,FO,NSE,STO,67158,,ABCAPITAL,,2026-07-28,2026-07-28,395.0,PE,ABCAPITAL26JUL395PE,0.0,0.0,0.0,41.65,0.0,41.65,368.2,35.35,0,0,0,0.0,0,F1,3100,,,,,
2026-06-15,2026-06-15,FO,NSE,STO,67233,,ABCAPITAL,,2026-08-25,2026-08-25,350.0,PE,ABCAPITAL26AUG350PE,0.0,0.0,0.0,20.3,0.0,20.3,368.2,16.1,0,0,0,0.0,0,F1,3100,,,,,
2026-06-15,2026-06-15,FO,NSE,STO,65600,,ABCAPITAL,,2026-06-30,2026-06-30,325.0,CE,ABCAPITAL26JUN325CE,0.0,0.0,0.0,32.45,32.45,32.45,368.2,44.85,21700,0,0,0.0,0,F1,3100,,,,,
2026-06-15,2026-06-15,FO,NSE,STO,67234,,ABCAPITAL,,2026-08-25,2026-08-25,360.0,CE,ABCAPITAL26AUG360CE,0.0,0.0,0.0,15.5,15.5,15.5,368.2,33.15,6200,0,0,0.0,0,F1,3100,,,,,
2026-06-15,2026-06-15,FO,NSE,STO,65750,,ABCAPITAL,,2026-07-28,2026-07-28,370.0,CE,ABCAPITAL26JUL370CE,16.25,18.4,16.0,16.0,16.0,12.15,368.2,16.0,96100,27900,15,17999220.0,14,F1,3100,,,,,
2026-06-15,2026-06-15,FO,NSE,STO,67154,,ABCAPITAL,,2026-07-28,2026-07-28,385.0,CE,ABCAPITAL26JUL385CE,0.0,0.0,0.0,16.95,0.0,16.95,368.2,15.0,0,0,0,0.0,0,F1,3100,,,,,
