Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-06-30,0,5792500,157000,2026-07-28,0,60500,1500,2026-08-25,0,6500,1000,5859500,159500,1364000,-20000,1056500,381500,0.77
ABB,2026-06-30,0,2262000,16125,2026-07-28,0,199625,49500,2026-08-25,0,15625,1000,2477250,66625,1365875,5625,691125,-375,0.51
ABCAPITAL,2026-06-30,0,47544700,-2210300,2026-07-28,0,2120400,111600,2026-08-25,0,167400,18600,49832500,-2080100,13624500,818400,12015600,1429100,0.88
ADANIENSOL,2026-06-30,0,19434600,564975,2026-07-28,0,249075,14850,2026-08-25,0,37800,0,19721475,579825,7129350,42525,3337875,118800,0.47
ADANIENT,2026-06-30,0,19006281,-74778,2026-07-28,0,829665,1545,2026-08-25,0,43878,4944,19879824,-68289,8631915,129471,5841336,62109,0.68
ADANIGREEN,2026-06-30,0,20593200,191400,2026-07-28,0,605400,33000,2026-08-25,0,64200,3600,21262800,228000,9214800,404400,5938200,351600,0.64
ADANIPORTS,2026-06-30,0,20993575,4275,2026-07-28,0,1509075,51300,2026-08-25,0,190950,57000,22693600,112575,7538725,383325,4293050,17575,0.57
ADANIPOWER,2026-06-30,0,105271700,2765450,2026-07-28,0,11139900,812950,2026-08-25,0,1018850,99400,117430450,3677800,58109950,5871700,31350050,1313500,0.54
ALKEM,2026-06-30,0,1354125,-10625,2026-07-28,0,13125,125,2026-08-25,0,2500,250,1369750,-10250,756125,-24875,411000,-13375,0.54
AMBER,2026-06-30,0,2709600,-6900,2026-07-28,0,147500,116200,2026-08-25,0,500,-300,2857600,109000,1758200,76800,1434300,-45500,0.82
AMBUJACEM,2026-06-30,0,72579150,334950,2026-07-28,0,6319200,147600,2026-08-25,0,373200,4800,79271550,487350,18987750,-257550,10947900,73200,0.58
ANGELONE,2026-06-30,0,23220000,782500,2026-07-28,0,932500,82500,2026-08-25,0,180000,60000,24332500,925000,20557500,1267500,15105000,1812500,0.73
APLAPOLLO,2026-06-30,0,5901350,285600,2026-07-28,0,105700,-1050,2026-08-25,0,24500,1050,6031550,285600,1355550,49000,1161650,-40950,0.86
APOLLOHOSP,2026-06-30,0,2090500,52375,2026-07-28,0,247375,5375,2026-08-25,0,8625,125,2346500,57875,1439250,123500,1447750,252000,1.01
ASHOKLEY,2026-06-30,0,172735000,-10370000,2026-07-28,0,14030000,320000,2026-08-25,0,2320000,80000,189085000,-9970000,155890000,-7455000,111735000,6815000,0.72
ASIANPAINT,2026-06-30,0,9993250,-1750,2026-07-28,0,344250,45250,2026-08-25,0,30500,6500,10368000,50000,8698750,2211500,3308000,-38000,0.38
ASTRAL,2026-06-30,0,5632950,-149600,2026-07-28,0,374850,-2125,2026-08-25,0,26350,425,6034150,-151300,2235075,22100,1351500,-133450,0.6
AUBANK,2026-06-30,0,25831000,-29000,2026-07-28,0,1110000,33000,2026-08-25,0,143000,2000,27084000,6000,5920000,14000,4986000,566000,0.84
AUROPHARMA,2026-06-30,0,17301350,-76450,2026-07-28,0,223850,113850,2026-08-25,0,7700,2200,17532900,39600,5899300,1900800,2939200,772750,0.5
AXISBANK,2026-06-30,0,56545000,-2367500,2026-07-28,0,9103750,58750,2026-08-25,0,274375,6875,65923125,-2301875,23081250,1389375,18176250,1515000,0.79
BAJAJ-AUTO,2026-06-30,0,3075675,283500,2026-07-28,0,168300,29025,2026-08-25,0,10875,4575,3254850,317100,2568900,600075,1252800,195000,0.49
BAJAJFINSV,2026-06-30,0,10349000,-5750,2026-07-28,0,1955100,3000,2026-08-25,0,43200,0,12347300,-2750,6684550,-282700,3563900,222000,0.53
BAJAJHLDNG,2026-06-30,0,308950,-1250,2026-07-28,0,6675,1800,2026-08-25,0,1350,600,316975,1150,102250,-11275,78300,15125,0.77
BAJFINANCE,2026-06-30,0,74880750,-3440250,2026-07-28,0,2343000,129000,2026-08-25,0,306000,12000,77529750,-3299250,20065500,1267500,14760750,63000,0.74
BANDHANBNK,2026-06-30,0,112777200,-1292400,2026-07-28,0,4111200,54000,2026-08-25,0,3384000,723600,120272400,-514800,34603200,975600,19922400,-133200,0.58
BANKBARODA,2026-06-30,0,121639050,-1131975,2026-07-28,0,4080375,544050,2026-08-25,0,731250,90675,126450675,-497250,52269750,772200,38498850,871650,0.74
BANKINDIA,2026-06-30,0,79679600,764400,2026-07-28,0,2823600,161200,2026-08-25,0,332800,36400,82836000,962000,34325200,1820000,23160800,1102400,0.67
