Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-04-28,0,5024000,130500,2026-05-26,0,142000,-3000,2026-06-30,0,3500,0,5169500,127500,959500,76000,890500,16000,0.93
ABB,2026-04-28,0,2217625,26625,2026-05-26,0,79625,5500,2026-06-30,0,14625,1250,2311875,33375,783750,54750,878250,36250,1.12
ABCAPITAL,2026-04-28,0,43604600,130200,2026-05-26,0,514600,-15500,2026-06-30,0,58900,12400,44178100,127100,8729600,359600,8459900,-260400,0.97
ADANIENSOL,2026-04-28,0,17483175,51975,2026-05-26,0,3186000,-1350,2026-06-30,0,21600,675,20690775,51300,4058775,628425,2381400,52650,0.59
ADANIENT,2026-04-28,0,15934203,151410,2026-05-26,0,821940,87756,2026-06-30,0,72306,7107,16828449,246273,6459027,262032,6471078,865818,1.0
ADANIGREEN,2026-04-28,0,20290800,352800,2026-05-26,0,538200,33600,2026-06-30,0,80400,10200,20909400,396600,7078800,919800,5896800,429600,0.83
ADANIPORTS,2026-04-28,0,18566800,-148200,2026-05-26,0,2150325,219925,2026-06-30,0,135850,12825,20852975,84550,8248850,-631750,6248625,206150,0.76
ADANIPOWER,2026-04-28,0,57510000,2208100,2026-05-26,0,2811600,244950,2026-06-30,0,365650,78100,60687250,2531150,24842900,9105750,11672400,5051650,0.47
ALKEM,2026-04-28,0,1143625,10250,2026-05-26,0,9125,375,2026-06-30,0,125,0,1152875,10625,195750,20625,136000,-3125,0.69
AMBER,2026-04-28,0,1252500,93300,2026-05-26,0,56300,-100,2026-06-30,0,5500,2200,1314300,95400,800700,213000,543700,143400,0.68
AMBUJACEM,2026-04-28,0,51227400,-185850,2026-05-26,0,7616700,8400,2026-06-30,0,111300,12600,58955400,-164850,10737300,202650,9676800,-43050,0.9
ANGELONE,2026-04-28,0,20162500,-800000,2026-05-26,0,3207500,742500,2026-06-30,0,137500,10000,23507500,-47500,14847500,820000,11890000,-170000,0.8
APLAPOLLO,2026-04-28,0,5146750,500500,2026-05-26,0,68600,8050,2026-06-30,0,9450,700,5224800,509250,1135750,187250,738150,40600,0.65
APOLLOHOSP,2026-04-28,0,2438250,14750,2026-05-26,0,82000,3125,2026-06-30,0,10750,125,2531000,18000,801875,16500,674125,-1750,0.84
ASHOKLEY,2026-04-28,0,132090000,-940000,2026-05-26,0,6535000,530000,2026-06-30,0,1605000,400000,140230000,-10000,83140000,2855000,63190000,-620000,0.76
ASIANPAINT,2026-04-28,0,13798500,11250,2026-05-26,0,1132500,31750,2026-06-30,0,98250,3500,15029250,46500,3900500,-38750,4974000,649000,1.28
ASTRAL,2026-04-28,0,8790275,210800,2026-05-26,0,1294975,429675,2026-06-30,0,27625,3400,10112875,643875,2322200,104975,1398250,57800,0.6
AUBANK,2026-04-28,0,23732000,-409000,2026-05-26,0,595000,35000,2026-06-30,0,129000,10000,24456000,-364000,5975000,58000,5246000,-93000,0.88
