Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-09-29,0,3271500,27500,2026-10-27,0,44000,0,2026-11-23,0,4000,0,3319500,27500,2180500,92500,1338000,46500,0.61
ABB,2026-09-29,0,1721125,-22125,2026-10-27,0,36000,-875,2026-11-23,0,4250,0,1761375,-23000,650500,-22625,725375,4250,1.12
ABCAPITAL,2026-09-29,0,38932900,-1112900,2026-10-27,0,1038500,9300,2026-11-23,0,93000,12400,40064400,-1091200,12778200,-396800,12920800,65100,1.01
ADANIENSOL,2026-09-29,0,22455225,63450,2026-10-27,0,425250,1350,2026-11-23,0,41175,0,22921650,64800,9828675,66825,4286250,3375,0.44
ADANIENT,2026-09-29,0,18233163,-29046,2026-10-27,0,483894,5871,2026-11-23,0,84048,927,18801105,-22248,9179154,172731,5158137,-20085,0.56
ADANIGREEN,2026-09-29,0,25499400,-199800,2026-10-27,0,366600,-2400,2026-11-23,0,36600,2400,25902600,-199800,5755200,-204000,4357200,-20400,0.76
ADANIPORTS,2026-09-29,0,19794675,-1094875,2026-10-27,0,792300,7600,2026-11-23,0,60325,475,20647300,-1086800,7303600,44650,5735150,50825,0.79
ADANIPOWER,2026-09-29,0,194699750,-14200,2026-10-27,0,7668000,63900,2026-11-23,0,1299300,71000,203667050,120700,63786400,702900,40910200,688700,0.64
ALKEM,2026-09-29,0,1470500,24500,2026-10-27,0,80625,500,2026-11-23,0,375,0,1551500,25000,359000,74500,223125,39250,0.62
AMBER,2026-09-29,0,1324900,2700,2026-10-27,0,24300,0,2026-11-23,0,3000,0,1352200,2700,791500,23100,500000,12300,0.63
AMBUJACEM,2026-09-29,0,91196400,-189600,2026-10-27,0,2869200,25200,2026-11-23,0,147600,15600,94213200,-148800,13478400,-117600,8914800,33600,0.66
ANGELONE,2026-09-29,0,32150000,595000,2026-10-27,0,2045000,-15000,2026-11-23,0,255000,10000,34450000,590000,21475000,-682500,15215000,70000,0.71
APLAPOLLO,2026-09-29,0,10909150,577850,2026-10-27,0,100450,14350,2026-11-23,0,4900,1400,11014500,593600,2208500,334950,1088850,167300,0.49
APOLLOHOSP,2026-09-29,0,2444500,-6125,2026-10-27,0,311875,1000,2026-11-23,0,2625,250,2759000,-4875,1074500,56375,800125,19000,0.74
ASHOKLEY,2026-09-29,0,138505000,15000,2026-10-27,0,5785000,175000,2026-11-23,0,950000,70000,145240000,260000,86450000,2840000,56475000,1190000,0.65
ASIANPAINT,2026-09-29,0,7774000,-104750,2026-10-27,0,1093500,7750,2026-11-23,0,14250,1250,8881750,-95750,4276250,91250,2808500,74750,0.66
