Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-06-30,0,3463500,-2273500,2026-07-28,0,2859000,2306500,2026-08-25,0,10500,0,6333000,33000,2041500,152500,1409500,81000,0.69
ABB,2026-06-30,0,1292875,-934875,2026-07-28,0,1146000,689125,2026-08-25,0,24000,4375,2462875,-241375,1387875,138500,840625,26625,0.61
ABCAPITAL,2026-06-30,0,26963800,-8094100,2026-07-28,0,12691400,7855400,2026-08-25,0,421600,99200,40076800,-139500,19365700,765700,16594300,220100,0.86
ADANIENSOL,2026-06-30,0,12624525,-3922425,2026-07-28,0,7777350,3974400,2026-08-25,0,72225,5400,20474100,57375,6995025,-103275,3217050,32400,0.46
ADANIENT,2026-06-30,0,13984413,-3316806,2026-07-28,0,6066906,3180537,2026-08-25,0,108459,17304,20159778,-118965,9457872,-642720,7337514,1039476,0.78
ADANIGREEN,2026-06-30,0,14544000,-3634800,2026-07-28,0,8221800,3982800,2026-08-25,0,112800,13200,22878600,361200,8384400,-402000,6012000,-251400,0.72
ADANIPORTS,2026-06-30,0,14041475,-5311450,2026-07-28,0,10532175,5543725,2026-08-25,0,451725,73625,25025375,305900,8920025,-572850,5527100,55575,0.62
ADANIPOWER,2026-06-30,0,87337100,-19074150,2026-07-28,0,48872850,19372350,2026-08-25,0,1558450,60350,137768400,358550,74592600,1224750,37576750,475700,0.5
ALKEM,2026-06-30,0,1152125,-167250,2026-07-28,0,284750,256500,2026-08-25,0,3125,0,1440000,89250,728375,-8125,380875,9125,0.52
AMBER,2026-06-30,0,1708800,-510600,2026-07-28,0,553000,294500,2026-08-25,0,5500,1300,2267300,-214800,1866700,-74900,1216000,-107400,0.65
AMBUJACEM,2026-06-30,0,46554900,-13440000,2026-07-28,0,36760800,14551200,2026-08-25,0,564000,15600,83879700,1126800,22145250,-2875800,11456850,-103800,0.52
ANGELONE,2026-06-30,0,17270000,-5300000,2026-07-28,0,8352500,4200000,2026-08-25,0,392500,17500,26015000,-1082500,27190000,-780000,14002500,82500,0.51
APLAPOLLO,2026-06-30,0,3406900,-1093050,2026-07-28,0,2501800,1191750,2026-08-25,0,33950,5950,5942650,104650,1304100,-143500,1128400,43400,0.87
APOLLOHOSP,2026-06-30,0,1447750,-571250,2026-07-28,0,1096250,670250,2026-08-25,0,8000,-125,2552000,98875,1346875,-132625,1289875,75125,0.96
ASHOKLEY,2026-06-30,0,128330000,-36145000,2026-07-28,0,61320000,31925000,2026-08-25,0,4000000,-110000,193650000,-4330000,152120000,-7500000,95900000,-4310000,0.63
ASIANPAINT,2026-06-30,0,6815750,-2804250,2026-07-28,0,3740750,2940750,2026-08-25,0,60500,3000,10617000,139500,8497750,-229250,3336000,25250,0.39
ASTRAL,2026-06-30,0,4340100,-1017875,2026-07-28,0,1465825,922250,2026-08-25,0,35275,2125,5841200,-93500,3053200,32725,1405900,-35700,0.46
AUBANK,2026-06-30,0,18955000,-4534000,2026-07-28,0,6498000,4151000,2026-08-25,0,345000,26000,25798000,-357000,6787000,66000,5907000,1480000,0.87
AUROPHARMA,2026-06-30,0,10943350,-1294150,2026-07-28,0,6284850,1560900,2026-08-25,0,23650,-4950,17251850,261800,5193650,115500,3599750,9350,0.69
AXISBANK,2026-06-30,0,37318750,-14338750,2026-07-28,0,28526250,14550625,2026-08-25,0,601875,16250,66446875,228125,24387500,-189375,18426250,330000,0.76
BAJAJ-AUTO,2026-06-30,0,2166450,-1008150,2026-07-28,0,1571925,826200,2026-08-25,0,37800,13050,3776175,-168900,2589900,-16875,1366575,-54750,0.53
BAJAJFINSV,2026-06-30,0,7234500,-2919250,2026-07-28,0,6233700,3319200,2026-08-25,0,74700,1800,13542900,401750,6371300,122700,3691150,126500,0.58
BAJAJHLDNG,2026-06-30,0,216650,-71150,2026-07-28,0,91275,71025,2026-08-25,0,1650,300,309575,175,125050,-3075,123050,14725,0.98
BAJFINANCE,2026-06-30,0,51384750,-20680500,2026-07-28,0,27741750,21490500,2026-08-25,0,373500,28500,79500000,838500,17590500,-1446750,15810000,651000,0.9
BANDHANBNK,2026-06-30,0,71071200,-22690800,2026-07-28,0,49273200,22579200,2026-08-25,0,5554800,115200,125899200,3600,41407200,-1245600,21369600,-2048400,0.52
BANKBARODA,2026-06-30,0,79788150,-22624875,2026-07-28,0,38618775,21449025,2026-08-25,0,1708200,99450,120115125,-1076400,51055875,-2925000,44685225,1889550,0.88
BANKINDIA,2026-06-30,0,61432800,-14898000,2026-07-28,0,27814800,16614000,2026-08-25,0,800800,72800,90048400,1788800,31792800,-1913600,20441200,-884000,0.64
BANKNIFTY,2026-06-30,0,1641930,-211650,2026-07-28,0,799530,347640,2026-08-25,0,124740,-4470,2566200,131520,22564260,-1883760,24979320,3579090,1.11
BDL,2026-06-30,0,3330250,-1862000,2026-07-28,0,3266975,1082050,2026-08-25,0,185300,23375,6782525,-756575,5907100,500000,4053600,1225,0.69
BEL,2026-06-30,0,79021950,-20428800,2026-07-28,0,41279400,20176575,2026-08-25,0,2163150,458850,122464500,206625,64948650,2555025,35605050,-552900,0.55
BHARATFORG,2026-06-30,0,5794500,-2212500,2026-07-28,0,3122000,1907500,2026-08-25,0,35000,6500,8951500,-298500,3529000,-11000,3555500,122000,1.01
BHARTIARTL,2026-06-30,0,37346400,-9314275,2026-07-28,0,8079275,4889175,2026-08-25,0,12325300,4690150,57750975,265050,20128600,748600,10842350,-502550,0.54
BHEL,2026-06-30,0,85110375,-14440125,2026-07-28,0,22438500,13188000,2026-08-25,0,756000,63000,108304875,-1189125,45026625,-942375,23441250,-918750,0.52
BIOCON,2026-06-30,0,22985000,-10532500,2026-07-28,0,16055000,9745000,2026-08-25,0,320000,30000,39360000,-757500,25660000,-60000,12767500,385000,0.5
BLUESTARCO,2026-06-30,0,1841125,-665600,2026-07-28,0,1688050,639925,2026-08-25,0,21775,0,3550950,-25675,1789775,-267800,1465750,-23725,0.82
BOSCHLTD,2026-06-30,0,181875,-65525,2026-07-28,0,83000,57675,2026-08-25,0,3275,25,268150,-7825,162675,-14350,192075,-26600,1.18
BPCL,2026-06-30,0,28017350,-9063275,2026-07-28,0,18122600,8533975,2026-08-25,0,961825,-7900,47101775,-537200,25874475,-788025,17330625,845300,0.67
BRITANNIA,2026-06-30,0,1900500,-517625,2026-07-28,0,771625,574500,2026-08-25,0,38125,3750,2710250,60625,1371625,-32375,973250,105000,0.71
BSE,2026-06-30,0,5768625,-1350000,2026-07-28,0,2691200,1269400,2026-08-25,0,156200,17400,8616025,-63200,14466000,-164475,7446425,-254400,0.51
CAMS,2026-06-30,0,4140750,-996000,2026-07-28,0,2154075,1137675,2026-08-25,0,86625,9075,6381450,150750,3571800,-252300,2707350,148575,0.76
CANBK,2026-06-30,0,214501500,-50287500,2026-07-28,0,97814250,51846750,2026-08-25,0,5292000,722250,317607750,2281500,113366250,-3996000,84327750,-74250,0.74
CDSL,2026-06-30,0,5802600,-1891450,2026-07-28,0,3695025,929575,2026-08-25,0,851200,83125,10348825,-878750,8243150,-110675,5833950,61275,0.71
CGPOWER,2026-06-30,0,11828600,-5065150,2026-07-28,0,7896500,4088500,2026-08-25,0,182750,47600,19907850,-929050,7342300,567800,4726850,-39100,0.64
CHOLAFIN,2026-06-30,0,9423750,-3796250,2026-07-28,0,6402500,3527500,2026-08-25,0,38750,20000,15865000,-248750,4400000,428125,6002500,916875,1.36
CIPLA,2026-06-30,0,7770000,-4007625,2026-07-28,0,7596450,3596350,2026-08-25,0,62050,2125,15428500,-409150,6843525,-899000,6587250,-200175,0.96
COALINDIA,2026-06-30,0,66847950,-15269850,2026-07-28,0,23669550,15033600,2026-08-25,0,791100,67500,91308600,-168750,56093850,784350,38134800,-945000,0.68
COCHINSHIP,2026-06-30,0,3550800,-1192000,2026-07-28,0,3055600,455200,2026-08-25,0,103600,3600,6710000,-733200,2694800,-196800,2278400,-26000,0.85
COFORGE,2026-06-30,0,13213125,-3784125,2026-07-28,0,7994725,3724000,2026-08-25,0,279775,-2375,21487625,-62500,10348175,-578850,6618225,-164325,0.64
