Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-05-26,0,4074500,62500,2026-06-30,0,36500,-500,2026-07-28,0,0,0,4111000,62000,866000,109500,416500,66000,0.48
ABB,2026-05-26,0,2155750,-3625,2026-06-30,0,33125,1875,2026-07-28,0,0,0,2188875,-1750,581000,64375,376875,19750,0.65
ABCAPITAL,2026-05-26,0,43009400,1463200,2026-06-30,0,697500,83700,2026-07-28,0,15500,15500,43722400,1562400,6423200,2005700,6448000,1450800,1.0
ADANIENSOL,2026-05-26,0,18410625,-60075,2026-06-30,0,112725,6075,2026-07-28,0,1350,1350,18524700,-52650,3980475,521775,2516400,474525,0.63
ADANIENT,2026-05-26,0,19121538,96408,2026-06-30,0,353496,29046,2026-07-28,0,10506,10506,19485540,135960,5733804,882813,4313949,338046,0.75
ADANIGREEN,2026-05-26,0,20074200,31800,2026-06-30,0,219600,19200,2026-07-28,0,4200,4200,20298000,55200,5045400,411600,3849600,559200,0.76
ADANIPORTS,2026-05-26,0,19440325,622250,2026-06-30,0,738150,9975,2026-07-28,0,36575,36575,20215050,668800,5073475,548625,4265975,766175,0.84
ADANIPOWER,2026-05-26,0,66030000,2918100,2026-06-30,0,1451950,486350,2026-07-28,0,24850,24850,67506800,3429300,25077200,6059850,15012950,3922750,0.6
ALKEM,2026-05-26,0,1073375,-14250,2026-06-30,0,2500,875,2026-07-28,0,125,125,1076000,-13250,104875,30875,84375,33000,0.8
AMBER,2026-05-26,0,1161800,24700,2026-06-30,0,17400,2300,2026-07-28,0,300,300,1179500,27300,268000,41800,140600,15000,0.52
AMBUJACEM,2026-05-26,0,60895800,1012200,2026-06-30,0,993300,32550,2026-07-28,0,3600,3600,61892700,1048350,10548300,1657950,8818950,1642200,0.84
ANGELONE,2026-05-26,0,21617500,547500,2026-06-30,0,512500,42500,2026-07-28,0,5000,5000,22135000,595000,9702500,1070000,6960000,1125000,0.72
APLAPOLLO,2026-05-26,0,4419450,53900,2026-06-30,0,511350,1400,2026-07-28,0,2100,2100,4932900,57400,520450,155750,445900,144550,0.86
APOLLOHOSP,2026-05-26,0,1858875,14375,2026-06-30,0,161500,6625,2026-07-28,0,2500,2500,2022875,23500,470625,152750,273000,124000,0.58
ASHOKLEY,2026-05-26,0,127000000,6550000,2026-06-30,0,6135000,930000,2026-07-28,0,325000,325000,133460000,7805000,63755000,13600000,43265000,4240000,0.68
ASIANPAINT,2026-05-26,0,12755750,161750,2026-06-30,0,1094500,50500,2026-07-28,0,2250,2250,13852500,214500,2108000,412000,2210250,355500,1.05
ASTRAL,2026-05-26,0,8735450,-309825,2026-06-30,0,267750,74800,2026-07-28,0,9775,9775,9012975,-225250,1148775,323425,923950,318750,0.8
AUBANK,2026-05-26,0,25054000,-100000,2026-06-30,0,932000,18000,2026-07-28,0,4000,4000,25990000,-78000,7055000,706000,3701000,286000,0.52
AUROPHARMA,2026-05-26,0,19487600,-696300,2026-06-30,0,34650,5500,2026-07-28,0,550,550,19522800,-690250,2346300,585750,1376100,538450,0.59
AXISBANK,2026-05-26,0,58150000,15625,2026-06-30,0,6126250,170000,2026-07-28,0,18125,18125,64294375,203750,9903750,1810625,6414375,1415625,0.65
BAJAJ-AUTO,2026-05-26,0,2592750,6450,2026-06-30,0,59625,4275,2026-07-28,0,2025,2025,2654400,12750,569625,147150,497850,107250,0.87
BAJAJFINSV,2026-05-26,0,10050500,-36000,2026-06-30,0,878500,48750,2026-07-28,0,3900,3900,10932900,16650,1763250,458250,2003500,398250,1.14
BAJAJHLDNG,2026-05-26,0,246950,-3600,2026-06-30,0,2100,50,2026-07-28,0,0,0,249050,-3550,22750,10550,16350,10650,0.72
BAJFINANCE,2026-05-26,0,64591500,3195000,2026-06-30,0,10315500,159750,2026-07-28,0,32250,32250,74939250,3387000,14516250,4608750,12369000,4192500,0.85
BANDHANBNK,2026-05-26,0,90558000,5198400,2026-06-30,0,1825200,604800,2026-07-28,0,108000,108000,92491200,5911200,33278400,10479600,27248400,15260400,0.82
BANKBARODA,2026-05-26,0,100330425,1076400,2026-06-30,0,8049600,277875,2026-07-28,0,29250,29250,108409275,1383525,26003250,3290625,23531625,3466125,0.9
BANKINDIA,2026-05-26,0,50616800,1034800,2026-06-30,0,1357200,192400,2026-07-28,0,20800,20800,51994800,1248000,12350000,3322800,10951200,1419600,0.89
BANKNIFTY,2026-05-26,0,1922880,10230,2026-06-30,0,187650,11880,2026-07-28,0,6930,6930,2117460,29040,10742700,1901100,10099410,1448040,0.94
BDL,2026-05-26,0,3434200,407750,2026-06-30,0,206150,44450,2026-07-28,0,10200,10200,3650550,462400,1796900,575750,925400,118300,0.51
BEL,2026-05-26,0,99698700,-172425,2026-06-30,0,12437400,309225,2026-07-28,0,62700,62700,112198800,199500,29853750,3876000,19697775,2143200,0.66
BHARATFORG,2026-05-26,0,7620000,251500,2026-06-30,0,62500,14500,2026-07-28,0,0,0,7682500,266000,1542000,530000,1176500,368500,0.76
BHARTIARTL,2026-05-26,0,49587625,-1685775,2026-06-30,0,9163225,-16150,2026-07-28,0,20425,20425,58771275,-1681500,5907100,1063050,4873500,883500,0.83
BHEL,2026-05-26,0,114828000,-966000,2026-06-30,0,3199875,126000,2026-07-28,0,68250,68250,118096125,-771750,22094625,2756250,18674250,2184000,0.85
BIOCON,2026-05-26,0,30960000,-82500,2026-06-30,0,667500,32500,2026-07-28,0,10000,10000,31637500,-40000,22037500,13162500,10660000,4510000,0.48
BLUESTARCO,2026-05-26,0,2687750,-25350,2026-06-30,0,29900,9425,2026-07-28,0,0,0,2717650,-15925,780650,231075,466700,241150,0.6
BOSCHLTD,2026-05-26,0,241975,2475,2026-06-30,0,1700,275,2026-07-28,0,350,350,244025,3100,27075,12950,17850,7000,0.66
BPCL,2026-05-26,0,46631725,5344350,2026-06-30,0,4690625,750500,2026-07-28,0,19750,19750,51342100,6114600,15118625,3750525,9323975,2531950,0.62
BRITANNIA,2026-05-26,0,2458375,55875,2026-06-30,0,335000,875,2026-07-28,0,125,125,2793500,56875,420750,141375,311000,106500,0.74
BSE,2026-05-26,0,6960000,-107625,2026-06-30,0,537000,43500,2026-07-28,0,12600,12600,7509600,-51525,3912000,575250,3496125,461625,0.89
CAMS,2026-05-26,0,6285000,-158250,2026-06-30,0,292500,52500,2026-07-28,0,9075,9075,6586575,-96675,1299750,427500,1044750,350250,0.8
CANBK,2026-05-26,0,189209250,2038500,2026-06-30,0,19730250,519750,2026-07-28,0,270000,270000,209209500,2828250,46541250,8133750,47459250,6966000,1.02
CDSL,2026-05-26,0,10150750,446975,2026-06-30,0,995125,65550,2026-07-28,0,78375,78375,11224250,590900,3820900,1106750,3277025,532950,0.86
CGPOWER,2026-05-26,0,18466250,249900,2026-06-30,0,2694500,10200,2026-07-28,0,0,0,21160750,260100,2083350,119850,1523200,566100,0.73
CHOLAFIN,2026-05-26,0,17308750,-116875,2026-06-30,0,981875,3750,2026-07-28,0,2500,2500,18293125,-110625,1863125,350625,1055000,184375,0.57
CIPLA,2026-05-26,0,13872375,-214125,2026-06-30,0,267000,23625,2026-07-28,0,3400,3400,14142775,-187100,2932500,756000,2065875,299625,0.7
COALINDIA,2026-05-26,0,52278750,-2062800,2026-06-30,0,1526850,133650,2026-07-28,0,47250,47250,53852850,-1881900,22808250,-1389150,17271900,2166750,0.76
COCHINSHIP,2026-05-26,0,2294400,671200,2026-06-30,0,82000,46000,2026-07-28,0,2400,2400,2378800,719600,1073200,317600,744800,365600,0.69
COFORGE,2026-05-26,0,18529500,-36375,2026-06-30,0,379125,19125,2026-07-28,0,1900,1900,18910525,-15350,5173500,531750,3376125,690750,0.65
COLPAL,2026-05-26,0,4892400,26325,2026-06-30,0,132075,11250,2026-07-28,0,275,275,5024750,37850,958725,174150,503325,63225,0.52
CONCOR,2026-05-26,0,22702500,-12500,2026-06-30,0,455000,35000,2026-07-28,0,0,0,23157500,22500,4213750,671250,3231250,286250,0.77
CROMPTON,2026-05-26,0,49681800,3585600,2026-06-30,0,547200,81000,2026-07-28,0,32250,32250,50261250,3698850,11512800,5464800,4735800,1998000,0.41
CUMMINSIND,2026-05-26,0,3735200,61800,2026-06-30,0,290800,8600,2026-07-28,0,1000,1000,4027000,71400,457200,129600,338400,93600,0.74
DABUR,2026-05-26,0,27677500,-22500,2026-06-30,0,423750,10000,2026-07-28,0,25000,25000,28126250,12500,3862500,1128750,2641250,663750,0.68
DALBHARAT,2026-05-26,0,2231775,27950,2026-06-30,0,19825,2925,2026-07-28,0,650,650,2252250,31525,665275,58500,489775,116675,0.74
DELHIVERY,2026-05-26,0,30016950,-211650,2026-06-30,0,205425,-6225,2026-07-28,0,14525,14525,30236900,-203350,4760050,346525,1842600,452350,0.39
DIVISLAB,2026-05-26,0,2152700,-36400,2026-06-30,0,287000,600,2026-07-28,0,0,0,2439700,-35800,359100,75600,266200,72300,0.74
DIXON,2026-05-26,0,2731200,-6750,2026-06-30,0,130400,13450,2026-07-28,0,4150,4150,2865750,10850,838150,87400,750950,72650,0.9
DLF,2026-05-26,0,42854625,176550,2026-06-30,0,2941125,-1650,2026-07-28,0,8550,8550,45804300,183450,5972175,1938750,4416225,719400,0.74
DMART,2026-05-26,0,3297750,5100,2026-06-30,0,32850,3000,2026-07-28,0,0,0,3330600,8100,501450,116400,355200,97050,0.71
DRREDDY,2026-05-26,0,15034375,1325000,2026-06-30,0,246875,55625,2026-07-28,0,13750,13750,15295000,1394375,6365625,2577500,3674375,1061875,0.58
EICHERMOT,2026-05-26,0,3123800,38500,2026-06-30,0,518900,6700,2026-07-28,0,900,900,3643600,46100,720700,203500,634800,124700,0.88
ETERNAL,2026-05-26,0,189103925,3147650,2026-06-30,0,15100475,1479250,2026-07-28,0,344350,344350,204548750,4971250,85789225,39714225,48058650,10463875,0.56
EXIDEIND,2026-05-26,0,27072000,-66600,2026-06-30,0,923400,304200,2026-07-28,0,34200,34200,28029600,271800,9091800,1074600,6377400,739800,0.7
FEDERALBNK,2026-05-26,0,76307500,5277500,2026-06-30,0,6147500,292500,2026-07-28,0,107500,107500,82562500,5677500,37442500,22757500,17425000,6930000,0.47
FINNIFTY,2026-05-26,0,24840,1380,2026-06-30,0,0,0,2026-07-28,0,0,0,24840,1380,75240,52320,36300,30120,0.48
FORCEMOT,2026-05-26,0,243725,21775,2026-06-30,0,4675,975,2026-07-28,0,175,175,248575,22925,81700,47600,28100,14625,0.34
FORTIS,2026-05-26,0,7501225,-58900,2026-06-30,0,1877050,6200,2026-07-28,0,775,775,9379050,-51925,1096625,225525,578925,63550,0.53
GAIL,2026-05-26,0,68666850,4192650,2026-06-30,0,5830650,173250,2026-07-28,0,3550,3550,74501050,4369450,15280650,4072950,16950150,4617900,1.11
GLENMARK,2026-05-26,0,11284500,164250,2026-06-30,0,46875,9750,2026-07-28,0,1500,1500,11332875,175500,1400250,119625,820875,129000,0.59
GMRAIRPORT,2026-05-26,0,126108000,2615625,2026-06-30,0,6340275,320850,2026-07-28,0,97650,97650,132545925,3034125,47032425,8028225,27697725,7170300,0.59
GODFRYPHLP,2026-05-26,0,1459425,295350,2026-06-30,0,36025,825,2026-07-28,0,1925,1925,1497375,298100,484275,328625,228250,150700,0.47
GODREJCP,2026-05-26,0,12483500,96000,2026-06-30,0,643500,3000,2026-07-28,0,0,0,13127000,99000,727000,152000,657500,77500,0.9
GODREJPROP,2026-05-26,0,6192725,-44275,2026-06-30,0,786500,16775,2026-07-28,0,1300,1300,6980525,-26200,1240525,293975,978725,286550,0.79
GRASIM,2026-05-26,0,13682500,129750,2026-06-30,0,768250,11000,2026-07-28,0,1250,1250,14452000,142000,882250,90000,676000,67000,0.77
HAL,2026-05-26,0,6159450,-78000,2026-06-30,0,863100,11100,2026-07-28,0,3000,3000,7025550,-63900,1634400,218250,1454250,167400,0.89
HAVELLS,2026-05-26,0,10214000,324500,2026-06-30,0,459500,46500,2026-07-28,0,2000,2000,10675500,373000,4225500,591500,2203500,372500,0.52
