Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-06-30,0,5055000,238000,2026-07-28,0,28500,0,2026-08-25,0,3000,2000,5086500,240000,584500,18500,329500,16000,0.56
ABB,2026-06-30,0,2265625,-95000,2026-07-28,0,46375,2250,2026-08-25,0,6875,-375,2318875,-93125,903000,-33125,600875,-6125,0.67
ABCAPITAL,2026-06-30,0,53059600,626200,2026-07-28,0,1767000,37200,2026-08-25,0,71300,0,54897900,663400,9737100,663400,7030800,592100,0.72
ADANIENSOL,2026-06-30,0,20046150,972675,2026-07-28,0,120825,2025,2026-08-25,0,25650,2700,20192625,977400,5896800,416475,2789100,182250,0.47
ADANIENT,2026-06-30,0,18931503,119583,2026-07-28,0,591117,3708,2026-08-25,0,18540,618,19541160,123909,6367872,328158,5075016,317961,0.8
ADANIGREEN,2026-06-30,0,22369200,960000,2026-07-28,0,482400,19800,2026-08-25,0,34200,5400,22885800,985200,7163400,963000,4318800,271800,0.6
ADANIPORTS,2026-06-30,0,21012575,390925,2026-07-28,0,1255900,11875,2026-08-25,0,28025,-1900,22296500,400900,5253975,481175,2967325,163400,0.56
ADANIPOWER,2026-06-30,0,94969600,-440200,2026-07-28,0,8037200,181050,2026-08-25,0,429550,21300,103436350,-237850,36256150,3386700,22915250,-230750,0.63
ALKEM,2026-06-30,0,1349500,-250,2026-07-28,0,13375,500,2026-08-25,0,1750,375,1364625,625,784875,108000,344125,10250,0.44
AMBER,2026-06-30,0,2771200,-97800,2026-07-28,0,17900,-1600,2026-08-25,0,400,0,2789500,-99400,1849800,-29500,1229600,-23800,0.66
AMBUJACEM,2026-06-30,0,67167450,918750,2026-07-28,0,5251200,24000,2026-08-25,0,33600,8400,72452250,951150,12403200,302550,8656200,-87150,0.7
ANGELONE,2026-06-30,0,20062500,950000,2026-07-28,0,702500,-10000,2026-08-25,0,60000,10000,20825000,950000,17480000,-4595000,10972500,265000,0.63
APLAPOLLO,2026-06-30,0,5832400,220150,2026-07-28,0,85050,5950,2026-08-25,0,19250,2800,5936700,228900,1025150,84000,773500,19250,0.75
APOLLOHOSP,2026-06-30,0,1775750,119000,2026-07-28,0,219625,2500,2026-08-25,0,2500,625,1997875,122125,1090500,109500,698625,28750,0.64
ASHOKLEY,2026-06-30,0,181075000,-100000,2026-07-28,0,9940000,445000,2026-08-25,0,1625000,180000,192640000,525000,130115000,9570000,76175000,2175000,0.59
ASIANPAINT,2026-06-30,0,11190750,-170250,2026-07-28,0,280000,1500,2026-08-25,0,19250,500,11490000,-168250,5013000,10750,3081250,-74750,0.61
ASTRAL,2026-06-30,0,6427700,-5100,2026-07-28,0,309825,31025,2026-08-25,0,14875,2975,6752400,28900,1640075,101575,1092250,68850,0.67
AUBANK,2026-06-30,0,26895000,553000,2026-07-28,0,928000,31000,2026-08-25,0,99000,19000,27922000,603000,3586000,81000,2886000,95000,0.8
AUROPHARMA,2026-06-30,0,17104450,-143000,2026-07-28,0,70950,4950,2026-08-25,0,1650,1100,17177050,-136950,3409450,83050,1959100,-29150,0.57
AXISBANK,2026-06-30,0,58251875,393125,2026-07-28,0,8695625,120000,2026-08-25,0,159375,26250,67106875,539375,11793750,2455625,7873125,454375,0.67
BAJAJ-AUTO,2026-06-30,0,2729850,32400,2026-07-28,0,81300,10200,2026-08-25,0,2550,150,2813700,42750,1574625,-65400,933450,26550,0.59
BAJAJFINSV,2026-06-30,0,9203500,-137500,2026-07-28,0,1827300,4800,2026-08-25,0,5400,1800,11036200,-130900,4828900,1620950,3041650,368800,0.63
BAJAJHLDNG,2026-06-30,0,293250,2450,2026-07-28,0,2175,-150,2026-08-25,0,0,0,295425,2300,44925,5125,35550,3300,0.79
BAJFINANCE,2026-06-30,0,72858000,1116000,2026-07-28,0,1605750,130500,2026-08-25,0,139500,47250,74603250,1293750,16092750,2656500,12991500,1521000,0.81
