Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-09-29,0,3244000,1000,2026-10-27,0,44000,-1500,2026-11-23,0,4000,1000,3292000,500,2088000,71000,1291500,-12000,0.62
ABB,2026-09-29,0,1743250,26000,2026-10-27,0,36875,625,2026-11-23,0,4250,250,1784375,26875,673125,11125,721125,43375,1.07
ABCAPITAL,2026-09-29,0,40045800,161200,2026-10-27,0,1029200,-9300,2026-11-23,0,80600,6200,41155600,158100,13175000,1162500,12855700,272800,0.98
ADANIENSOL,2026-09-29,0,22391775,446850,2026-10-27,0,423900,5400,2026-11-23,0,41175,2025,22856850,454275,9761850,146475,4282875,240300,0.44
ADANIENT,2026-09-29,0,18262209,89610,2026-10-27,0,478023,70143,2026-11-23,0,83121,8343,18823353,168096,9006423,-121128,5178222,227424,0.57
ADANIGREEN,2026-09-29,0,25699200,-217200,2026-10-27,0,369000,-6600,2026-11-23,0,34200,1200,26102400,-222600,5959200,-240600,4377600,312600,0.73
ADANIPORTS,2026-09-29,0,20889550,-368125,2026-10-27,0,784700,10925,2026-11-23,0,59850,12825,21734100,-344375,7258950,-132050,5684325,145825,0.78
ADANIPOWER,2026-09-29,0,194713950,-35500,2026-10-27,0,7604100,7100,2026-11-23,0,1228300,81650,203546350,53250,63083500,191700,40221500,2616350,0.64
ALKEM,2026-09-29,0,1446000,51750,2026-10-27,0,80125,625,2026-11-23,0,375,250,1526500,52625,284500,27250,183875,26875,0.65
AMBER,2026-09-29,0,1322200,2100,2026-10-27,0,24300,600,2026-11-23,0,3000,700,1349500,3400,768400,26100,487700,14800,0.63
AMBUJACEM,2026-09-29,0,91386000,436800,2026-10-27,0,2844000,62400,2026-11-23,0,132000,26400,94362000,525600,13596000,1159200,8881200,-138000,0.65
ANGELONE,2026-09-29,0,31555000,-87500,2026-10-27,0,2060000,47500,2026-11-23,0,245000,15000,33860000,-25000,22157500,567500,15145000,482500,0.68
APLAPOLLO,2026-09-29,0,10331300,321300,2026-10-27,0,86100,9450,2026-11-23,0,3500,700,10420900,331450,1873550,196350,921550,80500,0.49
APOLLOHOSP,2026-09-29,0,2450625,-14875,2026-10-27,0,310875,1000,2026-11-23,0,2375,250,2763875,-13625,1018125,82750,781125,58000,0.77
ASHOKLEY,2026-09-29,0,138490000,2445000,2026-10-27,0,5610000,215000,2026-11-23,0,880000,135000,144980000,2795000,83610000,5390000,55285000,3795000,0.66
ASIANPAINT,2026-09-29,0,7878750,-71000,2026-10-27,0,1085750,7000,2026-11-23,0,13000,1750,8977500,-62250,4185000,513250,2733750,225750,0.65
ASTRAL,2026-09-29,0,5871375,-65875,2026-10-27,0,271575,2125,2026-11-23,0,18700,425,6161650,-63325,2473925,255425,1341300,131750,0.54
ATHERENERG,2026-09-29,0,2611500,173250,2026-10-27,0,82500,6000,2026-11-23,0,30750,8250,2724750,187500,4188375,-107250,2773125,-523500,0.66
AUBANK,2026-09-29,0,19657000,91000,2026-10-27,0,2569000,23000,2026-11-23,0,40000,6000,22266000,120000,7089000,437000,4836000,183000,0.68
AUROPHARMA,2026-09-29,0,11351450,407000,2026-10-27,0,102300,14850,2026-11-23,0,14300,1650,11468050,423500,5115550,430650,2374900,383350,0.46
AXISBANK,2026-09-29,0,92950625,-18125,2026-10-27,0,1780625,95625,2026-11-23,0,135000,19375,94866250,96875,14876250,1116250,11970000,140625,0.8
BAJAJ-AUTO,2026-09-29,0,1679400,-13650,2026-10-27,0,24450,2925,2026-11-23,0,9975,4050,1713825,-6675,1285350,172800,984600,-139575,0.77
BAJAJFINSV,2026-09-29,0,8141700,-153600,2026-10-27,0,525600,4500,2026-11-23,0,21900,900,8689200,-148200,4477500,816300,2808600,152400,0.63
BAJFINANCE,2026-09-29,0,61426500,750,2026-10-27,0,8171250,168000,2026-11-23,0,98250,18750,69696000,187500,15206250,624750,12588750,367500,0.83
BANDHANBNK,2026-09-29,0,112730400,-428400,2026-10-27,0,12272400,568800,2026-11-23,0,489600,57600,125492400,198000,27457200,1515600,18943200,-61200,0.69
BANKBARODA,2026-09-29,0,137913750,-2685150,2026-10-27,0,6414525,-23400,2026-11-23,0,558675,67275,144886950,-2641275,42087825,73125,37943100,1301625,0.9
BANKINDIA,2026-09-29,0,79034800,67600,2026-10-27,0,2324400,26000,2026-11-23,0,182000,15600,81541200,109200,34132800,951600,26426400,1081600,0.77
BANKNIFTY,2026-09-29,0,2019630,31230,2026-10-27,0,173010,15510,2026-11-23,0,21360,3450,2214000,50190,13634550,440460,14776320,520470,1.08
BDL,2026-09-29,0,7019300,238425,2026-10-27,0,473450,21675,2026-11-23,0,66300,3400,7559050,263500,7671675,490450,4499900,133025,0.59
BEL,2026-09-29,0,104084850,874950,2026-10-27,0,8115375,179550,2026-11-23,0,380475,98325,112580700,1152825,36394500,1650150,28850550,1157100,0.79
BHARATFORG,2026-09-29,0,7948000,-39000,2026-10-27,0,142500,12500,2026-11-23,0,2000,-500,8092500,-27000,2683500,97500,2300000,42500,0.86
BHARTIARTL,2026-09-29,0,54327175,-615125,2026-10-27,0,10191125,15675,2026-11-23,0,110675,3800,64628975,-595650,17796350,768075,11849350,19000,0.67
BHEL,2026-09-29,0,75148500,553875,2026-10-27,0,2404500,65625,2026-11-23,0,144375,13125,77697375,632625,30518250,669375,19272750,826875,0.63
BIOCON,2026-09-29,0,50057500,200000,2026-10-27,0,767500,25000,2026-11-23,0,60000,5000,50885000,230000,21320000,1607500,13747500,397500,0.64
BLUESTARCO,2026-09-29,0,5587400,34450,2026-10-27,0,117325,13975,2026-11-23,0,28925,8450,5733650,56875,1517750,261300,1018875,48750,0.67
BOSCHLTD,2026-09-29,0,183900,4325,2026-10-27,0,17875,1225,2026-11-23,0,475,175,202250,5725,125800,15075,108175,34625,0.86
BPCL,2026-09-29,0,30612500,110600,2026-10-27,0,4542500,-45425,2026-11-23,0,55300,5925,35210300,71100,8972425,389075,8458925,724825,0.94
BRITANNIA,2026-09-29,0,2200875,-22875,2026-10-27,0,24000,1750,2026-11-23,0,2750,875,2227625,-20250,1063750,132125,812125,70375,0.76
BSE,2026-09-29,0,12068000,456200,2026-10-27,0,862600,114400,2026-11-23,0,87400,28200,13018000,598800,12359800,1952400,6769600,332800,0.55
CAMS,2026-09-29,0,9450375,61050,2026-10-27,0,329175,4125,2026-11-23,0,91575,9900,9871125,75075,5082825,622875,3059100,30525,0.6
CANBK,2026-09-29,0,354672000,-2072250,2026-10-27,0,22153500,850500,2026-11-23,0,810000,94500,377635500,-1127250,67041000,1296000,57469500,2193750,0.86
CDSL,2026-09-29,0,11685950,66025,2026-10-27,0,500175,27550,2026-11-23,0,88825,13775,12274950,107350,6464750,118750,4509175,114475,0.7
