Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-09-29,0,3416500,145000,2026-10-27,0,49500,5500,2026-11-23,0,4000,0,3470000,150500,2366500,186000,1594500,256500,0.67
ABB,2026-09-29,0,1724750,3625,2026-10-27,0,36875,875,2026-11-23,0,4125,-125,1765750,4375,682125,31625,744125,18750,1.09
ABCAPITAL,2026-09-29,0,37649500,-1283400,2026-10-27,0,1007500,-31000,2026-11-23,0,83700,-9300,38740700,-1323700,11721100,-1057100,13159500,238700,1.12
ADANIENSOL,2026-09-29,0,22454550,-675,2026-10-27,0,417825,-7425,2026-11-23,0,41175,0,22913550,-8100,9795600,-33075,4114800,-171450,0.42
ADANIENT,2026-09-29,0,18039420,-193743,2026-10-27,0,477714,-6180,2026-11-23,0,83430,-618,18600564,-200541,8373900,-805254,4922988,-235149,0.59
ADANIGREEN,2026-09-29,0,25237200,-262200,2026-10-27,0,370200,3600,2026-11-23,0,37800,1200,25645200,-257400,5641200,-114000,4261800,-95400,0.76
ADANIPORTS,2026-09-29,0,19392350,-402325,2026-10-27,0,800850,8550,2026-11-23,0,63175,2850,20256375,-390925,7314525,10925,5960300,225150,0.81
ADANIPOWER,2026-09-29,0,194241800,-457950,2026-10-27,0,7767400,99400,2026-11-23,0,1349000,49700,203358200,-308850,67535200,3748800,40977650,67450,0.61
ALKEM,2026-09-29,0,1475000,4500,2026-10-27,0,82750,2125,2026-11-23,0,375,0,1558125,6625,363125,4125,241250,18125,0.66
AMBER,2026-09-29,0,1320400,-4500,2026-10-27,0,23500,-800,2026-11-23,0,3000,0,1346900,-5300,789400,-2100,496300,-3700,0.63
AMBUJACEM,2026-09-29,0,91152000,-44400,2026-10-27,0,2900400,31200,2026-11-23,0,148800,1200,94201200,-12000,13171200,-307200,9064800,150000,0.69
ANGELONE,2026-09-29,0,29542500,-2607500,2026-10-27,0,1867500,-177500,2026-11-23,0,265000,10000,31675000,-2775000,26600000,5125000,17537500,2322500,0.66
APLAPOLLO,2026-09-29,0,11734450,825300,2026-10-27,0,118650,18200,2026-11-23,0,6300,1400,11859400,844900,2240700,32200,1238650,149800,0.55
APOLLOHOSP,2026-09-29,0,2442250,-2250,2026-10-27,0,315875,4000,2026-11-23,0,2875,250,2761000,2000,1192125,117625,811250,11125,0.68
ASHOKLEY,2026-09-29,0,134995000,-3510000,2026-10-27,0,6280000,495000,2026-11-23,0,960000,10000,142235000,-3005000,87385000,935000,57130000,655000,0.65
ASIANPAINT,2026-09-29,0,7706500,-67500,2026-10-27,0,1097000,3500,2026-11-23,0,14750,500,8818250,-63500,4441000,164750,2869750,61250,0.65
ASTRAL,2026-09-29,0,5539025,-177650,2026-10-27,0,283475,8500,2026-11-23,0,19975,850,5842475,-168300,2479025,6375,1395700,39950,0.56
ATHERENERG,2026-09-29,0,3301875,490500,2026-10-27,0,98625,9000,2026-11-23,0,42375,6375,3442875,505875,5268750,981750,2519625,-261375,0.48
AUBANK,2026-09-29,0,19542000,-31000,2026-10-27,0,2616000,27000,2026-11-23,0,59000,5000,22217000,1000,7738000,84000,4890000,-9000,0.63
AUROPHARMA,2026-09-29,0,10959300,-117150,2026-10-27,0,108900,-2750,2026-11-23,0,16500,0,11084700,-119900,5542900,23100,2753300,50050,0.5
AXISBANK,2026-09-29,0,93652500,-73125,2026-10-27,0,1850625,16250,2026-11-23,0,145625,0,95648750,-56875,14233750,-595625,11694375,-220625,0.82
BAJAJ-AUTO,2026-09-29,0,1638525,-15150,2026-10-27,0,24150,300,2026-11-23,0,10725,600,1673400,-14250,1383675,60075,1077000,3525,0.78
BAJAJFINSV,2026-09-29,0,7954800,-55500,2026-10-27,0,535800,-1800,2026-11-23,0,24000,600,8514600,-56700,5425500,785400,2977500,133500,0.55
BAJFINANCE,2026-09-29,0,61761750,-163500,2026-10-27,0,9564000,307500,2026-11-23,0,106500,1500,71432250,145500,16287000,-91500,12979500,42000,0.8
BANDHANBNK,2026-09-29,0,109760400,-691200,2026-10-27,0,12603600,241200,2026-11-23,0,522000,25200,122886000,-424800,28699200,410400,19792800,0,0.69
BANKBARODA,2026-09-29,0,136410300,8775,2026-10-27,0,6964425,494325,2026-11-23,0,611325,32175,143986050,535275,42903900,573300,38378925,32175,0.89
BANKINDIA,2026-09-29,0,77355200,-816400,2026-10-27,0,2215200,-140400,2026-11-23,0,192400,10400,79762800,-946400,34725600,-546000,28641600,1435200,0.82
BANKNIFTY,2026-09-29,0,2015670,10260,2026-10-27,0,171570,1920,2026-11-23,0,29220,5850,2216460,18030,13770690,196500,14606970,99750,1.06
BDL,2026-09-29,0,7166350,72250,2026-10-27,0,533375,35275,2026-11-23,0,73950,5525,7773675,113050,7780475,-120275,4458675,-110500,0.57
BEL,2026-09-29,0,104764575,625575,2026-10-27,0,8564250,266475,2026-11-23,0,470250,69825,113799075,961875,39084900,3380100,29121300,1111500,0.75
BHARATFORG,2026-09-29,0,8307500,-60500,2026-10-27,0,164000,2000,2026-11-23,0,8000,3500,8479500,-55000,3534000,479000,2504000,134000,0.71
BHARTIARTL,2026-09-29,0,53860250,132050,2026-10-27,0,10455700,214700,2026-11-23,0,131575,10925,64447525,357675,19161975,969000,12013700,113525,0.63
BHEL,2026-09-29,0,76978125,1126125,2026-10-27,0,2656500,128625,2026-11-23,0,175875,13125,79810500,1267875,31229625,-107625,20614125,488250,0.66
