Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-06-30,0,1924000,-1539500,2026-07-28,0,4371000,1512000,2026-08-25,0,11500,1000,6306500,-26500,1923500,-118000,1297000,-112500,0.67
ABB,2026-06-30,0,627875,-665000,2026-07-28,0,1817500,671500,2026-08-25,0,27750,3750,2473125,10250,1272000,-115875,751750,-88875,0.59
ABCAPITAL,2026-06-30,0,16061100,-10902700,2026-07-28,0,22688900,9997500,2026-08-25,0,449500,27900,39199500,-877300,17741300,-1624400,15509300,-1085000,0.87
ADANIENSOL,2026-06-30,0,7064550,-5559975,2026-07-28,0,13281300,5503950,2026-08-25,0,76950,4725,20422800,-51300,6148575,-846450,2900475,-316575,0.47
ADANIENT,2026-06-30,0,9888000,-4096413,2026-07-28,0,10422879,4355973,2026-08-25,0,120819,12360,20431698,271920,9481665,23793,7668453,330939,0.81
ADANIGREEN,2026-06-30,0,9276600,-5267400,2026-07-28,0,13126200,4904400,2026-08-25,0,127800,15000,22530600,-348000,7497000,-887400,5360400,-651600,0.72
ADANIPORTS,2026-06-30,0,8102075,-5939400,2026-07-28,0,15518250,4986075,2026-08-25,0,1454450,1002725,25074775,49400,8144350,-775675,5224050,-303050,0.64
ADANIPOWER,2026-06-30,0,64180450,-23156650,2026-07-28,0,69118500,20245650,2026-08-25,0,5250450,3692000,138549400,781000,78320100,3727500,40111450,2534700,0.51
ALKEM,2026-06-30,0,544250,-607875,2026-07-28,0,832125,547375,2026-08-25,0,3875,750,1380250,-59750,666250,-62125,358000,-22875,0.54
AMBER,2026-06-30,0,1039000,-669800,2026-07-28,0,1090600,537600,2026-08-25,0,7000,1500,2136600,-130700,1632200,-234500,1124000,-92000,0.69
AMBUJACEM,2026-06-30,0,34606950,-11947950,2026-07-28,0,49450800,12690000,2026-08-25,0,914400,350400,84972150,1092450,21010650,-1134600,11373300,-83550,0.54
ANGELONE,2026-06-30,0,11457500,-5812500,2026-07-28,0,13052500,4700000,2026-08-25,0,430000,37500,24940000,-1075000,26415000,-775000,13377500,-625000,0.51
APLAPOLLO,2026-06-30,0,2148300,-1258600,2026-07-28,0,3685150,1183350,2026-08-25,0,34650,700,5868100,-74550,1116500,-187600,978250,-150150,0.88
APOLLOHOSP,2026-06-30,0,763375,-684375,2026-07-28,0,1751125,654875,2026-08-25,0,13125,5125,2527625,-24375,1252375,-94500,1301375,11500,1.04
ASHOKLEY,2026-06-30,0,89895000,-38435000,2026-07-28,0,101935000,40615000,2026-08-25,0,3570000,-430000,195400000,1750000,134315000,-17805000,91590000,-4310000,0.68
ASIANPAINT,2026-06-30,0,3975000,-2840750,2026-07-28,0,6730500,2989750,2026-08-25,0,65500,5000,10771000,154000,8084500,-413250,3379250,43250,0.42
ASTRAL,2026-06-30,0,2840275,-1499825,2026-07-28,0,3398725,1932900,2026-08-25,0,63325,28050,6302325,461125,3379600,326400,1461575,55675,0.43
AUBANK,2026-06-30,0,12871000,-6084000,2026-07-28,0,13324000,6826000,2026-08-25,0,413000,68000,26608000,810000,7957000,1170000,5242000,-665000,0.66
AUROPHARMA,2026-06-30,0,8887450,-2055900,2026-07-28,0,7987650,1702800,2026-08-25,0,24200,550,16899300,-352550,4556200,-637450,3763650,163900,0.83
AXISBANK,2026-06-30,0,18208750,-19110000,2026-07-28,0,46724375,18198125,2026-08-25,0,724375,122500,65657500,-789375,24175000,-212500,18999375,573125,0.79
