Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-08-25,0,2315500,-1452000,2026-09-29,0,1653500,1130000,2026-10-27,0,18500,7500,3987500,-314500,2431000,-140000,1733000,344500,0.71
ABB,2026-08-25,0,1471625,-548125,2026-09-29,0,624000,438250,2026-10-27,0,23375,2375,2119000,-107500,1953875,-177500,1045000,-36500,0.53
ABCAPITAL,2026-08-25,0,25097600,-12564300,2026-09-29,0,13509800,10226900,2026-10-27,0,570400,99200,39177800,-2238200,23243800,-1196600,17425100,-582800,0.75
ADANIENSOL,2026-08-25,0,12160125,-6012225,2026-09-29,0,8372025,6326100,2026-10-27,0,72900,2025,20605050,315900,7449300,-93150,3203550,-85725,0.43
ADANIENT,2026-08-25,0,12150807,-2561919,2026-09-29,0,4448982,2528856,2026-10-27,0,61491,9270,16661280,-23793,4911864,-482658,3503751,-46659,0.71
ADANIGREEN,2026-08-25,0,19773600,-3412200,2026-09-29,0,7566600,3776400,2026-10-27,0,143400,16200,27483600,380400,10835400,-222600,5225400,-66000,0.48
ADANIPORTS,2026-08-25,0,12723825,-4200900,2026-09-29,0,9365100,3946300,2026-10-27,0,245575,22325,22334500,-232275,12878200,-1387000,6991525,-463600,0.54
ADANIPOWER,2026-08-25,0,121232500,-28712400,2026-09-29,0,52085600,29397550,2026-10-27,0,3148850,1590400,176466950,2275550,59693250,-2421100,32344050,-891050,0.54
ALKEM,2026-08-25,0,1058875,-332000,2026-09-29,0,389500,307750,2026-10-27,0,32250,26875,1480625,2625,1172875,-129125,489625,-29375,0.42
AMBER,2026-08-25,0,1078000,-333400,2026-09-29,0,600900,422500,2026-10-27,0,8600,1400,1687500,90500,1892700,-179400,1168400,-71900,0.62
AMBUJACEM,2026-08-25,0,59848800,-22047600,2026-09-29,0,32613600,22705200,2026-10-27,0,1113600,704400,93576000,1362000,18978000,-228000,10402800,6000,0.55
