Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-09-29,0,3810000,-25000,2026-10-27,0,107500,2500,2026-11-23,0,18500,1500,3936000,-21000,2596000,-175500,1816500,46000,0.7
ABB,2026-09-29,0,1739250,5500,2026-10-27,0,55000,2125,2026-11-23,0,7750,125,1802000,7750,1057875,21625,843625,13750,0.8
ABCAPITAL,2026-09-29,0,38641500,-173600,2026-10-27,0,1407400,58900,2026-11-23,0,130200,9300,40179100,-105400,15363600,-403000,13438500,353400,0.87
ADANIENSOL,2026-09-29,0,22447800,205875,2026-10-27,0,464400,-2700,2026-11-23,0,51975,6750,22964175,209925,9307575,-230175,4577175,-28350,0.49
ADANIENT,2026-09-29,0,15287775,3090,2026-10-27,0,612129,-618,2026-11-23,0,259251,3708,16159155,6180,8702985,128853,5269377,170877,0.61
ADANIGREEN,2026-09-29,0,24328800,-33600,2026-10-27,0,397200,5400,2026-11-23,0,60000,-2400,24786000,-30600,5298600,-21000,3792600,18000,0.72
ADANIPORTS,2026-09-29,0,16019375,-142025,2026-10-27,0,911525,26600,2026-11-23,0,568575,1900,17499475,-113525,8833100,-113525,7453225,56525,0.84
ADANIPOWER,2026-09-29,0,183797700,1579750,2026-10-27,0,9957750,678050,2026-11-23,0,1941850,78100,195697300,2335900,70229650,-276900,40590700,-337250,0.58
ALKEM,2026-09-29,0,1730125,85250,2026-10-27,0,88375,875,2026-11-23,0,1125,0,1819625,86125,393625,13625,274250,14250,0.7
AMBER,2026-09-29,0,1290200,300,2026-10-27,0,32800,4000,2026-11-23,0,4600,400,1327600,4700,972400,62900,595200,33000,0.61
AMBUJACEM,2026-09-29,0,91185600,84000,2026-10-27,0,3825600,104400,2026-11-23,0,381600,18000,95392800,206400,17282400,350400,9812400,46800,0.57
ANGELONE,2026-09-29,0,26697500,-237500,2026-10-27,0,2550000,37500,2026-11-23,0,315000,35000,29562500,-165000,29217500,940000,14150000,-980000,0.48
APLAPOLLO,2026-09-29,0,13222300,226450,2026-10-27,0,154350,2800,2026-11-23,0,14350,700,13391000,229950,2794050,142100,1573600,147350,0.56
APOLLOHOSP,2026-09-29,0,2221875,11000,2026-10-27,0,334750,8875,2026-11-23,0,4000,375,2560625,20250,1308125,-1250,968625,4500,0.74
ASHOKLEY,2026-09-29,0,128085000,-1865000,2026-10-27,0,10065000,890000,2026-11-23,0,1760000,110000,139910000,-865000,104395000,760000,63890000,2190000,0.61
ASIANPAINT,2026-09-29,0,6714000,-219000,2026-10-27,0,1129000,2750,2026-11-23,0,26750,2750,7869750,-213500,5438000,-34750,3208250,-4250,0.59
ASTRAL,2026-09-29,0,6111925,50575,2026-10-27,0,332350,9350,2026-11-23,0,42500,1275,6486775,61200,3822450,-27625,3557250,1904425,0.93
ATHERENERG,2026-09-29,0,4120875,228000,2026-10-27,0,221625,43875,2026-11-23,0,63000,-375,4405500,271500,6276375,67500,2733000,147000,0.44
AUBANK,2026-09-29,0,20329000,-187000,2026-10-27,0,2999000,66000,2026-11-23,0,630000,8000,23958000,-113000,10014000,94000,6642000,153000,0.66
AUROPHARMA,2026-09-29,0,11251900,3300,2026-10-27,0,182050,6050,2026-11-23,0,19250,0,11453200,9350,6276600,89650,2750550,158400,0.44
AXISBANK,2026-09-29,0,88145625,-729375,2026-10-27,0,2798750,58125,2026-11-23,0,2579375,31875,93523750,-639375,19837500,-581875,11673750,347500,0.59
BAJAJ-AUTO,2026-09-29,0,1605600,8550,2026-10-27,0,34800,5625,2026-11-23,0,11325,75,1651725,14250,1733025,22500,1256325,4650,0.72
BAJAJFINSV,2026-09-29,0,7327800,-42300,2026-10-27,0,726900,143100,2026-11-23,0,291600,3900,8346300,104700,6921300,100500,3489900,83700,0.5
BAJFINANCE,2026-09-29,0,57912750,-726750,2026-10-27,0,10745250,72000,2026-11-23,0,2999250,46500,71657250,-608250,21143250,616500,14902500,334500,0.7
BANDHANBNK,2026-09-29,0,109407600,-1767600,2026-10-27,0,14151600,-7200,2026-11-23,0,622800,7200,124182000,-1767600,31136400,-216000,20800800,-104400,0.67
BANKBARODA,2026-09-29,0,139104225,-956475,2026-10-27,0,10184850,216450,2026-11-23,0,1298700,26325,150587775,-713700,53211600,429975,43813575,418275,0.82
BANKINDIA,2026-09-29,0,74167600,249600,2026-10-27,0,4061200,36400,2026-11-23,0,660400,26000,78889200,312000,30934800,-1508000,32162000,218400,1.04
BANKNIFTY,2026-09-29,0,2143710,-52770,2026-10-27,0,313080,25980,2026-11-23,0,55440,2730,2512230,-24060,18950280,-814560,16740120,578010,0.88
BDL,2026-09-29,0,8024000,-336600,2026-10-27,0,1402925,109225,2026-11-23,0,184875,6800,9611800,-220575,12320750,-227800,6135300,592875,0.5
BEL,2026-09-29,0,95512050,-1898100,2026-10-27,0,12639750,333450,2026-11-23,0,5071575,108300,113223375,-1456350,65619825,1101525,35663475,520125,0.54
BHARATFORG,2026-09-29,0,8784000,228000,2026-10-27,0,253000,21000,2026-11-23,0,18500,0,9055500,249000,4078500,37000,2971000,179000,0.73
BHARTIARTL,2026-09-29,0,50560425,-715350,2026-10-27,0,11523025,38475,2026-11-23,0,2137500,6175,64220950,-670700,24538025,-636975,13404025,520125,0.55
BHEL,2026-09-29,0,76235250,-183750,2026-10-27,0,3780000,86625,2026-11-23,0,351750,23625,80367000,-73500,39923625,2241750,22367625,811125,0.56
BIOCON,2026-09-29,0,53872500,-982500,2026-10-27,0,2850000,205000,2026-11-23,0,257500,20000,56980000,-757500,38495000,1585000,17795000,310000,0.46
BLUESTARCO,2026-09-29,0,6080425,73775,2026-10-27,0,1675375,759525,2026-11-23,0,46475,325,7802275,833625,1663675,10075,1287975,-52325,0.77
BOSCHLTD,2026-09-29,0,185075,1075,2026-10-27,0,19225,650,2026-11-23,0,600,50,204900,1775,156175,12325,156325,8525,1.0
BPCL,2026-09-29,0,31005525,-136275,2026-10-27,0,4846650,19750,2026-11-23,0,84925,0,35937100,-116525,12845400,-300200,11135050,331800,0.87
BRITANNIA,2026-09-29,0,2220375,-14125,2026-10-27,0,42125,2375,2026-11-23,0,8875,-875,2271375,-12625,1507000,-5625,915500,4750,0.61
BSE,2026-09-29,0,11647800,306600,2026-10-27,0,1175600,89200,2026-11-23,0,114000,10400,12937400,406200,11704600,1036600,7578200,257000,0.65
CAMS,2026-09-29,0,9073350,19800,2026-10-27,0,457875,10725,2026-11-23,0,145200,3300,9676425,33825,6275775,54450,4184400,-56925,0.67
CANBK,2026-09-29,0,347901750,54000,2026-10-27,0,32852250,1255500,2026-11-23,0,1923750,54000,382677750,1363500,98354250,-1923750,70429500,3732750,0.72
CDSL,2026-09-29,0,11838900,-96900,2026-10-27,0,1633050,145825,2026-11-23,0,179550,7600,13651500,56525,10473750,439375,5843925,359100,0.56
CGPOWER,2026-09-29,0,16831700,4250,2026-10-27,0,706350,63750,2026-11-23,0,138550,1700,17676600,69700,8896950,232900,6569650,274550,0.74
