Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-05-26,0,2317000,-969500,2026-06-30,0,3211000,983000,2026-07-28,0,2500,0,5530500,13500,795000,-159000,820000,76000,1.03
ABB,2026-05-26,0,759625,-645125,2026-06-30,0,1911750,697625,2026-07-28,0,32625,4500,2704000,57000,1964250,-322625,1165750,19750,0.59
ABCAPITAL,2026-05-26,0,20181000,-17766100,2026-06-30,0,37686700,18643400,2026-07-28,0,1525200,-9300,59392900,868000,17515000,-2737300,13426100,-244900,0.77
ADANIENSOL,2026-05-26,0,8162100,-7121250,2026-06-30,0,13473000,6845175,2026-07-28,0,50625,4725,21685725,-271350,7057800,-1354050,3718575,-309825,0.53
ADANIENT,2026-05-26,0,8443425,-4860879,2026-06-30,0,10733733,4661574,2026-07-28,0,404481,61491,19581639,-137814,10720446,-653844,7810284,234222,0.73
ADANIGREEN,2026-05-26,0,11197200,-3898800,2026-06-30,0,11172600,3372000,2026-07-28,0,190800,22800,22560600,-504000,10526400,-1142400,7772400,72000,0.74
ADANIPORTS,2026-05-26,0,9417350,-6116575,2026-06-30,0,14038625,5396000,2026-07-28,0,1192725,700625,24648700,-19950,10078075,-339625,7582900,-617500,0.75
ADANIPOWER,2026-05-26,0,47470600,-14949050,2026-06-30,0,40903100,13195350,2026-07-28,0,6993500,642550,95367200,-1111150,44801000,-3812700,20700050,-1345450,0.46
ALKEM,2026-05-26,0,257750,-389000,2026-06-30,0,1025125,387625,2026-07-28,0,3375,625,1286250,-750,445000,-375,219500,-9000,0.49
AMBER,2026-05-26,0,1130000,-686400,2026-06-30,0,1763300,348800,2026-07-28,0,13300,1100,2906600,-336500,3701200,405700,1838200,-94000,0.5
AMBUJACEM,2026-05-26,0,21962850,-21360150,2026-06-30,0,48183450,20930700,2026-07-28,0,4317600,356400,74463900,-73050,19467000,-1654800,11667750,-794850,0.6
ANGELONE,2026-05-26,0,14512500,-6592500,2026-06-30,0,15975000,5717500,2026-07-28,0,340000,22500,30827500,-852500,22945000,-1255000,19530000,-182500,0.85
APLAPOLLO,2026-05-26,0,1718150,-1079050,2026-06-30,0,4047400,1009400,2026-07-28,0,39200,9800,5804750,-59850,1821750,-91700,1183350,-78050,0.65
APOLLOHOSP,2026-05-26,0,642500,-670375,2026-06-30,0,1376625,494625,2026-07-28,0,212375,112750,2231500,-63000,1556625,-205625,1635000,-130250,1.05
ASHOKLEY,2026-05-26,0,74245000,-46775000,2026-06-30,0,114835000,40465000,2026-07-28,0,3775000,730000,192855000,-5580000,114050000,-11865000,76430000,-355000,0.67
ASIANPAINT,2026-05-26,0,5579500,-2897500,2026-06-30,0,7182000,2976000,2026-07-28,0,170500,100250,12932000,178750,7467000,790000,4734000,227750,0.63
ASTRAL,2026-05-26,0,3111425,-2462450,2026-06-30,0,6599400,2064650,2026-07-28,0,160650,44625,9871475,-353175,3444200,-770100,2780350,100300,0.81
AUBANK,2026-05-26,0,11281000,-6529000,2026-06-30,0,15463000,6530000,2026-07-28,0,681000,31000,27425000,32000,8317000,-285000,6458000,333000,0.78
AUROPHARMA,2026-05-26,0,3912150,-3515600,2026-06-30,0,15136550,3432550,2026-07-28,0,49500,11000,19098200,-72050,5539600,324500,3464450,550,0.63
AXISBANK,2026-05-26,0,16165625,-19433750,2026-06-30,0,47513125,18297500,2026-07-28,0,8460000,131875,72138750,-1004375,19865625,-1925625,14021250,2202500,0.71
BAJAJ-AUTO,2026-05-26,0,1220250,-641100,2026-06-30,0,1525800,613425,2026-07-28,0,20400,3600,2766450,-24075,2006400,-64650,1586325,-88200,0.79
BAJAJFINSV,2026-05-26,0,3505750,-2239750,2026-06-30,0,6271000,2521250,2026-07-28,0,1762200,102000,11538950,383500,6661250,-111250,3574250,40000,0.54
BAJAJHLDNG,2026-05-26,0,155400,-66100,2026-06-30,0,148600,71000,2026-07-28,0,600,300,304600,5200,98750,-7700,53750,100,0.54
BAJFINANCE,2026-05-26,0,14322000,-21142500,2026-06-30,0,56259750,20335500,2026-07-28,0,1177500,91500,71759250,-715500,20207250,-1569000,14744250,-255750,0.73
BANDHANBNK,2026-05-26,0,35697600,-21114000,2026-06-30,0,61977600,23846400,2026-07-28,0,817200,75600,98492400,2808000,41144400,691200,25426800,216000,0.62
