Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-07-28,0,7510000,151000,2026-08-25,0,123000,80000,2026-09-29,0,0,0,7633000,231000,1056500,-36000,470500,48500,0.45
ABB,2026-07-28,0,2565500,109750,2026-08-25,0,80250,16500,2026-09-29,0,4125,1250,2649875,127500,806500,178750,464375,107875,0.58
ABCAPITAL,2026-07-28,0,36731900,-1143900,2026-08-25,0,641700,80600,2026-09-29,0,68200,55800,37441800,-1007500,12539500,-1329900,8236700,74400,0.66
ADANIENSOL,2026-07-28,0,20219625,629775,2026-08-25,0,118125,3375,2026-09-29,0,5400,2025,20343150,635175,3183975,445500,1723275,134325,0.54
ADANIENT,2026-07-28,0,17849694,570723,2026-08-25,0,300348,54384,2026-09-29,0,16686,-618,18166728,624489,6742071,1239399,4767252,595134,0.71
ADANIGREEN,2026-07-28,0,22346400,174000,2026-08-25,0,250800,23400,2026-09-29,0,27600,8400,22624800,205800,3915600,299400,3114000,134400,0.8
ADANIPORTS,2026-07-28,0,21129425,-271700,2026-08-25,0,1597900,16150,2026-09-29,0,40375,5225,22767700,-250325,7143525,469775,4500150,66025,0.63
ADANIPOWER,2026-07-28,0,129152550,205900,2026-08-25,0,6649150,99400,2026-09-29,0,188150,88750,135989850,394050,39905550,5850400,25187250,3237600,0.63
ALKEM,2026-07-28,0,1323250,135250,2026-08-25,0,10500,375,2026-09-29,0,125,0,1333875,135625,241125,57125,128875,17750,0.53
AMBER,2026-07-28,0,1857900,-7000,2026-08-25,0,16400,900,2026-09-29,0,500,500,1874800,-5600,807500,44100,486400,20200,0.6
AMBUJACEM,2026-07-28,0,85352400,-22800,2026-08-25,0,1785600,-98400,2026-09-29,0,34800,16800,87172800,-104400,13866000,1702800,8960400,990000,0.65
ANGELONE,2026-07-28,0,22567500,135000,2026-08-25,0,730000,15000,2026-09-29,0,85000,32500,23382500,182500,12472500,2080000,7710000,855000,0.62
APLAPOLLO,2026-07-28,0,5868100,47600,2026-08-25,0,94850,32200,2026-09-29,0,1400,350,5964350,80150,872200,113750,845950,37450,0.97
APOLLOHOSP,2026-07-28,0,2330750,31375,2026-08-25,0,24625,3625,2026-09-29,0,3375,2000,2358750,37000,782875,171500,862125,257750,1.1
ASHOKLEY,2026-07-28,0,164870000,-3140000,2026-08-25,0,5755000,130000,2026-09-29,0,570000,320000,171195000,-2690000,68540000,-1125000,51295000,1130000,0.75
ASIANPAINT,2026-07-28,0,8634000,32500,2026-08-25,0,105250,4000,2026-09-29,0,8750,2750,8748000,39250,2991500,494250,2235750,274750,0.75
ASTRAL,2026-07-28,0,6730300,280925,2026-08-25,0,320875,19975,2026-09-29,0,19975,12325,7071150,313225,3526225,36125,2242725,269875,0.64
AUBANK,2026-07-28,0,22514000,21000,2026-08-25,0,2821000,186000,2026-09-29,0,48000,21000,25383000,228000,4272000,551000,2987000,283000,0.7
AUROPHARMA,2026-07-28,0,12409100,133650,2026-08-25,0,41250,2750,2026-09-29,0,6600,6600,12456950,143000,2786300,726550,2478850,673200,0.89
AXISBANK,2026-07-28,0,61223750,541250,2026-08-25,0,1571250,606250,2026-09-29,0,143125,72500,62938125,1220000,10751250,1554375,7378125,1108750,0.69
BAJAJ-AUTO,2026-07-28,0,3251550,11925,2026-08-25,0,57975,6750,2026-09-29,0,2250,600,3311775,19275,1184250,133500,914325,32775,0.77
BAJAJFINSV,2026-07-28,0,14680200,-121500,2026-08-25,0,166800,8700,2026-09-29,0,15900,7200,14862900,-105600,3958500,442800,3748500,583200,0.95
BAJAJHLDNG,2026-07-28,0,282975,-3900,2026-08-25,0,3075,375,2026-09-29,0,75,0,286125,-3525,62175,25050,40275,10200,0.65
BAJFINANCE,2026-07-28,0,78075000,882000,2026-08-25,0,4352250,99000,2026-09-29,0,118500,46500,82545750,1027500,11379000,458250,10448250,1222500,0.92
BANDHANBNK,2026-07-28,0,100584000,691200,2026-08-25,0,7030800,262800,2026-09-29,0,144000,104400,107758800,1058400,30906000,2898000,18219600,2602800,0.59
BANKBARODA,2026-07-28,0,121630275,10158525,2026-08-25,0,12741300,3433950,2026-09-29,0,786825,482625,135158400,14075100,60810750,18673200,43047225,7590375,0.71
BANKINDIA,2026-07-28,0,94884400,2834000,2026-08-25,0,1939600,296400,2026-09-29,0,130000,20800,96954000,3151200,22750000,2995200,18257200,2875600,0.8
BANKNIFTY,2026-07-28,0,2220060,30990,2026-08-25,0,204450,23760,2026-09-29,0,24810,7740,2449320,62490,12968670,1172940,11580810,834030,0.89
BDL,2026-07-28,0,5535625,191675,2026-08-25,0,340000,39950,2026-09-29,0,27200,19125,5902825,250750,3493075,934150,1881050,223125,0.54
BEL,2026-07-28,0,109951575,-1283925,2026-08-25,0,8504400,2850,2026-09-29,0,228000,78375,118683975,-1202700,42550500,3501225,27340050,2492325,0.64
BHARATFORG,2026-07-28,0,8961000,-127500,2026-08-25,0,63500,11500,2026-09-29,0,7000,0,9031500,-116000,1889500,173500,1621000,129000,0.86
BHARTIARTL,2026-07-28,0,27949000,-516325,2026-08-25,0,29467575,69350,2026-09-29,0,54150,17100,57470725,-429875,9415450,263150,7143050,456475,0.76
BHEL,2026-07-28,0,79188375,5431125,2026-08-25,0,2522625,480375,2026-09-29,0,210000,57750,81921000,5969250,39566625,13678875,21273000,5777625,0.54
BIOCON,2026-07-28,0,43405000,2365000,2026-08-25,0,610000,30000,2026-09-29,0,120000,82500,44135000,2477500,13495000,-1217500,9040000,572500,0.67
BLUESTARCO,2026-07-28,0,3284450,67925,2026-08-25,0,63700,13325,2026-09-29,0,3250,2275,3351400,83525,869700,217100,630175,156325,0.72
BOSCHLTD,2026-07-28,0,240025,-4375,2026-08-25,0,8050,1475,2026-09-29,0,175,125,248250,-2775,87225,21800,78700,6950,0.9
BPCL,2026-07-28,0,45221575,-152075,2026-08-25,0,1609625,11850,2026-09-29,0,29625,17775,46860825,-122450,15094925,900600,9110675,341675,0.6
BRITANNIA,2026-07-28,0,2282750,-95000,2026-08-25,0,93875,6500,2026-09-29,0,3000,1000,2379625,-87500,607375,-6000,531000,13000,0.87
BSE,2026-07-28,0,7523200,108200,2026-08-25,0,302200,3200,2026-09-29,0,38000,4400,7863400,115800,5311200,636000,3855800,511800,0.73
CAMS,2026-07-28,0,6673425,122925,2026-08-25,0,197175,14025,2026-09-29,0,5775,2475,6876375,139425,3077250,512325,1560900,367950,0.51
CANBK,2026-07-28,0,341165250,2909250,2026-08-25,0,25974000,2335500,2026-09-29,0,904500,135000,368043750,5379750,88722000,6696000,68883750,4718250,0.78
CDSL,2026-07-28,0,8402750,-183350,2026-08-25,0,1187500,13300,2026-09-29,0,22325,7125,9612575,-162925,4527225,-265525,3607625,-100225,0.8
CGPOWER,2026-07-28,0,20458650,2045950,2026-08-25,0,1316650,310250,2026-09-29,0,92650,80750,21867950,2436950,11240400,5737500,5367750,2312000,0.48
CHOLAFIN,2026-07-28,0,14673750,50000,2026-08-25,0,76875,6250,2026-09-29,0,3125,2500,14753750,58750,2147500,153125,1861875,88750,0.87
CIPLA,2026-07-28,0,13893675,236725,2026-08-25,0,215900,115600,2026-09-29,0,16150,10200,14125725,362525,5550925,658750,3393200,259675,0.61
COALINDIA,2026-07-28,0,68914800,-571050,2026-08-25,0,2369250,365850,2026-09-29,0,98550,41850,71382600,-163350,25026300,556200,19877400,908550,0.79
COCHINSHIP,2026-07-28,0,4642000,117600,2026-08-25,0,160800,-7200,2026-09-29,0,24400,13200,4827200,123600,1754000,267600,1220000,52800,0.7
COFORGE,2026-07-28,0,18526900,-33250,2026-08-25,0,592325,-28975,2026-09-29,0,63175,14250,19182400,-47975,6208250,94050,3610000,189050,0.58
COLPAL,2026-07-28,0,4662350,-16500,2026-08-25,0,115225,-550,2026-09-29,0,3850,1650,4781425,-15400,1151150,34925,999900,17600,0.87
CONCOR,2026-07-28,0,21728750,-412500,2026-08-25,0,772500,92500,2026-09-29,0,26250,6250,22527500,-313750,5966250,2183750,3723750,633750,0.62
CROMPTON,2026-07-28,0,51292550,-107500,2026-08-25,0,750350,-6450,2026-09-29,0,15050,12900,52057950,-101050,6209200,774000,3515250,320350,0.57
CUMMINSIND,2026-07-28,0,4404400,114000,2026-08-25,0,54600,13000,2026-09-29,0,3600,600,4462600,127600,1017600,366400,605000,149800,0.59
DABUR,2026-07-28,0,31781250,358750,2026-08-25,0,742500,30000,2026-09-29,0,33750,7500,32557500,396250,11695000,1120000,7392500,402500,0.63
DELHIVERY,2026-07-28,0,28332050,-168075,2026-08-25,0,448200,41500,2026-09-29,0,33200,-2075,28813450,-128650,16054275,305025,8885150,427450,0.55
DIVISLAB,2026-07-28,0,3421300,87800,2026-08-25,0,41100,21200,2026-09-29,0,1600,1600,3464000,110600,775100,120400,594000,13800,0.77
DIXON,2026-07-28,0,2844750,22100,2026-08-25,0,90300,1450,2026-09-29,0,4050,750,2939100,24300,1308100,77650,968950,57450,0.74
DLF,2026-07-28,0,39420250,183350,2026-08-25,0,14081850,-71250,2026-09-29,0,22800,950,53524900,113050,9014550,361000,7349200,995600,0.82
DMART,2026-07-28,0,4267200,914700,2026-08-25,0,228300,132300,2026-09-29,0,34500,24750,4530000,1071750,2046600,960600,1399050,498150,0.68
DRREDDY,2026-07-28,0,13105625,-208750,2026-08-25,0,180000,16875,2026-09-29,0,17500,3125,13303125,-188750,9343750,1346875,4359375,158125,0.47
EICHERMOT,2026-07-28,0,3949700,-26000,2026-08-25,0,146200,1000,2026-09-29,0,3900,400,4099800,-24600,1758900,65800,1502800,34000,0.85
ETERNAL,2026-07-28,0,199662375,-3761175,2026-08-25,0,4311650,421950,2026-09-29,0,613525,160050,204587550,-3179175,49421500,7401100,36493825,3792700,0.74
FEDERALBNK,2026-07-28,0,86697500,502500,2026-08-25,0,6015000,1205000,2026-09-29,0,267500,155000,92980000,1862500,14905000,602500,13742500,137500,0.92
FINNIFTY,2026-07-28,0,23460,4020,2026-08-25,0,60,0,2026-09-29,0,0,0,23520,4020,141720,72360,72900,25020,0.51
FORCEMOT,2026-07-28,0,225000,8475,2026-08-25,0,9425,2550,2026-09-29,0,650,425,235075,11450,137700,38800,62525,12175,0.45
FORTIS,2026-07-28,0,11349100,420050,2026-08-25,0,72850,0,2026-09-29,0,775,0,11422725,420050,1911150,387500,1190400,114700,0.62
GAIL,2026-07-28,0,75263550,969150,2026-08-25,0,1551350,163300,2026-09-29,0,42600,28400,76857500,1160850,20877550,2449500,14700550,990450,0.7
GLENMARK,2026-07-28,0,11982000,-58500,2026-08-25,0,102750,5250,2026-09-29,0,750,0,12085500,-53250,1771125,214125,1116000,101625,0.63
GMRAIRPORT,2026-07-28,0,136486800,-1778625,2026-08-25,0,2204100,146475,2026-09-29,0,285975,76725,138976875,-1555425,56260350,3829275,25444800,920700,0.45
GODFRYPHLP,2026-07-28,0,1781725,-16775,2026-08-25,0,66000,8250,2026-09-29,0,550,0,1848275,-8525,262900,-2200,139975,36025,0.53
GODREJCP,2026-07-28,0,11587500,622000,2026-08-25,0,98000,3000,2026-09-29,0,4000,3000,11689500,628000,2158000,316000,1653500,443000,0.77
GODREJPROP,2026-07-28,0,8341125,-158275,2026-08-25,0,102375,4225,2026-09-29,0,5525,650,8449025,-153400,2210000,-3900,1672450,137475,0.76
GRASIM,2026-07-28,0,12859750,60000,2026-08-25,0,450250,10500,2026-09-29,0,5500,2750,13315500,73250,1181750,374500,830250,128000,0.7
GVT&D,2026-07-28,0,1499625,235250,2026-08-25,0,144750,16500,2026-09-29,0,3875,3625,1648250,255375,1101000,486625,514000,186875,0.47
HAL,2026-07-28,0,5332650,-46650,2026-08-25,0,407250,10800,2026-09-29,0,3750,1800,5743650,-34050,2064300,256500,1609800,58350,0.78
HAVELLS,2026-07-28,0,10201000,-64000,2026-08-25,0,850500,7000,2026-09-29,0,19500,3000,11071000,-54000,2089000,166500,1543000,86500,0.74
HCLTECH,2026-07-28,0,37948000,-4586000,2026-08-25,0,1212000,-194000,2026-09-29,0,108800,28800,39268800,-4751200,11489600,1611600,7521200,1039200,0.65
HDFCAMC,2026-07-28,0,5360400,-102900,2026-08-25,0,53400,900,2026-09-29,0,1200,0,5415000,-102000,842700,104100,768900,113400,0.91
HDFCBANK,2026-07-28,0,326141400,-2604550,2026-08-25,0,18109650,1212250,2026-09-29,0,1121250,230750,345372300,-1161550,62335650,1561950,40984450,2484950,0.66
HDFCLIFE,2026-07-28,0,37433000,-242000,2026-08-25,0,848100,110000,2026-09-29,0,74800,35200,38355900,-96800,13160400,1392600,9109100,1069200,0.69
HEROMOTOCO,2026-07-28,0,6346500,42150,2026-08-25,0,138450,150,2026-09-29,0,6150,1800,6491100,44100,4431000,136200,1955700,65250,0.44
