Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-08-25,0,4007500,-196000,2026-09-29,0,322500,17500,2026-10-27,0,12500,1500,4342500,-177000,2253500,-40000,1176000,-27500,0.52
ABB,2026-08-25,0,2101750,625,2026-09-29,0,106625,7875,2026-10-27,0,14000,375,2222375,8875,2159500,875,1194625,-9875,0.55
ABCAPITAL,2026-08-25,0,39949700,161200,2026-09-29,0,1506600,251100,2026-10-27,0,372000,15500,41828300,427800,23525900,-1996400,17828100,533200,0.76
ADANIENSOL,2026-08-25,0,19442025,-596700,2026-09-29,0,695250,286200,2026-10-27,0,32400,15525,20169675,-294975,7083450,517050,3200850,-141075,0.45
ADANIENT,2026-08-25,0,15615315,47277,2026-09-29,0,1038858,58092,2026-10-27,0,46968,5871,16701141,111240,5501436,268212,3638784,-174894,0.66
ADANIGREEN,2026-08-25,0,26473800,-223200,2026-09-29,0,725400,133200,2026-10-27,0,111000,33000,27310200,-57000,11546400,-176400,5530200,146400,0.48
ADANIPORTS,2026-08-25,0,18582475,-1083475,2026-09-29,0,4296375,640300,2026-10-27,0,202825,3800,23081675,-439375,15380025,244150,7758175,-264575,0.5
ADANIPOWER,2026-08-25,0,158603350,-667400,2026-09-29,0,15552550,2211650,2026-10-27,0,1292200,234300,175448100,1778550,70204800,6965100,33433900,3216300,0.48
ALKEM,2026-08-25,0,1448250,4250,2026-09-29,0,35125,5750,2026-10-27,0,5375,-125,1488750,9875,1539000,15000,660375,17625,0.43
AMBER,2026-08-25,0,1372000,62700,2026-09-29,0,110100,8500,2026-10-27,0,8100,1000,1490200,72200,2375600,252700,1385800,-48300,0.58
AMBUJACEM,2026-08-25,0,84903600,-284400,2026-09-29,0,4764000,756000,2026-10-27,0,318000,34800,89985600,506400,19020000,651600,10461600,169200,0.55
ANGELONE,2026-08-25,0,32352500,52500,2026-09-29,0,3210000,435000,2026-10-27,0,672500,25000,36235000,512500,31220000,-2015000,14830000,-1075000,0.48
APLAPOLLO,2026-08-25,0,7231000,11900,2026-09-29,0,831250,9800,2026-10-27,0,15050,350,8077300,22050,2242800,99400,1562400,215600,0.7
APOLLOHOSP,2026-08-25,0,2213250,-78500,2026-09-29,0,469875,6875,2026-10-27,0,39375,875,2722500,-70750,2464500,-63500,1799375,-138125,0.73
ASHOKLEY,2026-08-25,0,132620000,-6010000,2026-09-29,0,9340000,2625000,2026-10-27,0,1760000,140000,143720000,-3245000,123340000,-12105000,85820000,6605000,0.7
ASIANPAINT,2026-08-25,0,7414250,-21000,2026-09-29,0,1483750,19500,2026-10-27,0,31500,2250,8929500,750,5578500,-13500,3393250,-63750,0.61
ASTRAL,2026-08-25,0,6649125,8075,2026-09-29,0,1034450,79050,2026-10-27,0,80325,6375,7763900,93500,4024325,-216750,2641375,-506175,0.66
AUBANK,2026-08-25,0,20827000,-101000,2026-09-29,0,3139000,328000,2026-10-27,0,99000,22000,24065000,249000,7937000,-38000,5683000,100000,0.72
AUROPHARMA,2026-08-25,0,10129900,-66000,2026-09-29,0,350350,77550,2026-10-27,0,20350,2750,10500600,14300,4796550,307450,2989800,32450,0.62
AXISBANK,2026-08-25,0,81580625,280000,2026-09-29,0,14753125,1301875,2026-10-27,0,858750,21250,97192500,1603125,26858125,-390625,15422500,-246250,0.57
