Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-04-28,0,3963000,-669000,2026-05-26,0,2047500,892000,2026-06-30,0,32000,1000,6042500,224000,5435000,-862000,2275500,-431500,0.42
ABB,2026-04-28,0,1586750,-678750,2026-05-26,0,1000000,630750,2026-06-30,0,23875,250,2610625,-47750,1998625,-32375,1636000,-106625,0.82
ABCAPITAL,2026-04-28,0,28780400,-10211400,2026-05-26,0,12762700,10499700,2026-06-30,0,117800,3100,41660900,291400,13007600,-139500,10493500,-328600,0.81
ADANIENSOL,2026-04-28,0,11923200,-3865725,2026-05-26,0,9841500,3750975,2026-06-30,0,54000,12825,21818700,-101925,7618725,1891350,4922100,867375,0.65
ADANIENT,2026-04-28,0,12455172,-2558211,2026-05-26,0,6675327,3061572,2026-06-30,0,161607,23793,19292106,527154,8326932,798456,7291473,102897,0.88
ADANIGREEN,2026-04-28,0,11593800,-4009200,2026-05-26,0,10420200,4516800,2026-06-30,0,115200,3600,22129200,511200,12267600,2058600,8233200,723600,0.67
ADANIPORTS,2026-04-28,0,12168550,-3706425,2026-05-26,0,7777650,3857000,2026-06-30,0,249850,37525,20196050,188100,10317950,-107825,8778475,-330125,0.85
ADANIPOWER,2026-04-28,0,56498250,-11448750,2026-05-26,0,25797850,10852350,2026-06-30,0,798750,63900,83094850,-532500,40047550,2907450,31541750,-553800,0.79
ALKEM,2026-04-28,0,815500,-308625,2026-05-26,0,420750,372625,2026-06-30,0,375,125,1236625,64125,325000,-3250,225125,-22250,0.69
AMBER,2026-04-28,0,849500,-304200,2026-05-26,0,442600,234300,2026-06-30,0,11600,200,1303700,-69700,883400,-29700,686700,6900,0.78
AMBUJACEM,2026-04-28,0,28930650,-10443300,2026-05-26,0,31323600,10576650,2026-06-30,0,290850,79800,60545100,213150,10616550,796950,8897700,-193200,0.84
ANGELONE,2026-04-28,0,16175000,-6570000,2026-05-26,0,10725000,5087500,2026-06-30,0,445000,-25000,27345000,-1507500,29945000,-1012500,30617500,-4302500,1.02
