Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-05-26,0,5199000,-127500,2026-06-30,0,36500,1500,2026-07-28,0,1500,-500,5237000,-126500,970000,-19000,642500,14000,0.66
ABB,2026-05-26,0,2216250,30500,2026-06-30,0,212750,6375,2026-07-28,0,23625,625,2452625,37500,2852750,-45750,994750,13000,0.35
ABCAPITAL,2026-05-26,0,40662700,1122200,2026-06-30,0,1162500,58900,2026-07-28,0,136400,6200,41961600,1187300,20019800,1112900,11981500,186000,0.6
ADANIENSOL,2026-05-26,0,22194675,-286875,2026-06-30,0,290250,-2700,2026-07-28,0,20250,675,22505175,-288900,8914725,-598050,4758075,290250,0.53
ADANIENT,2026-05-26,0,19938225,137505,2026-06-30,0,645192,110313,2026-07-28,0,54384,1854,20637801,249672,7853853,-103206,5811672,193743,0.74
ADANIGREEN,2026-05-26,0,21996600,429000,2026-06-30,0,358200,36000,2026-07-28,0,49800,0,22404600,465000,9178200,56400,6924000,464400,0.75
ADANIPORTS,2026-05-26,0,20948450,9500,2026-06-30,0,1424050,41325,2026-07-28,0,79800,-3325,22452300,47500,9862425,-228475,7054700,229900,0.72
ADANIPOWER,2026-05-26,0,81713900,6148600,2026-06-30,0,4078950,220100,2026-07-28,0,426000,39050,86218850,6407750,41357500,1175050,23319950,113600,0.56
ALKEM,2026-05-26,0,1073875,-8375,2026-06-30,0,13625,1500,2026-07-28,0,1125,875,1088625,-6000,419000,78500,167000,13750,0.4
AMBER,2026-05-26,0,1542100,54300,2026-06-30,0,33900,3300,2026-07-28,0,3600,500,1579600,58100,1420700,73700,746200,64800,0.53
AMBUJACEM,2026-05-26,0,73015950,-1399650,2026-06-30,0,2530500,129150,2026-07-28,0,174000,8400,75720450,-1262100,20832000,411600,12687300,-349650,0.61
ANGELONE,2026-05-26,0,27180000,-287500,2026-06-30,0,1210000,120000,2026-07-28,0,300000,12500,28690000,-155000,24050000,1327500,12332500,380000,0.51
APLAPOLLO,2026-05-26,0,5286400,-2450,2026-06-30,0,551600,2450,2026-07-28,0,11200,0,5849200,0,2066750,4550,1251950,-34300,0.61
APOLLOHOSP,2026-05-26,0,1838250,73250,2026-06-30,0,210125,7375,2026-07-28,0,6875,750,2055250,81375,1138750,7875,788500,6750,0.69
ASHOKLEY,2026-05-26,0,138515000,7235000,2026-06-30,0,15185000,2470000,2026-07-28,0,2170000,285000,155870000,9990000,113115000,11565000,67970000,5845000,0.6
ASIANPAINT,2026-05-26,0,11526750,31000,2026-06-30,0,1424250,-4500,2026-07-28,0,36000,3500,12987000,30000,6425750,655500,4632000,777000,0.72
ASTRAL,2026-05-26,0,8223750,122825,2026-06-30,0,1201475,510425,2026-07-28,0,32725,2550,9457950,635800,2210850,48875,1198075,15725,0.54
AUBANK,2026-05-26,0,25880000,157000,2026-06-30,0,2009000,95000,2026-07-28,0,172000,69000,28061000,321000,8519000,366000,4781000,113000,0.56
AUROPHARMA,2026-05-26,0,18476700,60500,2026-06-30,0,210100,32450,2026-07-28,0,23100,550,18709900,93500,3731750,404800,2668600,161700,0.72
AXISBANK,2026-05-26,0,56825625,-626875,2026-06-30,0,10424375,310000,2026-07-28,0,2226875,123125,69476875,-193750,20120625,84375,11255000,-31250,0.56
BAJAJ-AUTO,2026-05-26,0,2375250,3000,2026-06-30,0,201225,9975,2026-07-28,0,12525,825,2589000,13800,2009100,40050,1579050,-20100,0.79
BAJAJFINSV,2026-05-26,0,9953000,-200000,2026-06-30,0,1197750,41750,2026-07-28,0,46200,9900,11196950,-148350,5255050,186500,3074250,144250,0.59
BAJAJHLDNG,2026-05-26,0,278500,1150,2026-06-30,0,16800,600,2026-07-28,0,300,0,295600,1750,132100,1350,61100,2600,0.46
BAJFINANCE,2026-05-26,0,58823250,1036500,2026-06-30,0,12510000,599250,2026-07-28,0,422250,46500,71755500,1682250,20121750,1035750,14846250,-4500,0.74
BANDHANBNK,2026-05-26,0,91573200,-1605600,2026-06-30,0,3452400,367200,2026-07-28,0,464400,46800,95490000,-1191600,41414400,432000,26294400,32400,0.63
BANKBARODA,2026-05-26,0,107204175,-2056275,2026-06-30,0,13358475,751725,2026-07-28,0,813150,245700,121375800,-1058850,46849725,-386100,34260525,1266525,0.73
BANKINDIA,2026-05-26,0,64152400,473200,2026-06-30,0,2984800,405600,2026-07-28,0,410800,-5200,67548000,873600,32463600,1892800,20030400,83200,0.62
BANKNIFTY,2026-05-26,0,2332680,7320,2026-06-30,0,423180,22650,2026-07-28,0,61080,2250,2816940,32220,19860510,475980,14817600,514620,0.75
BDL,2026-05-26,0,3218950,-105700,2026-06-30,0,508200,89250,2026-07-28,0,47600,6375,3774750,-10075,3108775,19950,1813350,-6650,0.58
