Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-07-28,0,310500,-583000,2026-08-25,0,4328500,555000,2026-09-29,0,17000,500,4656000,-27500,2343000,-113000,1402000,87500,0.6
ABB,2026-07-28,0,437000,-231625,2026-08-25,0,2045250,132875,2026-09-29,0,36000,6125,2518250,-92625,1549125,-530625,1060750,-201000,0.68
ABCAPITAL,2026-07-28,0,1385700,-3484400,2026-08-25,0,33306400,2709400,2026-09-29,0,468100,93000,35160200,-682000,13292800,607600,10388100,-809100,0.78
ADANIENSOL,2026-07-28,0,969300,-2807325,2026-08-25,0,19808550,2684475,2026-09-29,0,68175,0,20846025,-122850,7005825,-479925,3528225,266625,0.5
ADANIENT,2026-07-28,0,1048746,-1938357,2026-08-25,0,16516050,2191119,2026-09-29,0,492237,15141,18057033,267903,6534114,-243801,4877565,531171,0.75
ADANIGREEN,2026-07-28,0,1429200,-4038600,2026-08-25,0,26102400,3975000,2026-09-29,0,253200,17400,27784800,-46200,11473200,-1096800,6988800,-43200,0.61
ADANIPORTS,2026-07-28,0,791825,-1601225,2026-08-25,0,19379525,2189275,2026-09-29,0,2171700,13300,22343050,601350,6620075,-133475,4778025,105925,0.72
ADANIPOWER,2026-07-28,0,10039400,-26752800,2026-08-25,0,152202700,25020400,2026-09-29,0,8239550,646100,170481650,-1086300,56246200,-7955550,39532800,-1341900,0.7
ALKEM,2026-07-28,0,171500,-70125,2026-08-25,0,1360125,36125,2026-09-29,0,4250,125,1535875,-33875,245125,-52625,122750,-9375,0.5
AMBER,2026-07-28,0,170700,-233400,2026-08-25,0,1335500,240900,2026-09-29,0,12600,2500,1518800,10000,1127600,-164000,966400,-281600,0.86
AMBUJACEM,2026-07-28,0,3222000,-8700000,2026-08-25,0,80029200,10996800,2026-09-29,0,2382000,206400,85633200,2503200,18372000,2877600,10813200,1852800,0.59
ANGELONE,2026-07-28,0,3272500,-4680000,2026-08-25,0,26402500,4037500,2026-09-29,0,885000,130000,30560000,-512500,28210000,297500,14987500,317500,0.53
APLAPOLLO,2026-07-28,0,642600,-609700,2026-08-25,0,4391800,534450,2026-09-29,0,603400,146300,5637800,71050,1200500,-14000,1215900,98700,1.01
