Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-07-28,0,4536500,-377000,2026-08-25,0,788500,59000,2026-09-29,0,9000,-500,5334000,-318500,2962000,114000,1870000,-313000,0.63
ABB,2026-07-28,0,2316875,-66000,2026-08-25,0,658125,122875,2026-09-29,0,23125,2000,2998125,58875,2126375,-78250,1467625,-123125,0.69
ABCAPITAL,2026-07-28,0,34010100,-2213400,2026-08-25,0,3627000,1472500,2026-09-29,0,269700,-40300,37906800,-781200,16746200,1289600,10521400,-176700,0.63
ADANIENSOL,2026-07-28,0,19437300,134325,2026-08-25,0,928125,327375,2026-09-29,0,43200,6750,20408625,468450,8548200,159975,3792825,98550,0.44
ADANIENT,2026-07-28,0,15404268,-735729,2026-08-25,0,1926306,660951,2026-09-29,0,409425,6180,17739999,-68598,7339986,-478023,4866441,-290769,0.66
ADANIGREEN,2026-07-28,0,20508600,-2434200,2026-08-25,0,4498200,2942400,2026-09-29,0,154200,41400,25161000,549600,11271000,3150000,6642600,930600,0.59
ADANIPORTS,2026-07-28,0,16611225,-435100,2026-08-25,0,3001050,430350,2026-09-29,0,945250,9500,20557525,4750,7284600,-114475,4574725,-245100,0.63
ADANIPOWER,2026-07-28,0,140633250,-2215200,2026-08-25,0,26312600,6354500,2026-09-29,0,6613650,2193900,173559500,6333200,86012950,17341750,50484550,6816000,0.59
ALKEM,2026-07-28,0,1500375,-58375,2026-08-25,0,98000,48000,2026-09-29,0,1500,500,1599875,-9875,426750,-22875,190000,8500,0.45
AMBER,2026-07-28,0,1282200,6900,2026-08-25,0,155200,59200,2026-09-29,0,3900,400,1441300,66500,1476400,127600,1346300,259000,0.91
AMBUJACEM,2026-07-28,0,71700000,-2895600,2026-08-25,0,11047200,3238800,2026-09-29,0,997200,78000,83744400,421200,17047200,-153600,9384000,213600,0.55
ANGELONE,2026-07-28,0,24882500,-2147500,2026-08-25,0,5022500,1657500,2026-09-29,0,547500,37500,30452500,-452500,33457500,-717500,16105000,940000,0.48
APLAPOLLO,2026-07-28,0,5602800,-103250,2026-08-25,0,171150,29050,2026-09-29,0,8400,2450,5782350,-71750,1319500,-133000,1107750,-52150,0.84
APOLLOHOSP,2026-07-28,0,1897500,-97375,2026-08-25,0,332750,79375,2026-09-29,0,140250,3250,2370500,-14750,1161625,-7000,1089875,20500,0.94
ASHOKLEY,2026-07-28,0,141050000,-4965000,2026-08-25,0,21185000,4825000,2026-09-29,0,2165000,215000,164400000,75000,96580000,-1000000,67740000,-590000,0.7
ASIANPAINT,2026-07-28,0,6750750,-281000,2026-08-25,0,965500,220500,2026-09-29,0,1055750,2250,8772000,-58250,4414250,-11250,3827000,21750,0.87
