Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-06-30,0,6072500,100000,2026-07-28,0,126000,34000,2026-08-25,0,10000,-1000,6208500,133000,1978500,-101500,1420000,-29500,0.72
ABB,2026-06-30,0,2249625,5000,2026-07-28,0,286875,39250,2026-08-25,0,17750,1750,2554250,46000,1305250,36625,813250,-500,0.62
ABCAPITAL,2026-06-30,0,41341600,-2114200,2026-07-28,0,3096900,536300,2026-08-25,0,248000,31000,44686500,-1546900,17146100,1174900,12700700,328600,0.74
ADANIENSOL,2026-06-30,0,20343825,208575,2026-07-28,0,458325,66825,2026-08-25,0,56025,4050,20858175,279450,7125300,317925,3547800,120825,0.5
ADANIENT,2026-06-30,0,18716748,-20703,2026-07-28,0,1157823,93009,2026-08-25,0,60564,5253,19935135,77559,9196149,109386,6165786,-227115,0.67
ADANIGREEN,2026-06-30,0,21231000,-250800,2026-07-28,0,793200,57600,2026-08-25,0,88200,-600,22112400,-193800,8749200,-462000,6109800,-241200,0.7
ADANIPORTS,2026-06-30,0,20875775,-25650,2026-07-28,0,2353150,580925,2026-08-25,0,239400,17575,23468325,572850,8189475,298775,5106250,89300,0.62
ADANIPOWER,2026-06-30,0,118541600,-2215200,2026-07-28,0,16993850,2634100,2026-08-25,0,1352550,31950,136888000,450850,70037950,2225850,38769550,-2548900,0.55
ALKEM,2026-06-30,0,1327750,26500,2026-07-28,0,18500,1875,2026-08-25,0,3000,125,1349250,28500,714250,-2250,363375,-25875,0.51
AMBER,2026-06-30,0,2419400,-26100,2026-07-28,0,262700,80500,2026-08-25,0,3600,2100,2685700,56500,2151800,274700,1452000,49000,0.67
AMBUJACEM,2026-06-30,0,72980250,298200,2026-07-28,0,7713600,594000,2026-08-25,0,482400,51600,81176250,943800,23474400,1816050,11251800,129000,0.48
ANGELONE,2026-06-30,0,25222500,490000,2026-07-28,0,1962500,182500,2026-08-25,0,307500,47500,27492500,720000,28157500,4137500,17200000,1217500,0.61
APLAPOLLO,2026-06-30,0,5765900,7000,2026-07-28,0,175350,0,2026-08-25,0,24850,-350,5966100,6650,1368850,-19250,1148700,-61600,0.84
APOLLOHOSP,2026-06-30,0,2089000,12750,2026-07-28,0,306125,14125,2026-08-25,0,8500,0,2403625,26875,1447750,-70875,1247375,-52625,0.86
ASHOKLEY,2026-06-30,0,169935000,530000,2026-07-28,0,18560000,1725000,2026-08-25,0,3275000,155000,191770000,2410000,154360000,-1990000,106880000,-2170000,0.69
ASIANPAINT,2026-06-30,0,9605500,-53500,2026-07-28,0,440750,66000,2026-08-25,0,36000,500,10082250,13000,8733500,-179000,3319500,-20250,0.38
ASTRAL,2026-06-30,0,5403450,-79900,2026-07-28,0,463250,67150,2026-08-25,0,29325,2550,5896025,-10200,2753150,194225,1327700,32725,0.48
AUBANK,2026-06-30,0,25037000,-201000,2026-07-28,0,1436000,170000,2026-08-25,0,216000,53000,26689000,22000,7117000,164000,4355000,-389000,0.61
AUROPHARMA,2026-06-30,0,16819550,-207900,2026-07-28,0,414700,102850,2026-08-25,0,17050,3850,17251300,-101200,4919750,-913550,3113000,191950,0.63
AXISBANK,2026-06-30,0,54523750,-122500,2026-07-28,0,10824375,1166250,2026-08-25,0,405000,64375,65753125,1108125,24548750,-240625,18249375,-352500,0.74
