Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-05-26,0,5059500,-41000,2026-06-30,0,107500,60000,2026-07-28,0,3500,500,5170500,19500,927500,-13000,634500,-30500,0.68
ABB,2026-05-26,0,2180875,-38125,2026-06-30,0,338500,28750,2026-07-28,0,26750,2000,2546125,-7375,2389000,-33875,995375,-19375,0.42
ABCAPITAL,2026-05-26,0,47151000,964100,2026-06-30,0,2659800,1063300,2026-07-28,0,124000,-3100,49934800,2024300,21045900,-595200,15090800,244900,0.72
ADANIENSOL,2026-05-26,0,20640150,-406350,2026-06-30,0,554175,47250,2026-07-28,0,32400,4725,21226725,-354375,8152650,-265275,4085775,-153225,0.5
ADANIENT,2026-05-26,0,17773062,-616764,2026-06-30,0,1560759,317343,2026-07-28,0,316725,255234,19650546,-44187,12566721,54384,7968183,55929,0.63
ADANIGREEN,2026-05-26,0,22082400,-783000,2026-06-30,0,1289400,333600,2026-07-28,0,124800,26400,23496600,-423000,12160800,-550800,8221800,162600,0.68
ADANIPORTS,2026-05-26,0,21688975,-130625,2026-06-30,0,2312775,268850,2026-07-28,0,121600,5225,24123350,143450,11240875,575225,8010875,-400425,0.71
ADANIPOWER,2026-05-26,0,86272100,-1313500,2026-06-30,0,9173200,2609250,2026-07-28,0,859100,10650,96304400,1306400,55639150,5168800,24296200,-81650,0.44
ALKEM,2026-05-26,0,1124125,-21250,2026-06-30,0,65500,38375,2026-07-28,0,1625,250,1191250,17375,448250,28500,211500,33250,0.47
AMBER,2026-05-26,0,2343400,315300,2026-06-30,0,518900,179200,2026-07-28,0,11200,2100,2873500,496600,3169600,141800,1707000,-3600,0.54
AMBUJACEM,2026-05-26,0,67616850,-3518550,2026-06-30,0,5653200,2148300,2026-07-28,0,2383200,2149200,75653250,778950,21200550,109200,12598050,194250,0.59
ANGELONE,2026-05-26,0,27210000,-952500,2026-06-30,0,2127500,350000,2026-07-28,0,272500,-35000,29610000,-637500,26132500,3050000,17295000,5762500,0.66
APLAPOLLO,2026-05-26,0,5132050,-53900,2026-06-30,0,606200,34300,2026-07-28,0,14000,350,5752250,-19250,1923600,67550,1215550,-17150,0.63
APOLLOHOSP,2026-05-26,0,1683000,-41750,2026-06-30,0,319250,60125,2026-07-28,0,48250,250,2050500,18625,1364500,64500,839875,22250,0.62
ASHOKLEY,2026-05-26,0,155555000,4545000,2026-06-30,0,25480000,4455000,2026-07-28,0,2915000,195000,183950000,9195000,127235000,2925000,77915000,875000,0.61
ASIANPAINT,2026-05-26,0,10961500,-165750,2026-06-30,0,1613500,39750,2026-07-28,0,46250,1750,12621250,-124250,7447000,322750,4568500,-83250,0.61
ASTRAL,2026-05-26,0,8419250,323000,2026-06-30,0,2081225,633675,2026-07-28,0,115600,70125,10616075,1026800,5312500,2070600,3278875,1299225,0.62
AUBANK,2026-05-26,0,23843000,-582000,2026-06-30,0,2760000,217000,2026-07-28,0,199000,4000,26802000,-361000,8701000,57000,5821000,-34000,0.67
AUROPHARMA,2026-05-26,0,12362900,-2266550,2026-06-30,0,6554900,2143350,2026-07-28,0,28050,-550,18945850,-123750,3849450,123750,3157000,486750,0.82
AXISBANK,2026-05-26,0,50918125,-3136875,2026-06-30,0,14795625,2218750,2026-07-28,0,7613125,3965000,73326875,3046875,23840625,1264375,11895000,750625,0.5
BAJAJ-AUTO,2026-05-26,0,2304600,-13650,2026-06-30,0,262350,17925,2026-07-28,0,15075,1125,2582025,5400,1883475,-28125,1482375,-45000,0.79
BAJAJFINSV,2026-05-26,0,8950500,-419250,2026-06-30,0,1578500,125250,2026-07-28,0,441000,382800,10970000,88800,6794050,39750,3473500,12500,0.51
BAJAJHLDNG,2026-05-26,0,279050,-600,2026-06-30,0,23050,3100,2026-07-28,0,375,0,302475,2500,114600,-3100,55150,-6150,0.48
BAJFINANCE,2026-05-26,0,57476250,271500,2026-06-30,0,14655750,526500,2026-07-28,0,452250,21000,72584250,819000,22433250,195000,15327000,-126000,0.68
BANDHANBNK,2026-05-26,0,86004000,-3603600,2026-06-30,0,9187200,3445200,2026-07-28,0,630000,72000,95821200,-86400,39596400,-1627200,25444800,75600,0.64
BANKBARODA,2026-05-26,0,98674875,-2319525,2026-06-30,0,19211400,1816425,2026-07-28,0,1085175,58500,118971450,-444600,48145500,1325025,36296325,447525,0.75
