Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-07-28,0,5821000,-17500,2026-08-25,0,140500,7000,2026-09-29,0,1000,500,5962500,-10000,1745000,128000,934000,-1000,0.54
ABB,2026-07-28,0,2678500,-59250,2026-08-25,0,315750,28875,2026-09-29,0,12250,1625,3006500,-28750,1180625,-26750,789250,55875,0.67
ABCAPITAL,2026-07-28,0,38508200,189100,2026-08-25,0,889700,27900,2026-09-29,0,182900,18600,39580800,235600,13754700,830800,10347800,251100,0.75
ADANIENSOL,2026-07-28,0,19061325,-30375,2026-08-25,0,168075,-2700,2026-09-29,0,18225,-1350,19247625,-34425,6226200,145125,2945025,155925,0.47
ADANIENT,2026-07-28,0,16969971,-144921,2026-08-25,0,763230,9270,2026-09-29,0,340518,4944,18073719,-130707,7747248,111549,5392668,239475,0.7
ADANIGREEN,2026-07-28,0,21558600,-430800,2026-08-25,0,367200,45600,2026-09-29,0,60000,1200,21985800,-384000,6391800,168600,4878600,406800,0.76
ADANIPORTS,2026-07-28,0,18952025,-432250,2026-08-25,0,2005450,19475,2026-09-29,0,76475,4750,21033950,-408025,7187225,153900,4508225,112100,0.63
ADANIPOWER,2026-07-28,0,142905250,-4909650,2026-08-25,0,9915150,710000,2026-09-29,0,500550,-81650,153320950,-4281300,63900000,-2169050,39021600,1980900,0.61
ALKEM,2026-07-28,0,1550500,127000,2026-08-25,0,15250,1750,2026-09-29,0,750,-125,1566500,128625,358750,-34375,158750,625,0.44
AMBER,2026-07-28,0,1331200,-34900,2026-08-25,0,25100,100,2026-09-29,0,2700,300,1359000,-34500,960600,-37300,719700,87400,0.75
AMBUJACEM,2026-07-28,0,82428000,-636000,2026-08-25,0,2143200,112800,2026-09-29,0,105600,13200,84676800,-510000,13438800,-183600,8793600,219600,0.65
ANGELONE,2026-07-28,0,24492500,-560000,2026-08-25,0,1447500,120000,2026-09-29,0,370000,42500,26310000,-397500,19920000,2185000,11547500,1087500,0.58
APLAPOLLO,2026-07-28,0,5750500,58800,2026-08-25,0,105000,3500,2026-09-29,0,5600,350,5861100,62650,1467200,3500,1056650,-42700,0.72
APOLLOHOSP,2026-07-28,0,2189875,-172750,2026-08-25,0,65000,1500,2026-09-29,0,136875,128000,2391750,-43250,1006625,-6500,968750,125750,0.96
ASHOKLEY,2026-07-28,0,145405000,815000,2026-08-25,0,9890000,2075000,2026-09-29,0,1645000,420000,156940000,3310000,96120000,6965000,64175000,1885000,0.67
ASIANPAINT,2026-07-28,0,7339750,-105250,2026-08-25,0,566000,1500,2026-09-29,0,1047000,2500,8952750,-101250,4124500,94750,3268500,74750,0.79
ASTRAL,2026-07-28,0,7384800,-123675,2026-08-25,0,868275,113475,2026-09-29,0,86700,-2975,8339775,-13175,4387700,-233750,3169650,436050,0.72
AUBANK,2026-07-28,0,22159000,-58000,2026-08-25,0,3698000,142000,2026-09-29,0,157000,58000,26014000,142000,6500000,464000,4663000,182000,0.72
AUROPHARMA,2026-07-28,0,11393800,-229350,2026-08-25,0,127050,9350,2026-09-29,0,17050,1650,11537900,-218350,4265800,-96800,2654850,-13200,0.62
AXISBANK,2026-07-28,0,62336250,211875,2026-08-25,0,4050625,177500,2026-09-29,0,2298125,14375,68685000,403750,19815000,400000,11811250,320625,0.6
BAJAJ-AUTO,2026-07-28,0,2791875,67425,2026-08-25,0,53100,2100,2026-09-29,0,6675,1275,2851650,70800,1330650,103725,1019100,-56475,0.77
BAJAJFINSV,2026-07-28,0,11084100,-493800,2026-08-25,0,266700,20100,2026-09-29,0,1229700,1800,12580500,-471900,6112800,1353000,4392900,29100,0.72
BAJAJHLDNG,2026-07-28,0,305775,14250,2026-08-25,0,8850,975,2026-09-29,0,675,0,315300,15225,115650,9525,60225,1275,0.52
BAJFINANCE,2026-07-28,0,68257500,-2482500,2026-08-25,0,6641250,129750,2026-09-29,0,8081250,24750,82980000,-2328000,15520500,451500,13692750,-174000,0.88
BANDHANBNK,2026-07-28,0,96516000,-1540800,2026-08-25,0,8521200,291600,2026-09-29,0,349200,72000,105386400,-1177200,36514800,-558000,24602400,-1983600,0.67
BANKBARODA,2026-07-28,0,120627000,-783900,2026-08-25,0,17778150,520650,2026-09-29,0,1561950,219375,139967100,-43875,75813075,1953900,53527500,628875,0.71
BANKINDIA,2026-07-28,0,96397600,-1206400,2026-08-25,0,2922400,-145600,2026-09-29,0,452400,119600,99772400,-1232400,39052000,2173600,29499600,-572000,0.76
BANKNIFTY,2026-07-28,0,2056620,-1020,2026-08-25,0,338160,10260,2026-09-29,0,64320,9810,2459100,19050,16788840,1545360,15229290,-285750,0.91
BDL,2026-07-28,0,7508900,152575,2026-08-25,0,1915475,229075,2026-09-29,0,183175,32300,9607550,413950,8087750,795175,3562350,214200,0.44
BEL,2026-07-28,0,97833375,-846450,2026-08-25,0,10636200,450300,2026-09-29,0,9094350,193800,117563925,-202350,53979000,1169925,32963100,2077650,0.61
BHARATFORG,2026-07-28,0,8164500,-98000,2026-08-25,0,108500,6500,2026-09-29,0,9000,1500,8282000,-90000,2598000,97500,1738000,4500,0.67
BHARTIARTL,2026-07-28,0,31469225,844075,2026-08-25,0,31184225,-153425,2026-09-29,0,114000,-13300,62767450,677350,20226450,653125,10326500,866875,0.51
