Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-06-30,0,6124000,51500,2026-07-28,0,144000,18000,2026-08-25,0,10500,500,6278500,70000,2030500,52000,1319000,-101000,0.65
ABB,2026-06-30,0,2239250,-10375,2026-07-28,0,372000,85125,2026-08-25,0,18875,1125,2630125,75875,1368250,63000,817000,3750,0.6
ABCAPITAL,2026-06-30,0,37060500,-4281100,2026-07-28,0,4113700,1016800,2026-08-25,0,297600,49600,41471800,-3214700,19254100,2108000,18358200,5657500,0.95
ADANIENSOL,2026-06-30,0,20293200,-50625,2026-07-28,0,616275,157950,2026-08-25,0,58725,2700,20968200,110025,7038225,-87075,3463425,-84375,0.49
ADANIENT,2026-06-30,0,18184341,-532407,2026-07-28,0,1688376,530553,2026-08-25,0,71070,10506,19943787,8652,9214380,18231,6330792,165006,0.69
ADANIGREEN,2026-06-30,0,21321000,90000,2026-07-28,0,1006200,213000,2026-08-25,0,86400,-1800,22413600,301200,9085200,336000,6672000,562200,0.73
ADANIPORTS,2026-06-30,0,20601225,-274550,2026-07-28,0,2561675,208525,2026-08-25,0,327750,88350,23490650,22325,8841650,652175,5315725,209475,0.6
ADANIPOWER,2026-06-30,0,119301300,759700,2026-07-28,0,19745100,2751250,2026-08-25,0,1398700,46150,140445100,3557100,70680500,642550,38542350,-227200,0.55
ALKEM,2026-06-30,0,1319500,-8250,2026-07-28,0,25500,7000,2026-08-25,0,3000,0,1348000,-1250,691375,-22875,345625,-17750,0.5
AMBER,2026-06-30,0,2317500,-101900,2026-07-28,0,237200,-25500,2026-08-25,0,3400,-200,2558100,-127600,2040000,-111800,1404600,-47400,0.69
AMBUJACEM,2026-06-30,0,70063350,-2916900,2026-07-28,0,11710800,3997200,2026-08-25,0,502800,20400,82276950,1100700,24335850,861450,11611800,360000,0.48
ANGELONE,2026-06-30,0,24675000,-547500,2026-07-28,0,2707500,745000,2026-08-25,0,322500,15000,27705000,212500,27780000,-377500,15992500,-1207500,0.58
APLAPOLLO,2026-06-30,0,5698350,-67550,2026-07-28,0,179900,4550,2026-08-25,0,25200,350,5903450,-62650,1471400,102550,1109850,-38850,0.75
APOLLOHOSP,2026-06-30,0,2073000,-16000,2026-07-28,0,375625,69500,2026-08-25,0,8500,0,2457125,53500,1524250,76500,1308125,60750,0.86
ASHOKLEY,2026-06-30,0,168610000,-1325000,2026-07-28,0,21095000,2535000,2026-08-25,0,3495000,220000,193200000,1430000,154585000,225000,105630000,-1250000,0.68
ASIANPAINT,2026-06-30,0,9697250,91750,2026-07-28,0,620000,179250,2026-08-25,0,47000,11000,10364250,282000,9213750,480250,3409000,89500,0.37
ASTRAL,2026-06-30,0,5409825,6375,2026-07-28,0,530400,67150,2026-08-25,0,29325,0,5969550,73525,2736575,-16575,1391875,64175,0.51
AUBANK,2026-06-30,0,24315000,-722000,2026-07-28,0,1769000,333000,2026-08-25,0,257000,41000,26341000,-348000,7020000,-97000,4509000,154000,0.64
AUROPHARMA,2026-06-30,0,13081200,-3738350,2026-07-28,0,3895650,3480950,2026-08-25,0,20350,3300,16997200,-254100,5203000,283250,3196050,83050,0.61
AXISBANK,2026-06-30,0,54050625,-473125,2026-07-28,0,11123125,298750,2026-08-25,0,493750,88750,65667500,-85625,25720000,1171250,18027500,-221875,0.7
