SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 24-Aug-2026,1199.0,1202.0,1215.2,1189.8,1189.8,1189.8,1205.26,712864,8591.86,55743,434850, 61.00,-0.77
ABB,EQ, 24-Aug-2026,7424.0,7460.0,7566.5,7429.5,7504.0,7504.0,7512.49,118675,8915.45,17300,37866, 31.91,1.08
ABCAPITAL,EQ, 24-Aug-2026,413.0,410.55,415.75,408.05,412.9,412.9,412.01,2111216,8698.33,36579,796148, 37.71,-0.02
ADANIENSOL,EQ, 24-Aug-2026,1541.9,1543.9,1562.0,1527.0,1555.1,1555.1,1553.56,1718421,26696.67,73350,1067915, 62.15,0.86
ADANIENT,EQ, 24-Aug-2026,2997.0,3010.0,3019.8,2971.5,2998.6,2998.6,2993.01,832518,24917.37,62966,415479, 49.91,0.05
ADANIGREEN,EQ, 24-Aug-2026,1320.0,1319.9,1319.9,1298.1,1308.0,1308.0,1306.97,692549,9051.44,23860,234699, 33.89,-0.91
ADANIPORTS,EQ, 24-Aug-2026,1700.0,1700.0,1700.0,1672.1,1672.1,1672.1,1681.4,1061245,17843.72,49168,620572, 58.48,-1.64
ADANIPOWER,EQ, 24-Aug-2026,205.5,205.2,205.6,202.57,203.7,203.7,203.52,9498733,19332.16,55607,4212862, 44.35,-0.88
ALKEM,EQ, 24-Aug-2026,5400.0,5400.0,5400.0,5315.0,5350.0,5350.0,5348.38,46339,2478.39,9516,26045, 56.21,-0.93
AMBER,EQ, 24-Aug-2026,7350.0,7435.0,7469.0,7280.0,7378.0,7378.0,7376.74,473119,34900.78,40972,234550, 49.58,0.38
AMBUJACEM,EQ, 24-Aug-2026,414.5,414.5,415.3,406.7,408.75,408.75,409.24,2180550,8923.6,24492,1161660, 53.27,-1.39
ANGELONE,EQ, 24-Aug-2026,287.8,288.0,294.5,284.4,286.0,286.0,289.66,5285948,15311.18,41811,2528277, 47.83,-0.63
APLAPOLLO,EQ, 24-Aug-2026,2139.0,2149.8,2172.8,2131.8,2145.0,2145.0,2149.42,246979,5308.6,19274,119574, 48.41,0.28
APOLLOHOSP,EQ, 24-Aug-2026,8693.0,8680.0,8702.0,8591.5,8702.0,8702.0,8653.72,291970,25266.26,20109,184991, 63.36,0.1
ASHOKLEY,EQ, 24-Aug-2026,173.0,173.0,173.66,171.65,173.29,173.29,172.46,8972453,15473.47,38043,4914046, 54.77,0.17
ASIANPAINT,EQ, 24-Aug-2026,2640.0,2640.4,2642.7,2622.0,2640.8,2640.8,2629.74,355289,9343.18,28868,215532, 60.66,0.03
ASTRAL,EQ, 24-Aug-2026,1528.5,1525.0,1547.6,1521.0,1532.8,1532.8,1534.45,308892,4739.79,16919,132981, 43.05,0.28
AUBANK,EQ, 24-Aug-2026,1108.2,1109.0,1114.2,1100.7,1114.0,1114.0,1108.46,1606553,17807.97,33410,998722, 62.17,0.52
AUROPHARMA,EQ, 24-Aug-2026,1621.3,1613.6,1637.9,1604.6,1608.0,1608.0,1620.68,969437,15711.48,39284,500274, 51.60,-0.82
AXISBANK,EQ, 24-Aug-2026,1245.8,1245.8,1248.7,1231.8,1236.0,1236.0,1235.96,3778588,46702.02,104193,2684617, 71.05,-0.79
BAJAJ-AUTO,EQ, 24-Aug-2026,11700.0,11735.0,11838.0,11711.0,11800.0,11800.0,11795.84,221901,26175.08,25357,123939, 55.85,0.85
BAJAJFINSV,EQ, 24-Aug-2026,2032.5,2020.0,2028.6,1995.3,2001.7,2001.7,2010.22,464012,9327.66,40826,236484, 50.97,-1.52
BAJAJHLDNG,EQ, 24-Aug-2026,11320.0,11250.0,11360.0,11050.0,11120.0,11120.0,11191.72,70315,7869.46,13108,43770, 62.25,-1.77
BAJFINANCE,EQ, 24-Aug-2026,1095.0,1086.0,1094.9,1076.9,1077.0,1077.0,1084.65,4342556,47101.47,121593,3193243, 73.53,-1.64
BANDHANBNK,EQ, 24-Aug-2026,175.1,175.5,180.74,173.38,173.9,173.9,176.69,13819305,24417.81,62992,4705526, 34.05,-0.69
BANKBARODA,EQ, 24-Aug-2026,247.0,245.55,246.12,239.9,241.5,241.5,241.7,15274497,36918.81,103357,7955796, 52.09,-2.23
BANKINDIA,EQ, 24-Aug-2026,142.79,143.0,144.12,140.68,142.0,142.0,141.7,7143480,10122.34,56124,3927267, 54.98,-0.55
BDL,EQ, 24-Aug-2026,1359.0,1363.9,1373.8,1347.7,1368.0,1368.0,1361.29,925426,12597.72,23993,330374, 35.70,0.66
BEL,EQ, 24-Aug-2026,414.0,414.3,414.6,405.55,409.0,409.0,408.86,9480784,38762.72,113335,5485642, 57.86,-1.21
