SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
INDIGO,EQ, 17-Sep-2026,4733.5,4746.5,4855.5,4746.5,4845.0,4845.0,4815.17,509638,24539.96,45272,249680, 48.99,2.36
INDUSINDBK,EQ, 17-Sep-2026,946.5,946.0,970.7,945.2,958.2,958.2,961.54,3973540,38207.06,65893,2291289, 57.66,1.24
INDUSTOWER,EQ, 17-Sep-2026,375.6,377.1,384.75,377.1,381.35,381.35,380.77,3756136,14302.24,45600,2115299, 56.32,1.53
INFY,EQ, 17-Sep-2026,1060.0,1054.9,1063.6,1048.6,1058.6,1058.6,1055.6,5469865,57739.84,91857,2572662, 47.03,-0.13
INOXWIND,EQ, 17-Sep-2026,74.5,74.45,75.25,73.56,74.1,74.1,74.26,5711983,4241.76,17120,2111486, 36.97,-0.54
IOC,EQ, 17-Sep-2026,134.75,134.9,135.33,134.0,134.27,134.27,134.46,5640680,7584.57,55608,3449248, 61.15,-0.36
IREDA,EQ, 17-Sep-2026,108.4,108.38,109.74,108.13,108.99,108.99,109.11,2634033,2873.98,19493,1097971, 41.68,0.54
IRFC,EQ, 17-Sep-2026,78.95,79.3,79.92,78.65,79.31,79.31,79.19,6486276,5136.58,38241,2855269, 44.02,0.46
ITC,EQ, 17-Sep-2026,264.15,264.8,268.5,264.1,266.2,266.2,266.13,13365227,35568.47,102348,6295955, 47.11,0.78
JINDALSTEL,EQ, 17-Sep-2026,1103.0,1104.1,1134.6,1104.1,1128.4,1128.4,1127.07,719206,8105.94,34843,269528, 37.48,2.3
JIOFIN,EQ, 17-Sep-2026,224.84,225.0,230.36,225.0,229.3,229.3,228.69,12303050,28135.93,63175,5003141, 40.67,1.98
JSWENERGY,EQ, 17-Sep-2026,504.7,505.0,514.0,504.6,512.0,512.0,510.25,1016989,5189.14,20197,533222, 52.43,1.45
JSWSTEEL,EQ, 17-Sep-2026,1248.9,1248.9,1260.0,1242.1,1253.4,1253.4,1250.58,1351578,16902.52,27394,761187, 56.32,0.36
JUBLFOOD,EQ, 17-Sep-2026,471.0,469.95,486.75,467.35,480.2,480.2,480.81,817225,3929.27,22674,288076, 35.25,1.95
KALYANKJIL,EQ, 17-Sep-2026,580.9,580.0,592.5,578.5,581.45,581.45,585.3,5395166,31578.02,62528,1392583, 25.81,0.09
KAYNES,EQ, 17-Sep-2026,3385.0,3402.0,3562.0,3395.0,3520.0,3520.0,3523.3,1242077,43762.11,81071,193645, 15.59,3.99
KEI,EQ, 17-Sep-2026,4506.0,4498.0,4561.0,4463.5,4560.0,4560.0,4527.44,218838,9907.77,23169,73103, 33.41,1.2
KFINTECH,EQ, 17-Sep-2026,889.0,884.3,903.65,880.85,897.0,897.0,895.93,357777,3205.42,16168,150963, 42.19,0.9
KOTAKBANK,EQ, 17-Sep-2026,415.0,415.0,417.6,412.5,416.5,416.5,415.0,11475105,47622.07,201735,7727871, 67.34,0.36
KPITTECH,EQ, 17-Sep-2026,555.0,556.2,560.95,552.5,559.3,559.3,557.45,599882,3344.06,16645,155495, 25.92,0.77
LAURUSLABS,EQ, 17-Sep-2026,1905.5,1898.0,1964.5,1894.8,1948.1,1948.1,1946.68,1645108,32025.05,43039,942372, 57.28,2.24
LICHSGFIN,EQ, 17-Sep-2026,543.0,542.05,554.55,541.05,545.9,545.9,548.3,3377564,18519.21,35657,1763005, 52.20,0.53
LICI,EQ, 17-Sep-2026,395.5,395.5,406.0,392.55,400.0,400.0,400.6,7410477,29686.23,87120,4254166, 57.41,1.14
LODHA,EQ, 17-Sep-2026,1087.4,1080.0,1116.9,1078.0,1103.1,1103.1,1098.62,2157472,23702.5,37951,1295342, 60.04,1.44
LT,EQ, 17-Sep-2026,3807.7,3811.0,3875.0,3811.0,3836.2,3836.2,3851.95,1319415,50823.23,76817,669582, 50.75,0.75
LTF,EQ, 17-Sep-2026,295.5,295.3,304.05,293.5,302.3,302.3,300.56,3499657,10518.54,34007,1189565, 33.99,2.3
LTM,EQ, 17-Sep-2026,4233.0,4233.0,4294.9,4180.0,4265.3,4265.3,4250.17,225747,9594.64,25278,69617, 30.84,0.76
LUPIN,EQ, 17-Sep-2026,2045.0,2052.6,2098.1,2046.3,2098.1,2098.1,2075.41,525909,10914.76,34112,286812, 54.54,2.6
M&M,EQ, 17-Sep-2026,3070.0,3047.0,3127.8,3047.0,3076.5,3076.5,3102.15,1875308,58174.86,114634,1036933, 55.29,0.21
MANAPPURAM,EQ, 17-Sep-2026,319.9,318.85,322.15,315.0,316.05,316.05,317.8,2149995,6832.76,23490,865870, 40.27,-1.2
MANKIND,EQ, 17-Sep-2026,2246.0,2252.7,2308.8,2242.1,2300.0,2300.0,2273.35,488064,11095.39,21886,337671, 69.19,2.4
MARICO,EQ, 17-Sep-2026,810.15,810.15,826.3,810.15,817.0,817.0,820.02,1761636,14445.75,36197,1084013, 61.53,0.85
MARUTI,EQ, 17-Sep-2026,12166.0,12165.0,12409.0,12127.0,12338.0,12338.0,12319.79,249064,30684.15,45489,98169, 39.42,1.41
MAXHEALTH,EQ, 17-Sep-2026,1025.0,1022.1,1045.7,1021.1,1037.0,1037.0,1036.51,1117711,11585.23,25298,568403, 50.85,1.17
MAZDOCK,EQ, 17-Sep-2026,2231.9,2249.1,2264.9,2176.0,2210.0,2210.0,2208.09,1560226,34451.2,66310,493672, 31.64,-0.98
MCX,EQ, 17-Sep-2026,3211.2,3201.1,3304.0,3180.1,3265.2,3265.2,3261.12,1530935,49925.58,105385,614088, 40.11,1.68
MFSL,EQ, 17-Sep-2026,1487.6,1480.1,1569.5,1473.6,1554.0,1554.0,1540.91,958344,14767.25,52873,360229, 37.59,4.46
MOTHERSON,EQ, 17-Sep-2026,158.27,159.02,162.84,158.66,161.87,161.87,161.8,7026483,11369.15,45560,3484223, 49.59,2.27
MOTILALOFS,EQ, 17-Sep-2026,976.5,976.5,1004.8,976.5,988.7,988.7,993.77,819010,8139.07,29067,350619, 42.81,1.25
MPHASIS,EQ, 17-Sep-2026,2316.7,2304.0,2325.1,2288.0,2320.0,2320.0,2304.1,261279,6020.12,19746,112663, 43.12,0.14
MUTHOOTFIN,EQ, 17-Sep-2026,2771.4,2761.0,2790.0,2740.0,2770.2,2770.2,2769.85,829940,22988.11,74703,459364, 55.35,-0.04
NAM-INDIA,EQ, 17-Sep-2026,1124.0,1122.9,1123.2,1106.0,1119.0,1119.0,1115.14,997028,11118.26,30759,506657, 50.82,-0.44
NATIONALUM,EQ, 17-Sep-2026,356.0,356.0,360.75,354.2,355.7,355.7,357.13,3033265,10832.64,38534,1501675, 49.51,-0.08
NAUKRI,EQ, 17-Sep-2026,1256.0,1247.0,1283.1,1242.8,1265.0,1265.0,1271.16,970996,12342.94,38658,654736, 67.43,0.72
NBCC,EQ, 17-Sep-2026,81.41,81.41,82.45,81.0,82.13,82.13,81.96,3284388,2691.99,18519,1060835, 32.30,0.88
NESTLEIND,EQ, 17-Sep-2026,1384.5,1384.5,1391.7,1370.1,1370.6,1370.6,1377.58,1082694,14914.98,64382,690361, 63.76,-1.0
NHPC,EQ, 17-Sep-2026,75.41,75.61,75.88,74.99,75.2,75.2,75.34,11626579,8759.15,62477,8027022, 69.04,-0.28
NMDC,EQ, 17-Sep-2026,80.32,80.41,81.35,80.4,80.8,80.8,80.96,4385275,3550.52,34453,2040539, 46.53,0.6
NTPC,EQ, 17-Sep-2026,327.0,327.8,331.3,327.2,329.6,329.6,329.54,5589949,18421.1,77440,3405285, 60.92,0.8
NYKAA,EQ, 17-Sep-2026,325.6,326.5,327.85,323.05,323.75,323.75,324.93,5216273,16949.23,27133,2770047, 53.10,-0.57
OBEROIRLTY,EQ, 17-Sep-2026,1706.9,1705.1,1741.9,1695.8,1740.7,1740.7,1716.46,413371,7095.33,23432,234876, 56.82,1.98
OFSS,EQ, 17-Sep-2026,11510.0,11500.0,11666.0,11356.0,11620.0,11620.0,11543.35,132173,15257.19,25583,59119, 44.73,0.96
OIL,EQ, 17-Sep-2026,487.6,485.0,491.0,474.25,477.4,477.4,478.45,1708044,8172.11,21208,735410, 43.06,-2.09
ONGC,EQ, 17-Sep-2026,236.8,235.1,235.65,231.25,232.43,232.43,232.68,11062410,25740.08,82964,6586415, 59.54,-1.85
PAGEIND,EQ, 17-Sep-2026,34275.0,34300.0,35290.0,34300.0,35020.0,35020.0,34888.44,14284,4983.46,7711,5820, 40.74,2.17
PATANJALI,EQ, 17-Sep-2026,365.0,362.55,364.9,354.0,354.45,354.45,357.78,3350516,11987.35,51534,1108878, 33.10,-2.89
PAYTM,EQ, 17-Sep-2026,1790.0,1795.0,1816.3,1752.7,1763.0,1763.0,1771.43,4085951,72379.67,92484,1808734, 44.27,-1.51
PERSISTENT,EQ, 17-Sep-2026,5440.0,5410.0,5502.0,5405.5,5473.0,5473.0,5459.76,233465,12746.63,23920,103623, 44.38,0.61
PETRONET,EQ, 17-Sep-2026,282.1,282.05,285.0,281.7,283.45,283.45,283.14,982394,2781.55,41546,647783, 65.94,0.48
PFC,EQ, 17-Sep-2026,346.0,346.1,348.5,344.75,344.95,344.95,346.49,6259408,21688.27,53738,4225353, 67.50,-0.3
PGEL,EQ, 17-Sep-2026,523.85,524.0,533.7,519.3,529.35,529.35,528.87,420677,2224.84,10770,105590, 25.10,1.05
PHOENIXLTD,EQ, 17-Sep-2026,1855.0,1878.0,1889.8,1864.2,1872.2,1872.2,1875.84,157063,2946.26,13631,64681, 41.18,0.93
PIDILITIND,EQ, 17-Sep-2026,1543.8,1543.0,1561.1,1535.0,1551.5,1551.5,1551.25,354203,5494.58,28581,248625, 70.19,0.5
PIIND,EQ, 17-Sep-2026,2256.0,2260.0,2317.0,2259.0,2307.0,2307.0,2292.0,136637,3131.73,11768,60866, 44.55,2.26
PNB,EQ, 17-Sep-2026,116.8,116.8,119.4,116.36,116.47,116.47,117.85,15924714,18767.88,64651,4436919, 27.86,-0.28
PNBHOUSING,EQ, 17-Sep-2026,1134.0,1122.1,1147.9,1098.4,1103.5,1103.5,1121.94,3985061,44710.02,117707,1951490, 48.97,-2.69
POLICYBZR,EQ, 17-Sep-2026,1827.1,1839.0,1845.0,1718.1,1765.0,1765.0,1760.11,6641203,116892.54,213143,2865257, 43.14,-3.4
POLYCAB,EQ, 17-Sep-2026,8121.5,8130.0,8266.0,8112.5,8208.5,8208.5,8203.66,261101,21419.83,37043,126132, 48.31,1.07
POWERGRID,EQ, 17-Sep-2026,262.8,263.5,265.7,263.25,263.75,263.75,264.57,6533662,17285.84,65126,4324080, 66.18,0.36
POWERINDIA,EQ, 17-Sep-2026,30200.0,30435.0,31325.0,30380.0,31230.0,31230.0,30904.46,98656,30489.11,30995,33565, 34.02,3.41
PREMIERENE,EQ, 17-Sep-2026,899.0,885.9,904.3,880.0,880.0,880.0,891.98,927737,8275.26,28126,294814, 31.78,-2.11
PRESTIGE,EQ, 17-Sep-2026,1424.0,1424.0,1456.7,1420.1,1440.1,1440.1,1435.47,598440,8590.42,22950,342487, 57.23,1.13
RADICO,EQ, 17-Sep-2026,4466.0,4450.0,4469.8,4380.0,4380.0,4380.0,4415.84,155034,6846.05,20824,65753, 42.41,-1.93
RBLBANK,EQ, 17-Sep-2026,404.0,403.0,411.65,401.95,404.15,404.15,406.39,2254458,9161.98,24558,1042713, 46.25,0.04
RECLTD,EQ, 17-Sep-2026,312.65,314.0,315.05,310.5,310.5,310.5,312.58,3222931,10074.23,28784,1712943, 53.15,-0.69
RELIANCE,EQ, 17-Sep-2026,1240.0,1244.8,1253.4,1238.5,1243.9,1243.9,1244.38,7752895,96475.22,158694,3921277, 50.58,0.31
RVNL,EQ, 17-Sep-2026,197.5,196.5,201.9,196.5,201.7,201.7,199.45,3554203,7088.99,34707,961874, 27.06,2.13
SAIL,EQ, 17-Sep-2026,173.55,173.0,176.25,173.0,175.01,175.01,174.84,11246822,19664.39,45335,5236837, 46.56,0.84
SBICARD,EQ, 17-Sep-2026,618.1,616.0,641.55,616.0,636.95,636.95,633.08,1811876,11470.63,35201,987620, 54.51,3.05
SBILIFE,EQ, 17-Sep-2026,1697.9,1693.0,1771.1,1689.0,1766.9,1766.9,1749.78,1760558,30805.97,64307,1001757, 56.90,4.06
SBIN,EQ, 17-Sep-2026,991.4,991.2,1000.9,985.2,988.7,988.7,990.13,8624398,85392.36,178451,4582801, 53.14,-0.27
SHREECEM,EQ, 17-Sep-2026,21795.0,21760.0,22080.0,21685.0,21960.0,21960.0,21897.72,15117,3310.28,7605,7460, 49.35,0.76
SHRIRAMFIN,EQ, 17-Sep-2026,979.0,979.0,1005.5,978.3,995.0,995.0,993.59,4285999,42585.45,71134,2305113, 53.78,1.63
SIEMENS,EQ, 17-Sep-2026,3742.0,3743.1,3817.4,3742.0,3763.5,3763.5,3781.71,373967,14142.36,30899,194195, 51.93,0.57
SOLARINDS,EQ, 17-Sep-2026,18900.0,18900.0,19075.0,18590.0,18815.0,18815.0,18862.14,214606,40479.28,43370,69296, 32.29,-0.45
SONACOMS,EQ, 17-Sep-2026,768.0,762.0,791.25,759.05,777.9,777.9,780.97,3093640,24160.27,63901,1578199, 51.01,1.29
