SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 01-Sep-2026,1175.0,1175.0,1184.3,1147.5,1165.6,1165.6,1158.96,2175285,25210.68,28043,403321, 18.54,-0.8
ABB,EQ, 01-Sep-2026,7638.5,7521.5,7524.5,7331.5,7396.0,7396.0,7388.19,253254,18710.89,33241,115967, 45.79,-3.17
ABCAPITAL,EQ, 01-Sep-2026,409.4,404.5,404.85,390.3,394.45,394.45,394.69,2580254,10184.12,47739,1136099, 44.03,-3.65
ADANIENSOL,EQ, 01-Sep-2026,1417.4,1435.0,1444.4,1373.3,1382.0,1382.0,1396.96,8161918,114018.88,155958,3747773, 45.92,-2.5
ADANIENT,EQ, 01-Sep-2026,2859.1,2910.0,2942.5,2846.0,2863.9,2863.9,2890.45,3862408,111640.85,149152,1733099, 44.87,0.17
ADANIGREEN,EQ, 01-Sep-2026,1214.9,1220.0,1271.2,1217.0,1265.0,1265.0,1254.81,4309378,54074.65,83655,1464846, 33.99,4.12
ADANIPORTS,EQ, 01-Sep-2026,1593.1,1625.0,1655.6,1625.0,1647.5,1647.5,1643.89,3770354,61980.45,89829,1560050, 41.38,3.41
ADANIPOWER,EQ, 01-Sep-2026,198.0,202.0,205.79,201.31,204.36,204.36,203.37,38032254,77345.66,163027,11138279, 29.29,3.21
ALKEM,EQ, 01-Sep-2026,5329.5,5329.5,5358.0,5277.0,5300.0,5300.0,5299.82,88288,4679.1,10144,51913, 58.80,-0.55
AMBER,EQ, 01-Sep-2026,7620.0,7640.0,7644.5,7490.0,7508.0,7508.0,7565.07,100768,7623.17,16808,40059, 39.75,-1.47
AMBUJACEM,EQ, 01-Sep-2026,401.15,404.0,407.15,401.0,402.2,402.2,403.96,1377257,5563.53,25611,573551, 41.64,0.26
ANGELONE,EQ, 01-Sep-2026,286.9,286.9,288.25,280.5,281.55,281.55,283.25,2909391,8240.91,30320,1193099, 41.01,-1.86
APLAPOLLO,EQ, 01-Sep-2026,2223.4,2228.7,2258.8,2214.0,2234.0,2234.0,2234.86,642035,14348.58,20146,284037, 44.24,0.48
APOLLOHOSP,EQ, 01-Sep-2026,8898.5,8854.5,8867.5,8704.5,8755.0,8755.0,8760.91,153262,13427.15,22821,86619, 56.52,-1.61
