SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 02-Sep-2026,1165.6,1156.4,1181.3,1128.6,1181.3,1181.3,1148.39,666823,7657.75,29892,356593, 53.48,1.35
ABB,EQ, 02-Sep-2026,7396.0,7348.5,7447.5,7258.0,7447.5,7447.5,7344.95,163580,12014.87,24294,81884, 50.06,0.7
ABCAPITAL,EQ, 02-Sep-2026,394.45,390.0,397.05,385.1,397.05,397.05,392.65,4883439,19174.83,42390,2810866, 57.56,0.66
ADANIENSOL,EQ, 02-Sep-2026,1382.0,1374.6,1401.0,1348.0,1396.6,1396.6,1377.94,4214587,58074.49,106245,2048674, 48.61,1.06
ADANIENT,EQ, 02-Sep-2026,2863.9,2859.8,2905.0,2830.5,2891.8,2891.8,2879.02,1642492,47287.69,80452,646254, 39.35,0.97
ADANIGREEN,EQ, 02-Sep-2026,1265.0,1244.0,1303.0,1236.4,1296.0,1296.0,1281.24,2634560,33755.06,68860,777377, 29.51,2.45
ADANIPORTS,EQ, 02-Sep-2026,1647.5,1637.1,1676.7,1632.1,1672.7,1672.7,1663.49,2338937,38907.9,71148,1059507, 45.30,1.53
ADANIPOWER,EQ, 02-Sep-2026,204.36,202.59,207.7,200.12,207.7,207.7,205.09,18174608,37274.13,95985,5571900, 30.66,1.63
ALKEM,EQ, 02-Sep-2026,5300.0,5280.0,5289.5,5187.5,5210.0,5210.0,5223.34,218220,11398.38,20518,151526, 69.44,-1.7
AMBER,EQ, 02-Sep-2026,7508.0,7470.0,7482.5,7281.5,7415.0,7415.0,7381.2,174407,12873.34,19444,46362, 26.58,-1.24
AMBUJACEM,EQ, 02-Sep-2026,402.2,400.0,402.7,395.05,402.7,402.7,399.34,1330391,5312.74,34675,534767, 40.20,0.12
ANGELONE,EQ, 02-Sep-2026,281.55,280.25,280.85,275.25,279.25,279.25,278.3,4437022,12348.21,35842,1985766, 44.75,-0.82
APLAPOLLO,EQ, 02-Sep-2026,2234.0,2219.2,2228.5,2186.7,2210.0,2210.0,2206.1,786402,17348.85,26484,514683, 65.45,-1.07
APOLLOHOSP,EQ, 02-Sep-2026,8755.0,8680.0,8746.5,8640.0,8719.0,8719.0,8694.65,169190,14710.47,24297,105406, 62.30,-0.41
ASHOKLEY,EQ, 02-Sep-2026,170.53,169.11,169.29,165.02,167.9,167.9,166.54,16412854,27334.41,123369,8026290, 48.90,-1.54
ASIANPAINT,EQ, 02-Sep-2026,2575.5,2548.0,2548.0,2510.7,2527.5,2527.5,2524.28,497889,12568.1,45493,219384, 44.06,-1.86
ASTRAL,EQ, 02-Sep-2026,1507.0,1502.0,1516.4,1476.7,1487.0,1487.0,1494.07,1046620,15637.25,32807,604761, 57.78,-1.33
AUBANK,EQ, 02-Sep-2026,1079.2,1073.1,1077.9,1063.4,1077.9,1077.9,1071.48,864436,9262.3,54900,579708, 67.06,-0.12
AUROPHARMA,EQ, 02-Sep-2026,1683.3,1675.0,1695.0,1639.6,1648.2,1648.2,1673.55,816419,13663.17,40594,341370, 41.81,-2.09
AXISBANK,EQ, 02-Sep-2026,1258.0,1254.6,1266.9,1250.0,1253.9,1253.9,1256.75,6437250,80900.24,163906,4248028, 65.99,-0.33
BAJAJ-AUTO,EQ, 02-Sep-2026,12361.0,12211.0,12275.0,11925.0,12130.0,12130.0,12061.32,333619,40238.86,55750,185570, 55.62,-1.87
BAJAJFINSV,EQ, 02-Sep-2026,1972.0,1951.5,1990.0,1939.2,1990.0,1990.0,1967.07,730988,14379.06,30423,424333, 58.05,0.91
BAJAJHLDNG,EQ, 02-Sep-2026,11310.0,11210.0,11247.0,11059.0,11100.0,11100.0,11134.97,32382,3605.73,8476,18993, 58.65,-1.86
BAJFINANCE,EQ, 02-Sep-2026,1053.9,1044.2,1061.0,1034.8,1055.9,1055.9,1046.45,6234288,65238.64,133068,4160048, 66.73,0.19
BANDHANBNK,EQ, 02-Sep-2026,162.9,161.0,162.32,159.24,161.52,161.52,160.89,6396488,10291.11,41284,3227175, 50.45,-0.85
BANKBARODA,EQ, 02-Sep-2026,237.7,237.5,241.25,235.84,241.2,241.2,239.74,9638977,23108.23,62387,5816550, 60.34,1.47
BANKINDIA,EQ, 02-Sep-2026,142.35,141.5,143.36,140.23,143.1,143.1,141.83,5132803,7280.1,29164,2130476, 41.51,0.53
BDL,EQ, 02-Sep-2026,1250.0,1242.1,1258.0,1231.0,1253.7,1253.7,1243.86,578257,7192.71,25948,160199, 27.70,0.3
BEL,EQ, 02-Sep-2026,411.2,407.5,408.0,402.9,405.75,405.75,405.12,11919117,48286.95,175932,7149438, 59.98,-1.33
BHARATFORG,EQ, 02-Sep-2026,2052.2,2046.1,2046.1,2006.3,2031.8,2031.8,2017.39,1341071,27054.61,32598,966899, 72.10,-0.99
BHARTIARTL,EQ, 02-Sep-2026,1877.2,1869.0,1873.0,1854.9,1862.8,1862.8,1865.36,4125938,76963.55,161986,2997731, 72.66,-0.77
BHEL,EQ, 02-Sep-2026,426.55,423.55,427.5,417.35,427.5,427.5,423.11,5742323,24296.09,58421,2719773, 47.36,0.22
BIOCON,EQ, 02-Sep-2026,401.05,400.0,402.4,397.9,401.0,401.0,400.5,1433504,5741.12,34775,839667, 58.57,-0.01
BLUESTARCO,EQ, 02-Sep-2026,1490.9,1491.0,1491.0,1432.5,1445.3,1445.3,1450.57,657972,9544.36,34361,273903, 41.63,-3.06
BOSCHLTD,EQ, 02-Sep-2026,48550.0,47780.0,48090.0,46410.0,47250.0,47250.0,46794.35,50832,23786.51,20954,20356, 40.05,-2.68
BPCL,EQ, 02-Sep-2026,317.65,312.1,319.6,312.1,319.6,319.6,316.03,8277464,26159.31,50371,4794959, 57.93,0.61
BRITANNIA,EQ, 02-Sep-2026,5187.0,5135.0,5172.0,5046.0,5154.0,5154.0,5092.24,325672,16584.01,36879,182507, 56.04,-0.64
BSE,EQ, 02-Sep-2026,3242.0,3222.6,3265.0,3131.5,3168.0,3168.0,3179.92,6510791,207038.11,321310,2547398, 39.13,-2.28
CAMS,EQ, 02-Sep-2026,752.0,751.0,752.0,730.55,741.85,741.85,737.4,1271642,9377.14,38126,616313, 48.47,-1.35
CANBK,EQ, 02-Sep-2026,125.6,125.35,126.99,124.38,126.3,126.3,125.88,13231733,16655.64,64406,6092679, 46.05,0.56
CDSL,EQ, 02-Sep-2026,1391.0,1378.0,1379.7,1355.9,1365.2,1365.2,1365.03,858052,11712.66,35997,299123, 34.86,-1.85
CGPOWER,EQ, 02-Sep-2026,885.5,878.05,881.4,870.0,877.75,877.75,875.76,2061765,18056.04,62541,1117804, 54.22,-0.88
CHOLAFIN,EQ, 02-Sep-2026,1814.7,1796.0,1825.9,1773.5,1825.9,1825.9,1799.12,853169,15349.52,51405,551839, 64.68,0.62
CIPLA,EQ, 02-Sep-2026,1423.0,1414.0,1417.0,1401.2,1412.8,1412.8,1409.98,578260,8153.35,34342,321987, 55.68,-0.72
COALINDIA,EQ, 02-Sep-2026,401.6,408.2,422.4,406.5,417.85,417.85,417.14,34130970,142374.14,271387,9663682, 28.31,4.05
COCHINSHIP,EQ, 02-Sep-2026,1475.9,1473.9,1473.9,1452.1,1463.0,1463.0,1459.83,327832,4785.79,16340,103580, 31.60,-0.87
COFORGE,EQ, 02-Sep-2026,1988.9,1970.0,1975.0,1942.0,1965.7,1965.7,1962.02,1665060,32668.86,102409,1005036, 60.36,-1.17
COLPAL,EQ, 02-Sep-2026,1859.8,1848.8,1862.6,1831.9,1861.5,1861.5,1849.6,274685,5080.57,16516,143703, 52.32,0.09
CONCOR,EQ, 02-Sep-2026,514.0,510.0,520.75,508.25,510.0,510.0,513.11,2202359,11300.43,29440,1090811, 49.53,-0.78
CROMPTON,EQ, 02-Sep-2026,231.1,230.9,230.9,226.05,227.72,227.72,227.61,3476670,7913.1,41067,1599688, 46.01,-1.46
CUMMINSIND,EQ, 02-Sep-2026,5105.0,5089.0,5089.0,5001.0,5088.5,5088.5,5033.86,368600,18554.82,39047,249694, 67.74,-0.32
DABUR,EQ, 02-Sep-2026,384.0,383.7,383.7,377.6,379.0,379.0,379.92,1597939,6070.85,27433,925303, 57.91,-1.3
DALBHARAT,EQ, 02-Sep-2026,1806.6,1801.9,1802.0,1760.2,1774.9,1773.1,1772.88,58918,1044.54,7382,28540, 48.44,-1.85
DELHIVERY,EQ, 02-Sep-2026,460.8,458.5,459.7,452.5,454.8,454.8,455.23,1061104,4830.47,26549,614569, 57.92,-1.3
DIVISLAB,EQ, 02-Sep-2026,9165.0,9121.5,9299.0,9104.5,9220.0,9220.0,9213.54,403619,37187.61,48348,256249, 63.49,0.6
DIXON,EQ, 02-Sep-2026,14461.0,14461.0,14620.0,14315.0,14590.0,14590.0,14468.3,216702,31353.1,41345,64146, 29.60,0.89
DLF,EQ, 02-Sep-2026,675.15,666.0,673.55,651.3,673.55,673.55,661.35,3578778,23668.26,83213,1624284, 45.39,-0.24
DMART,EQ, 02-Sep-2026,3824.0,3790.0,3813.4,3775.0,3813.4,3813.4,3796.92,204007,7745.99,21307,111772, 54.79,-0.28
DRREDDY,EQ, 02-Sep-2026,1171.0,1165.0,1170.9,1156.5,1156.5,1156.5,1164.17,486542,5664.16,30353,297303, 61.11,-1.24
EICHERMOT,EQ, 02-Sep-2026,7970.0,7860.0,7893.0,7507.5,7711.5,7711.5,7624.95,1117588,85215.58,113006,533749, 47.76,-3.24
ETERNAL,EQ, 02-Sep-2026,327.75,325.5,327.5,320.3,327.3,327.3,324.8,20138975,65410.82,145685,11220426, 55.71,-0.14
FEDERALBNK,EQ, 02-Sep-2026,349.25,349.0,353.5,345.2,353.35,353.35,350.38,6273256,21980.17,67869,4324582, 68.94,1.17
FORCEMOT,EQ, 02-Sep-2026,17722.0,17720.0,17823.0,17360.0,17600.0,17600.0,17572.12,103485,18184.51,24785,35059, 33.88,-0.69
FORTIS,EQ, 02-Sep-2026,915.0,907.65,915.0,901.35,915.0,915.0,909.49,725295,6596.5,21281,454052, 62.60,0.0
GAIL,EQ, 02-Sep-2026,172.69,172.6,173.6,171.02,173.0,173.0,172.21,5580510,9610.38,59418,3172768, 56.85,0.18
GLENMARK,EQ, 02-Sep-2026,2470.4,2455.0,2476.9,2420.0,2460.0,2460.0,2445.95,516029,12621.82,26799,272139, 52.74,-0.42
GMRAIRPORT,EQ, 02-Sep-2026,94.12,93.4,94.21,92.6,93.99,93.99,93.6,6108730,5718.03,31555,3720773, 60.91,-0.14
GODFRYPHLP,EQ, 02-Sep-2026,2078.3,2072.0,2074.8,2025.4,2025.4,2025.4,2037.61,226079,4606.6,17118,100398, 44.41,-2.55
GODREJCP,EQ, 02-Sep-2026,905.0,900.55,905.0,891.5,905.0,905.0,897.3,1120078,10050.49,32524,598805, 53.46,0.0
GODREJPROP,EQ, 02-Sep-2026,1978.0,1950.0,1970.7,1908.9,1970.7,1970.7,1931.46,770610,14884.05,36302,368697, 47.84,-0.37
GRASIM,EQ, 02-Sep-2026,3305.0,3292.0,3298.3,3235.5,3294.9,3294.9,3265.08,1085964,35457.55,61538,593720, 54.67,-0.31
GVT&D,EQ, 02-Sep-2026,4324.0,4280.0,4282.5,4183.2,4240.0,4240.0,4220.99,836148,35293.76,73323,491954, 58.84,-1.94
HAL,EQ, 02-Sep-2026,4807.6,4785.0,4793.5,4707.0,4780.0,4780.0,4744.48,525620,24937.95,38580,234496, 44.61,-0.57
HAVELLS,EQ, 02-Sep-2026,1222.8,1220.0,1220.0,1183.0,1193.0,1193.0,1193.53,752254,8978.38,51947,379068, 50.39,-2.44
HCLTECH,EQ, 02-Sep-2026,1351.4,1340.1,1349.3,1317.4,1331.5,1331.5,1331.02,2739386,36461.73,74188,1455738, 53.14,-1.47
HDFCAMC,EQ, 02-Sep-2026,2544.9,2511.5,2528.5,2477.0,2525.7,2525.7,2500.28,962353,24061.52,67554,561159, 58.31,-0.75
