SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 26-Aug-2026,1210.0,1213.2,1219.8,1195.0,1197.2,1197.2,1208.1,332670,4019.0,20757,180865, 54.37,-1.06
ABB,EQ, 26-Aug-2026,7627.0,7630.0,7699.0,7581.0,7609.0,7609.0,7642.78,200058,15289.99,18413,121098, 60.53,-0.24
ABCAPITAL,EQ, 26-Aug-2026,410.85,409.95,416.45,409.15,410.0,410.0,411.94,2231478,9192.34,49946,1103930, 49.47,-0.21
ADANIENSOL,EQ, 26-Aug-2026,1594.5,1617.0,1637.0,1570.5,1570.5,1570.5,1604.09,3719296,59661.03,78892,2069009, 55.63,-1.51
ADANIENT,EQ, 26-Aug-2026,3110.0,3122.8,3165.0,3092.8,3112.0,3112.0,3133.81,2044729,64077.97,85028,1097829, 53.69,0.06
ADANIGREEN,EQ, 26-Aug-2026,1330.0,1330.6,1346.8,1303.2,1303.2,1303.2,1329.75,2448739,32562.07,43709,1177563, 48.09,-2.02
ADANIPORTS,EQ, 26-Aug-2026,1702.7,1711.9,1719.7,1690.5,1691.5,1691.5,1700.06,1937255,32934.53,95802,1226714, 63.32,-0.66
ADANIPOWER,EQ, 26-Aug-2026,206.33,206.96,213.5,206.57,207.2,207.2,209.94,23035619,48360.73,108984,7304906, 31.71,0.42
ALKEM,EQ, 26-Aug-2026,5368.0,5368.0,5387.5,5303.5,5303.5,5303.5,5344.55,44001,2351.66,7925,21155, 48.08,-1.2
AMBER,EQ, 26-Aug-2026,7432.0,7432.0,7598.5,7404.0,7466.0,7466.0,7509.43,245343,18423.86,22246,96320, 39.26,0.46
AMBUJACEM,EQ, 26-Aug-2026,413.1,415.0,422.8,412.1,419.2,419.2,419.58,2740269,11497.55,27489,1228823, 44.84,1.48
ANGELONE,EQ, 26-Aug-2026,300.9,302.0,305.45,297.7,298.85,298.85,301.67,9062432,27338.29,61288,3990523, 44.03,-0.68
APLAPOLLO,EQ, 26-Aug-2026,2139.3,2135.7,2159.0,2119.7,2159.0,2159.0,2142.13,595903,12765.01,20689,394690, 66.23,0.92
APOLLOHOSP,EQ, 26-Aug-2026,8889.0,8844.5,8868.0,8763.5,8766.5,8766.5,8801.07,150629,13256.97,22811,76259, 50.63,-1.38
ASHOKLEY,EQ, 26-Aug-2026,174.69,175.57,179.5,175.41,179.05,179.05,177.78,17868582,31766.39,68790,7398371, 41.40,2.5
ASIANPAINT,EQ, 26-Aug-2026,2639.8,2660.9,2678.7,2626.5,2626.5,2626.5,2649.1,339110,8983.38,23691,171342, 50.53,-0.5
ASTRAL,EQ, 26-Aug-2026,1540.0,1540.5,1544.6,1525.9,1526.1,1526.1,1532.04,408686,6261.24,25662,219710, 53.76,-0.9
AUBANK,EQ, 26-Aug-2026,1128.6,1128.6,1131.4,1113.5,1113.5,1113.5,1122.39,618521,6942.2,28950,303012, 48.99,-1.34
AUROPHARMA,EQ, 26-Aug-2026,1617.8,1620.0,1639.5,1611.2,1623.0,1623.0,1625.39,679792,11049.27,22571,308460, 45.38,0.32
AXISBANK,EQ, 26-Aug-2026,1235.0,1240.1,1257.7,1238.2,1255.0,1255.0,1251.75,3298266,41285.96,118748,1973535, 59.84,1.62
BAJAJ-AUTO,EQ, 26-Aug-2026,11927.0,11910.0,11924.0,11724.0,11724.0,11724.0,11807.3,166838,19699.07,27851,98253, 58.89,-1.7
BAJAJFINSV,EQ, 26-Aug-2026,2004.0,2017.0,2024.9,2005.5,2010.0,2010.0,2013.48,564145,11358.94,37627,340199, 60.30,0.3
BAJAJHLDNG,EQ, 26-Aug-2026,11290.0,11270.0,11540.0,11223.0,11540.0,11540.0,11396.56,34213,3899.11,7225,20860, 60.97,2.21
BAJFINANCE,EQ, 26-Aug-2026,1087.4,1083.3,1095.0,1082.4,1085.0,1085.0,1087.79,3234877,35188.6,85806,1911489, 59.09,-0.22
BANDHANBNK,EQ, 26-Aug-2026,173.5,174.0,176.43,172.84,173.5,173.5,174.41,3786900,6604.62,25977,1373566, 36.27,0.0
BANKBARODA,EQ, 26-Aug-2026,241.0,242.0,245.59,242.0,242.5,242.5,243.8,4759203,11602.81,40670,2262269, 47.53,0.62
BANKINDIA,EQ, 26-Aug-2026,143.99,144.0,147.9,143.99,145.95,145.95,146.31,10250692,14997.86,34558,4412719, 43.05,1.36
BDL,EQ, 26-Aug-2026,1359.9,1359.0,1378.4,1323.3,1363.0,1363.0,1355.34,1494007,20248.94,44862,336359, 22.51,0.23
BEL,EQ, 26-Aug-2026,413.25,411.75,412.3,406.9,406.9,406.9,408.99,7631016,31210.18,85435,5143502, 67.40,-1.54
BHARATFORG,EQ, 26-Aug-2026,2052.5,2052.5,2052.5,2005.0,2005.0,2005.0,2023.47,456259,9232.25,22806,238938, 52.37,-2.31
BHARTIARTL,EQ, 26-Aug-2026,1947.0,1933.5,1942.9,1902.1,1902.1,1902.1,1920.47,4552921,87437.37,107707,2908000, 63.87,-2.31
BHEL,EQ, 26-Aug-2026,417.0,418.0,421.0,415.5,415.5,415.5,418.24,3386320,14163.05,46001,1256503, 37.11,-0.36
BIOCON,EQ, 26-Aug-2026,417.2,417.8,419.45,414.75,417.5,417.5,417.75,2245587,9380.86,24493,1365829, 60.82,0.07
BLUESTARCO,EQ, 26-Aug-2026,1515.0,1512.0,1514.9,1485.0,1485.0,1485.0,1497.34,259007,3878.21,11186,128745, 49.71,-1.98
BOSCHLTD,EQ, 26-Aug-2026,48680.0,48670.0,49190.0,48310.0,48895.0,48895.0,48739.55,28910,14090.6,12639,16529, 57.17,0.44
BPCL,EQ, 26-Aug-2026,318.1,320.25,326.35,318.0,318.0,318.0,321.15,3340608,10728.5,32787,1388312, 41.56,-0.03
BRITANNIA,EQ, 26-Aug-2026,5382.5,5370.0,5388.5,5310.0,5310.0,5310.0,5352.37,119636,6403.36,11730,56072, 46.87,-1.35
BSE,EQ, 26-Aug-2026,3303.0,3325.0,3392.1,3309.0,3325.6,3325.6,3344.58,4810246,160882.33,165846,2364184, 49.15,0.68
CAMS,EQ, 26-Aug-2026,749.95,754.0,757.65,746.0,746.0,746.0,752.15,617953,4647.95,44581,315694, 51.09,-0.53
CANBK,EQ, 26-Aug-2026,128.81,128.95,130.9,128.5,129.45,129.45,129.97,15134921,19670.99,46308,7298478, 48.22,0.5
CDSL,EQ, 26-Aug-2026,1394.8,1395.0,1444.8,1395.0,1434.0,1434.0,1427.14,3818012,54488.25,89045,1646266, 43.12,2.81
CGPOWER,EQ, 26-Aug-2026,878.5,880.0,882.5,865.05,865.05,865.05,872.58,922161,8046.61,28495,440577, 47.78,-1.53
CHOLAFIN,EQ, 26-Aug-2026,1873.0,1875.0,1925.0,1868.1,1868.1,1868.1,1898.78,1362590,25872.59,60280,647334, 47.51,-0.26
CIPLA,EQ, 26-Aug-2026,1422.0,1413.5,1419.4,1401.1,1402.7,1402.7,1411.14,915493,12918.84,32902,465399, 50.84,-1.36
COALINDIA,EQ, 26-Aug-2026,404.0,405.0,405.4,401.4,403.5,403.5,403.65,5118183,20659.7,51281,3462424, 67.65,-0.12
COCHINSHIP,EQ, 26-Aug-2026,1518.5,1526.0,1555.0,1513.0,1547.0,1547.0,1541.15,1691548,26069.34,45261,623650, 36.87,1.88
COFORGE,EQ, 26-Aug-2026,1892.8,1903.6,1937.1,1878.6,1880.0,1880.0,1903.22,1622085,30871.89,50690,759938, 46.85,-0.68
COLPAL,EQ, 26-Aug-2026,1876.8,1876.9,1883.4,1860.0,1860.0,1860.0,1869.35,227479,4252.39,24649,121908, 53.59,-0.9
CONCOR,EQ, 26-Aug-2026,516.0,515.65,524.25,514.75,517.0,517.0,517.91,2059514,10666.43,27066,1046508, 50.81,0.19
CROMPTON,EQ, 26-Aug-2026,243.0,245.0,245.0,235.4,238.25,238.25,238.77,11453734,27347.81,70378,6290331, 54.92,-1.95
CUMMINSIND,EQ, 26-Aug-2026,5239.5,5125.0,5237.0,5125.0,5200.0,5200.0,5175.31,714039,36953.71,40600,443722, 62.14,-0.75
DABUR,EQ, 26-Aug-2026,395.05,395.6,397.5,392.2,392.2,392.2,394.68,1276848,5039.43,31569,714951, 55.99,-0.72
DALBHARAT,EQ, 26-Aug-2026,1824.0,1815.0,1913.0,1808.0,1898.0,1898.0,1881.63,332647,6259.18,25370,112385, 33.79,4.06
DELHIVERY,EQ, 26-Aug-2026,447.95,447.75,452.15,445.05,449.0,449.0,449.69,1328722,5975.08,17078,776409, 58.43,0.23
DIVISLAB,EQ, 26-Aug-2026,8744.5,8739.5,9043.0,8701.0,9025.0,9025.0,8932.11,708128,63250.79,52985,327325, 46.22,3.21
DIXON,EQ, 26-Aug-2026,14990.0,14850.0,14983.0,14720.0,14735.0,14735.0,14826.01,429021,63606.68,61664,176288, 41.09,-1.7
DLF,EQ, 26-Aug-2026,682.95,688.0,690.4,672.5,672.5,672.5,681.25,2143983,14605.9,48592,1009420, 47.08,-1.53
DMART,EQ, 26-Aug-2026,3909.6,3922.9,3935.5,3737.2,3826.9,3826.9,3806.62,2373823,90362.4,79945,1010374, 42.56,-2.12
DRREDDY,EQ, 26-Aug-2026,1193.5,1189.9,1197.2,1180.1,1182.0,1182.0,1188.91,1993156,23696.82,56924,1159893, 58.19,-0.96
EICHERMOT,EQ, 26-Aug-2026,8055.0,8048.0,8112.0,8031.5,8035.0,8035.0,8071.69,198320,16007.77,21875,124194, 62.62,-0.25
ETERNAL,EQ, 26-Aug-2026,331.0,330.0,332.0,325.0,327.0,327.0,327.78,39246846,128643.33,192777,27101875, 69.05,-1.21
FEDERALBNK,EQ, 26-Aug-2026,346.95,348.25,349.15,343.6,345.3,345.3,346.47,6361778,22041.65,73006,3409974, 53.60,-0.48
FORCEMOT,EQ, 26-Aug-2026,17431.0,17580.0,17662.0,17375.0,17450.0,17450.0,17488.95,46619,8153.17,14850,18970, 40.69,0.11
FORTIS,EQ, 26-Aug-2026,923.95,926.85,933.8,913.85,913.85,913.85,924.62,586874,5426.38,34244,268099, 45.68,-1.09
GAIL,EQ, 26-Aug-2026,175.5,174.99,176.26,174.09,174.49,174.49,175.0,5863526,10261.43,42403,3344198, 57.03,-0.58
GLENMARK,EQ, 26-Aug-2026,2400.0,2392.2,2457.5,2384.5,2438.3,2438.3,2436.38,479931,11692.93,29518,179829, 37.47,1.6
GMRAIRPORT,EQ, 26-Aug-2026,99.85,100.44,100.66,98.35,98.85,98.85,99.27,11713751,11628.21,64445,7064785, 60.31,-1.0
GODFRYPHLP,EQ, 26-Aug-2026,2107.0,2106.0,2163.9,2105.9,2153.3,2153.3,2146.89,305495,6558.64,20322,94443, 30.91,2.2
GODREJCP,EQ, 26-Aug-2026,929.2,929.2,933.9,922.8,922.8,922.8,930.05,704451,6551.78,26463,417865, 59.32,-0.69
GODREJPROP,EQ, 26-Aug-2026,2049.0,2055.0,2088.5,2035.1,2035.1,2035.1,2066.31,700923,14483.23,31579,305870, 43.64,-0.68
GRASIM,EQ, 26-Aug-2026,3289.6,3291.0,3310.0,3262.4,3299.9,3299.9,3285.69,1112414,36550.46,51045,642215, 57.73,0.31
GVT&D,EQ, 26-Aug-2026,4185.0,4185.0,4368.9,4170.5,4340.0,4340.0,4284.96,998745,42795.77,91394,512184, 51.28,3.7
HAL,EQ, 26-Aug-2026,4900.0,4877.4,4937.6,4865.5,4865.5,4865.5,4899.45,416245,20393.72,32452,164181, 39.44,-0.7
HAVELLS,EQ, 26-Aug-2026,1269.1,1273.0,1276.7,1258.7,1258.7,1258.7,1263.07,455405,5752.07,22027,291070, 63.91,-0.82
HCLTECH,EQ, 26-Aug-2026,1315.8,1319.5,1323.0,1296.6,1298.5,1298.5,1304.83,834925,10894.39,33956,445018, 53.30,-1.31
HDFCAMC,EQ, 26-Aug-2026,2698.0,2698.0,2698.0,2651.0,2667.9,2667.9,2676.99,608105,16278.88,50973,347117, 57.08,-1.12
HDFCBANK,EQ, 26-Aug-2026,727.5,728.0,731.0,724.15,727.2,727.2,727.5,21156463,153913.08,214223,14135347, 66.81,-0.04
