SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 09-Sep-2026,1110.0,1104.4,1109.2,1087.4,1087.4,1087.4,1100.34,869898,9571.81,64089,517487, 59.49,-2.04
ABB,EQ, 09-Sep-2026,7387.0,7377.0,7480.0,7361.0,7401.5,7401.5,7402.94,309539,22915.0,30555,178554, 57.68,0.2
ABCAPITAL,EQ, 09-Sep-2026,396.95,396.85,402.05,393.55,400.0,400.0,398.98,2144020,8554.24,38643,1064989, 49.67,0.77
ADANIENSOL,EQ, 09-Sep-2026,1407.7,1406.0,1446.0,1396.5,1423.3,1423.3,1425.74,1914487,27295.61,47689,725191, 37.88,1.11
ADANIENT,EQ, 09-Sep-2026,2953.1,2959.9,3142.0,2935.2,3104.7,3104.7,3083.63,5320594,164067.23,176097,1961040, 36.86,5.13
ADANIGREEN,EQ, 09-Sep-2026,1292.0,1290.5,1339.7,1290.0,1315.0,1315.0,1322.05,2491107,32933.8,57152,821118, 32.96,1.78
ADANIPORTS,EQ, 09-Sep-2026,1710.0,1719.0,1785.9,1706.0,1775.0,1775.0,1756.55,5527528,97093.71,181655,3067600, 55.50,3.8
ADANIPOWER,EQ, 09-Sep-2026,208.4,207.1,216.1,206.5,214.9,214.9,213.17,33227588,70830.03,141639,12501381, 37.62,3.12
ALKEM,EQ, 09-Sep-2026,5181.0,5181.0,5222.0,5139.0,5139.0,5139.0,5173.66,106076,5488.02,15027,69062, 65.11,-0.81
AMBER,EQ, 09-Sep-2026,7308.0,7339.0,7362.5,7210.0,7210.0,7210.0,7277.58,97425,7090.19,14408,37845, 38.85,-1.34
AMBUJACEM,EQ, 09-Sep-2026,398.3,396.3,400.8,395.0,397.0,397.0,397.41,862520,3427.74,18674,378829, 43.92,-0.33
ANGELONE,EQ, 09-Sep-2026,298.0,297.95,303.65,291.6,299.05,299.05,298.47,7856510,23449.04,50246,2992142, 38.08,0.35
APLAPOLLO,EQ, 09-Sep-2026,2185.0,2182.0,2194.9,2165.0,2168.0,2168.0,2179.37,270373,5892.42,14756,150365, 55.61,-0.78
APOLLOHOSP,EQ, 09-Sep-2026,8837.5,8825.0,8974.5,8803.5,8967.0,8967.0,8936.46,375525,33558.62,39287,171189, 45.59,1.47
ASHOKLEY,EQ, 09-Sep-2026,169.0,167.12,169.27,166.22,167.0,167.0,167.55,7197614,12059.38,68010,2987359, 41.50,-1.18
ASIANPAINT,EQ, 09-Sep-2026,2481.6,2459.1,2489.0,2457.4,2489.0,2489.0,2475.66,432840,10715.63,35052,258653, 59.76,0.3
ASTRAL,EQ, 09-Sep-2026,1500.8,1492.8,1507.0,1465.6,1474.8,1474.8,1477.27,769503,11367.61,34919,457488, 59.45,-1.73
AUBANK,EQ, 09-Sep-2026,1073.7,1070.9,1077.9,1060.5,1060.5,1060.5,1068.62,1294481,13833.03,72887,823194, 63.59,-1.23
AUROPHARMA,EQ, 09-Sep-2026,1692.0,1685.0,1704.0,1672.0,1698.9,1698.9,1683.14,600583,10108.64,36210,285399, 47.52,0.41
AXISBANK,EQ, 09-Sep-2026,1244.9,1236.0,1257.4,1234.7,1238.5,1238.5,1243.19,6679663,83041.07,98429,4863901, 72.82,-0.51
BAJAJ-AUTO,EQ, 09-Sep-2026,11880.0,11841.0,11896.0,11740.0,11790.0,11790.0,11798.06,119472,14095.37,23333,68710, 57.51,-0.76
BAJAJFINSV,EQ, 09-Sep-2026,1938.1,1939.1,1951.9,1921.5,1927.0,1927.0,1934.6,617280,11941.87,39990,403394, 65.35,-0.57
