SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 18-Sep-2026,1061.3,1060.5,1086.1,1060.5,1073.1,1073.1,1077.89,519067,5594.95,25530,347735, 66.99,1.11
ABB,EQ, 18-Sep-2026,7130.5,7185.5,7307.0,7151.0,7270.5,7270.5,7224.4,383030,27671.62,31908,220700, 57.62,1.96
ABCAPITAL,EQ, 18-Sep-2026,390.0,390.5,410.05,390.5,410.05,410.05,403.22,4888619,19711.99,37728,3053891, 62.47,5.14
ADANIENSOL,EQ, 18-Sep-2026,1386.8,1380.9,1436.5,1380.9,1436.1,1436.1,1421.82,2145921,30511.23,56528,1136258, 52.95,3.55
ADANIENT,EQ, 18-Sep-2026,2923.2,2933.0,3020.0,2924.6,3020.0,3020.0,2990.42,1628125,48687.8,45436,909369, 55.85,3.31
ADANIGREEN,EQ, 18-Sep-2026,1274.2,1274.2,1337.9,1274.2,1334.5,1334.5,1314.59,2597171,34142.11,55633,926233, 35.66,4.73
ADANIPORTS,EQ, 18-Sep-2026,1738.3,1748.0,1824.0,1744.0,1824.0,1824.0,1787.0,4148803,74139.05,70921,3187106, 76.82,4.93
ADANIPOWER,EQ, 18-Sep-2026,205.92,206.05,209.6,205.64,206.6,206.6,207.63,18185888,37759.45,67512,8102807, 44.56,0.33
ALKEM,EQ, 18-Sep-2026,5348.5,5378.5,5466.5,5310.5,5466.5,5466.5,5365.73,320770,17211.65,21119,244775, 76.31,2.21
AMBER,EQ, 18-Sep-2026,7046.0,7080.5,7164.5,7075.0,7125.0,7125.0,7129.18,75972,5416.18,14601,30421, 40.04,1.12
AMBUJACEM,EQ, 18-Sep-2026,383.25,384.55,396.0,383.9,388.3,388.3,390.19,2583375,10080.08,29542,1292295, 50.02,1.32
ANGELONE,EQ, 18-Sep-2026,295.0,295.0,301.75,295.0,299.1,299.1,299.65,3531096,10580.91,31620,1453492, 41.16,1.39
APLAPOLLO,EQ, 18-Sep-2026,2148.5,2154.9,2270.1,2146.3,2270.1,2270.1,2207.26,1115754,24627.56,40097,720174, 64.55,5.66
APOLLOHOSP,EQ, 18-Sep-2026,8768.5,8800.0,8944.5,8798.0,8944.5,8944.5,8859.72,344265,30500.91,32846,260438, 75.65,2.01
ASHOKLEY,EQ, 18-Sep-2026,158.62,159.1,163.12,158.51,163.0,163.0,162.06,17546400,28436.0,56501,12077095, 68.83,2.76
ASIANPAINT,EQ, 18-Sep-2026,2454.0,2455.7,2474.0,2438.0,2451.3,2451.3,2453.19,1000730,24549.84,50142,683121, 68.26,-0.11
ASTRAL,EQ, 18-Sep-2026,1398.9,1400.0,1427.7,1397.5,1427.7,1427.7,1411.52,1389183,19608.53,46516,910419, 65.54,2.06
AUBANK,EQ, 18-Sep-2026,1039.3,1040.5,1058.6,1033.3,1058.6,1058.6,1043.98,1251837,13068.93,28229,811439, 64.82,1.86
AUROPHARMA,EQ, 18-Sep-2026,1690.0,1683.2,1734.0,1676.1,1734.0,1734.0,1697.5,1209478,20530.86,30644,678997, 56.14,2.6
AXISBANK,EQ, 18-Sep-2026,1240.0,1244.0,1257.0,1240.5,1257.0,1257.0,1249.52,5693016,71135.14,106154,4627220, 81.28,1.37
BAJAJ-AUTO,EQ, 18-Sep-2026,11500.0,11501.0,11540.0,11406.0,11414.0,11414.0,11447.3,296757,33970.66,32564,221542, 74.65,-0.75
BAJAJFINSV,EQ, 18-Sep-2026,1859.2,1857.2,1872.6,1852.5,1852.5,1852.5,1859.61,719520,13380.28,33704,504220, 70.08,-0.36
BAJAJHLDNG,EQ, 18-Sep-2026,11010.0,11094.0,11363.0,11070.0,11282.0,11282.0,11252.2,56100,6312.49,12744,35406, 63.11,2.47
BAJFINANCE,EQ, 18-Sep-2026,1015.0,1025.9,1040.3,1019.1,1040.3,1040.3,1030.46,8201656,84514.81,121018,6226077, 75.91,2.49
BANDHANBNK,EQ, 18-Sep-2026,171.5,173.0,178.3,172.5,175.0,175.0,176.56,20360613,35948.78,69527,12181525, 59.83,2.04
BANKBARODA,EQ, 18-Sep-2026,232.3,233.56,234.94,231.92,234.94,234.94,233.52,7110561,16604.69,37155,4640856, 65.27,1.14
BANKINDIA,EQ, 18-Sep-2026,138.17,138.78,140.0,138.02,140.0,140.0,139.18,4269930,5942.98,22262,2634281, 61.69,1.32
BDL,EQ, 18-Sep-2026,1151.9,1151.9,1196.6,1151.0,1196.6,1196.6,1171.36,741593,8686.69,25146,263144, 35.48,3.88
BEL,EQ, 18-Sep-2026,395.45,397.4,399.2,393.3,393.3,393.3,396.85,11862641,47077.23,99011,6761334, 57.00,-0.54
BHARATFORG,EQ, 18-Sep-2026,1918.7,1940.1,1994.9,1940.1,1962.1,1962.1,1977.31,1602315,31682.74,59994,675949, 42.19,2.26
BHARTIARTL,EQ, 18-Sep-2026,1836.0,1843.0,1893.3,1835.3,1893.3,1893.3,1874.1,14189780,265930.41,75788,12483302, 87.97,3.12
BHEL,EQ, 18-Sep-2026,429.2,428.4,439.9,427.25,439.9,439.9,434.13,7669374,33295.24,56329,3865871, 50.41,2.49
BIOCON,EQ, 18-Sep-2026,380.0,380.05,388.0,379.3,385.0,385.0,384.57,7901211,30385.98,26851,6325497, 80.06,1.32
BLUESTARCO,EQ, 18-Sep-2026,1553.0,1551.2,1571.5,1531.8,1531.8,1531.8,1555.23,798646,12420.78,47644,462754, 57.94,-1.37
BOSCHLTD,EQ, 18-Sep-2026,47735.0,47850.0,48650.0,47000.0,47000.0,47000.0,47786.29,27389,13088.19,11767,14282, 52.15,-1.54
BPCL,EQ, 18-Sep-2026,307.0,308.55,314.2,308.25,314.0,314.0,312.36,9439555,29485.03,59458,7022774, 74.40,2.28
BRITANNIA,EQ, 18-Sep-2026,4982.0,4982.0,5026.5,4968.0,4998.0,4998.0,5007.56,346885,17370.48,27865,260436, 75.08,0.32
BSE,EQ, 18-Sep-2026,3259.0,3259.0,3296.0,3241.0,3266.4,3266.4,3258.92,2075360,67634.24,85963,901434, 43.44,0.23
CAMS,EQ, 18-Sep-2026,714.95,712.65,723.6,708.05,708.05,708.05,715.14,1128255,8068.57,39176,596435, 52.86,-0.97
CANBK,EQ, 18-Sep-2026,123.9,123.81,123.89,123.01,123.78,123.78,123.44,11489793,14182.63,53655,6890669, 59.97,-0.1
CDSL,EQ, 18-Sep-2026,1349.4,1348.0,1390.0,1346.5,1390.0,1390.0,1376.96,1694146,23327.79,44771,697061, 41.15,3.01
CGPOWER,EQ, 18-Sep-2026,880.0,883.65,911.0,881.3,892.0,892.0,901.61,3114673,28082.28,51681,1520654, 48.82,1.36
CHOLAFIN,EQ, 18-Sep-2026,1764.5,1769.3,1804.4,1766.0,1800.0,1800.0,1786.96,1509978,26982.68,38127,1000916, 66.29,2.01
CIPLA,EQ, 18-Sep-2026,1376.3,1371.7,1394.5,1371.7,1394.5,1394.5,1384.88,1386584,19202.52,31702,943438, 68.04,1.32
COALINDIA,EQ, 18-Sep-2026,418.0,418.0,419.95,409.65,409.9,409.9,411.88,7700870,31718.68,84630,4948015, 64.25,-1.94
COCHINSHIP,EQ, 18-Sep-2026,1334.3,1335.0,1398.0,1333.0,1398.0,1398.0,1373.6,1456165,20001.91,34268,765720, 52.58,4.77
COFORGE,EQ, 18-Sep-2026,1793.0,1793.0,1841.0,1754.2,1841.0,1841.0,1786.02,2489460,44462.35,82143,1461501, 58.71,2.68
COLPAL,EQ, 18-Sep-2026,1840.3,1841.5,1917.8,1836.9,1917.8,1917.8,1884.23,601910,11341.38,25550,419181, 69.64,4.21
CONCOR,EQ, 18-Sep-2026,488.15,489.0,504.55,485.1,504.55,504.55,497.18,2242132,11147.34,20131,1502403, 67.01,3.36
CROMPTON,EQ, 18-Sep-2026,225.1,226.0,227.12,225.11,227.12,227.12,226.51,1405047,3182.57,10315,945115, 67.27,0.9
CUMMINSIND,EQ, 18-Sep-2026,5020.0,5000.0,5119.0,5000.0,5099.5,5099.5,5094.82,502366,25594.66,40645,369945, 73.64,1.58
DABUR,EQ, 18-Sep-2026,384.55,384.6,395.25,382.95,395.25,395.25,389.18,2455500,9556.21,28526,1673364, 68.15,2.78
DALBHARAT,EQ, 18-Sep-2026,1693.3,1695.0,1805.0,1685.1,1804.9,1761.4,1739.46,374184,6508.79,26846,194857, 52.08,4.02
DELHIVERY,EQ, 18-Sep-2026,425.95,426.1,433.55,425.85,428.0,428.0,429.55,1686221,7243.14,31130,1108231, 65.72,0.48
DIVISLAB,EQ, 18-Sep-2026,9323.0,9346.5,9445.0,9328.5,9375.0,9375.0,9376.95,691534,64844.78,96421,492740, 71.25,0.56
DIXON,EQ, 18-Sep-2026,13290.0,13290.0,13383.0,13005.0,13005.0,13005.0,13171.6,371296,48905.61,38430,195168, 52.56,-2.14
DLF,EQ, 18-Sep-2026,640.0,640.0,653.7,640.0,644.35,644.35,649.12,2890331,18761.82,62039,1847279, 63.91,0.68
DMART,EQ, 18-Sep-2026,3711.2,3711.1,3755.8,3680.0,3749.9,3749.9,3715.61,881497,32753.03,31216,626100, 71.03,1.04
DRREDDY,EQ, 18-Sep-2026,1175.0,1182.6,1207.5,1182.1,1185.0,1185.0,1192.09,3002566,35793.22,81367,1743201, 58.06,0.85
