SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 11-Sep-2026,1094.9,1089.7,1098.3,1065.6,1091.0,1091.0,1086.56,835305,9076.11,52412,413109, 53.91,-0.36
ABB,EQ, 11-Sep-2026,7329.0,7294.0,7324.0,7173.0,7274.0,7274.0,7261.68,192422,13973.07,26975,86043, 49.70,-0.75
ABCAPITAL,EQ, 11-Sep-2026,400.0,395.0,396.2,391.0,395.0,395.0,393.67,1630117,6417.26,39307,646243, 44.20,-1.25
ADANIENSOL,EQ, 11-Sep-2026,1391.9,1375.0,1382.0,1364.2,1373.0,1373.0,1372.67,1154404,15846.11,34935,427239, 44.53,-1.36
ADANIENT,EQ, 11-Sep-2026,3077.2,3040.0,3065.0,2999.0,3060.0,3060.0,3034.56,1815342,55087.59,80412,767389, 47.55,-0.56
ADANIGREEN,EQ, 11-Sep-2026,1299.1,1292.6,1302.4,1273.2,1281.3,1281.3,1282.81,997068,12790.52,24157,346488, 37.35,-1.37
ADANIPORTS,EQ, 11-Sep-2026,1768.0,1755.0,1771.9,1750.8,1764.6,1764.6,1760.16,1674823,29479.56,53859,911385, 61.38,-0.19
ADANIPOWER,EQ, 11-Sep-2026,213.5,212.0,212.48,208.41,209.97,209.97,210.0,10271412,21569.8,55201,3360915, 37.17,-1.65
ALKEM,EQ, 11-Sep-2026,5138.0,5122.0,5128.0,5051.0,5087.5,5087.5,5083.7,238760,12137.84,14707,178844, 78.42,-0.98
AMBER,EQ, 11-Sep-2026,7280.0,7261.0,7261.0,7125.5,7245.0,7245.0,7205.64,111991,8069.66,16826,32846, 36.22,-0.48
AMBUJACEM,EQ, 11-Sep-2026,395.6,393.0,393.55,387.65,391.85,391.85,390.05,1311052,5113.74,21400,472908, 38.73,-0.95
ANGELONE,EQ, 11-Sep-2026,297.3,295.0,307.4,289.05,305.0,305.0,298.02,5942668,17710.07,60674,1809931, 36.56,2.59
APLAPOLLO,EQ, 11-Sep-2026,2194.8,2176.2,2176.2,2109.8,2153.5,2153.5,2150.2,591497,12718.38,37491,240007, 45.68,-1.88
APOLLOHOSP,EQ, 11-Sep-2026,8900.0,8806.0,8950.0,8806.0,8836.0,8836.0,8896.09,207930,18497.65,34885,112548, 61.09,-0.72
ASHOKLEY,EQ, 11-Sep-2026,166.12,163.8,165.04,160.0,163.75,163.75,162.51,19044403,30948.23,109344,8631278, 48.72,-1.43
ASIANPAINT,EQ, 11-Sep-2026,2498.1,2453.2,2472.5,2442.8,2472.5,2472.5,2461.44,653006,16073.37,52085,291750, 54.05,-1.02
ASTRAL,EQ, 11-Sep-2026,1459.0,1452.0,1456.0,1402.5,1411.4,1411.4,1414.59,872167,12337.57,45744,462436, 60.09,-3.26
AUBANK,EQ, 11-Sep-2026,1054.7,1052.0,1061.2,1033.2,1058.9,1058.9,1048.81,1058773,11104.52,29111,430085, 47.94,0.4
AUROPHARMA,EQ, 11-Sep-2026,1668.4,1666.7,1681.4,1655.5,1679.8,1679.8,1672.65,494251,8267.11,27831,206844, 50.35,0.68
AXISBANK,EQ, 11-Sep-2026,1246.0,1237.9,1252.8,1229.8,1246.0,1246.0,1245.38,4562285,56817.78,137530,2301302, 57.75,0.0
BAJAJ-AUTO,EQ, 11-Sep-2026,11768.0,11624.0,11723.0,11529.0,11678.0,11678.0,11651.99,214731,25020.44,34542,119990, 64.81,-0.76
BAJAJFINSV,EQ, 11-Sep-2026,1940.5,1912.1,1926.0,1895.0,1913.5,1913.5,1909.09,762375,14554.41,37816,368606, 52.03,-1.39
BAJAJHLDNG,EQ, 11-Sep-2026,10992.0,10990.0,11146.0,10922.0,11134.0,11134.0,11061.36,49910,5520.73,11684,21847, 48.40,1.29
BAJFINANCE,EQ, 11-Sep-2026,1043.5,1031.0,1035.0,1015.1,1034.5,1034.5,1027.92,5411299,55623.6,129025,3001489, 64.25,-0.86
BANDHANBNK,EQ, 11-Sep-2026,174.0,171.75,178.54,170.85,176.52,176.52,175.98,25334991,44584.09,72248,13889255, 57.58,1.45
BANKBARODA,EQ, 11-Sep-2026,237.62,235.35,238.13,234.3,238.13,238.13,236.51,7018275,16598.58,46127,3327556, 52.12,0.21
BANKINDIA,EQ, 11-Sep-2026,141.0,140.0,140.1,137.26,140.0,140.0,139.19,4385344,6103.84,21988,1249377, 36.27,-0.71
BDL,EQ, 11-Sep-2026,1195.0,1185.0,1192.0,1165.0,1190.0,1190.0,1178.27,974802,11485.85,37859,295627, 33.34,-0.42
BEL,EQ, 11-Sep-2026,405.0,402.6,405.4,399.25,404.35,404.35,403.29,7805974,31480.51,70781,4236659, 61.42,-0.16
BHARATFORG,EQ, 11-Sep-2026,1954.9,1947.8,1947.9,1908.6,1944.9,1944.9,1929.63,283776,5475.81,19789,92941, 40.07,-0.51
BHARTIARTL,EQ, 11-Sep-2026,1839.0,1832.0,1852.0,1830.5,1831.1,1831.1,1842.48,4181325,77040.04,138752,2571458, 71.18,-0.43
