SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 24-Sep-2026,1108.0,1099.5,1103.0,1066.9,1080.8,1080.8,1079.27,1356395,14639.16,42931,723029, 53.31,-2.45
ABB,EQ, 24-Sep-2026,7120.0,7080.0,7144.5,7062.5,7129.0,7129.0,7116.28,141360,10059.58,17896,64136, 45.37,0.13
ABCAPITAL,EQ, 24-Sep-2026,402.45,394.6,401.7,388.5,390.1,390.1,393.72,4053381,15958.85,38319,2290126, 56.50,-3.07
ADANIENSOL,EQ, 24-Sep-2026,1380.0,1367.0,1371.4,1335.1,1340.5,1340.5,1349.56,1837547,24798.79,61657,971564, 52.87,-2.86
ADANIENT,EQ, 24-Sep-2026,2993.2,2978.0,2978.0,2898.2,2900.0,2900.0,2930.93,1082462,31726.2,53908,466774, 43.12,-3.11
ADANIGREEN,EQ, 24-Sep-2026,1300.9,1295.0,1309.8,1277.8,1280.1,1280.1,1294.81,2379526,30810.27,44329,1358234, 57.08,-1.6
ADANIPORTS,EQ, 24-Sep-2026,1807.3,1802.4,1802.4,1775.0,1785.3,1785.3,1786.92,1589739,28407.34,76347,1028458, 64.69,-1.22
ADANIPOWER,EQ, 24-Sep-2026,204.8,203.8,203.8,198.8,199.48,199.48,201.36,20283670,40843.46,96066,9955882, 49.08,-2.6
ALKEM,EQ, 24-Sep-2026,5417.5,5372.0,5447.0,5261.5,5326.0,5326.0,5345.09,165474,8844.73,33662,51953, 31.40,-1.69
AMBER,EQ, 24-Sep-2026,7064.5,7025.5,7050.0,6911.0,6911.0,6911.0,6982.93,86469,6038.07,13748,34572, 39.98,-2.17
AMBUJACEM,EQ, 24-Sep-2026,392.75,390.0,390.9,382.65,384.1,384.1,386.21,912389,3523.74,22069,388122, 42.54,-2.2
