SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 04-Sep-2026,1155.0,1149.1,1156.1,1127.1,1137.0,1137.0,1140.54,603451,6882.6,32281,311039, 51.54,-1.56
ABB,EQ, 04-Sep-2026,7432.0,7445.5,7470.0,7376.0,7410.0,7410.0,7418.71,150500,11165.16,18754,82551, 54.85,-0.3
ABCAPITAL,EQ, 04-Sep-2026,402.0,400.2,407.4,400.2,404.9,404.9,404.54,2167785,8769.58,34690,1118270, 51.59,0.72
ADANIENSOL,EQ, 04-Sep-2026,1385.7,1385.6,1412.7,1376.7,1409.6,1409.6,1403.09,1386991,19460.73,34134,620353, 44.73,1.72
ADANIENT,EQ, 04-Sep-2026,2901.0,2900.0,2965.0,2882.8,2938.0,2938.0,2934.51,1060844,31130.53,45143,346901, 32.70,1.28
ADANIGREEN,EQ, 04-Sep-2026,1283.4,1288.0,1304.5,1278.2,1301.3,1301.3,1296.33,768437,9961.45,25762,277347, 36.09,1.39
ADANIPORTS,EQ, 04-Sep-2026,1706.5,1699.9,1716.9,1692.4,1707.3,1707.3,1707.46,1281968,21889.11,43769,753346, 58.76,0.05
ADANIPOWER,EQ, 04-Sep-2026,208.29,208.29,208.99,206.75,207.2,207.2,207.59,9328145,19364.33,49319,3318652, 35.58,-0.52
ALKEM,EQ, 04-Sep-2026,5193.0,5190.0,5210.5,5130.0,5190.0,5190.0,5175.76,63261,3274.24,10154,34555, 54.62,-0.06
AMBER,EQ, 04-Sep-2026,7410.0,7428.0,7524.0,7380.0,7474.0,7474.0,7470.87,128335,9587.74,19991,54205, 42.24,0.86
AMBUJACEM,EQ, 04-Sep-2026,405.0,404.95,408.2,404.25,405.0,405.0,405.91,807422,3277.43,13152,327098, 40.51,0.0
ANGELONE,EQ, 04-Sep-2026,286.0,295.1,308.35,294.75,299.8,299.8,301.46,29274355,88250.66,175151,5953130, 20.34,4.83
APLAPOLLO,EQ, 04-Sep-2026,2159.4,2154.6,2281.0,2150.4,2250.0,2250.0,2221.62,955928,21237.08,31541,478164, 50.02,4.2
APOLLOHOSP,EQ, 04-Sep-2026,8692.0,8702.5,8740.0,8641.0,8650.0,8650.0,8674.06,288351,25011.75,30333,219653, 76.18,-0.48
ASHOKLEY,EQ, 04-Sep-2026,169.35,168.98,173.29,168.18,169.0,169.0,170.58,13509881,23044.74,59938,7214313, 53.40,-0.21
ASIANPAINT,EQ, 04-Sep-2026,2541.6,2540.0,2553.9,2519.8,2527.3,2527.3,2535.19,399368,10124.72,32272,240625, 60.25,-0.56
ASTRAL,EQ, 04-Sep-2026,1495.2,1489.8,1509.9,1484.0,1492.9,1492.9,1494.65,658868,9847.8,24797,416557, 63.22,-0.15
AUBANK,EQ, 04-Sep-2026,1072.0,1071.9,1074.1,1060.4,1065.0,1065.0,1068.57,602949,6442.95,31140,295430, 49.00,-0.65
AUROPHARMA,EQ, 04-Sep-2026,1637.3,1637.3,1661.5,1622.6,1653.1,1653.1,1650.34,573938,9471.92,26194,223407, 38.93,0.97
AXISBANK,EQ, 04-Sep-2026,1267.0,1270.3,1280.7,1262.0,1273.0,1273.0,1274.46,3810611,48564.55,61874,2360804, 61.95,0.47
BAJAJ-AUTO,EQ, 04-Sep-2026,11920.0,12005.0,12025.0,11873.0,11919.0,11919.0,11939.85,154199,18411.13,19294,90859, 58.92,-0.01
BAJAJFINSV,EQ, 04-Sep-2026,1992.1,1985.0,1994.2,1970.0,1970.0,1970.0,1978.93,437793,8663.6,31032,234585, 53.58,-1.11
BAJAJHLDNG,EQ, 04-Sep-2026,11165.0,11102.0,11355.0,11100.0,11162.0,11162.0,11206.36,37106,4158.23,10973,19680, 53.04,-0.03
BAJFINANCE,EQ, 04-Sep-2026,1049.0,1050.6,1063.6,1049.7,1060.5,1060.5,1056.06,5952048,62856.95,104933,4387056, 73.71,1.1
BANDHANBNK,EQ, 04-Sep-2026,164.23,165.11,166.74,164.5,164.95,164.95,165.37,2928918,4843.63,21919,1446683, 49.39,0.44
BANKBARODA,EQ, 04-Sep-2026,240.44,242.37,242.37,239.0,239.0,239.0,240.1,7816984,18768.63,34280,5188974, 66.38,-0.6
BANKINDIA,EQ, 04-Sep-2026,145.0,144.8,145.8,144.11,145.0,145.0,145.07,2902558,4210.6,44590,1331072, 45.86,0.0
BDL,EQ, 04-Sep-2026,1257.7,1253.0,1293.0,1253.0,1255.0,1255.0,1273.28,1391949,17723.34,42408,411661, 29.57,-0.21
