SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
ASTRAL, EQ, 10-Aug-2026,1444.0,1445.0,1449.7,1431.1,1437.0,1437.0,1437.67,199026,2861.34,18586, 112671, 56.61,-0.48
AUBANK, EQ, 10-Aug-2026,1067.0,1068.3,1071.9,1061.0,1068.0,1068.0,1066.39,812656,8666.09,30568, 491379, 60.47,0.09
AUROPHARMA, EQ, 10-Aug-2026,1658.0,1668.0,1671.9,1635.2,1648.0,1648.0,1655.03,1165336,19286.71,45731, 602295, 51.68,-0.6
AXISBANK, EQ, 10-Aug-2026,1238.0,1235.0,1250.0,1235.0,1247.3,1247.3,1244.19,3661847,45560.26,123536, 2381673, 65.04,0.75
BAJAJ-AUTO, EQ, 10-Aug-2026,11662.0,11662.0,11786.0,11615.0,11677.0,11677.0,11714.68,199134,23327.92,33029, 114238, 57.37,0.13
BAJAJFINSV, EQ, 10-Aug-2026,2008.9,2009.0,2037.1,1992.6,2021.3,2021.3,2019.82,944721,19081.62,67904, 516252, 54.65,0.62
BAJAJHLDNG, EQ, 10-Aug-2026,11263.0,11263.0,11498.0,11219.0,11471.0,11471.0,11404.36,36334,4143.66,10265, 16874, 46.44,1.85
BAJFINANCE, EQ, 10-Aug-2026,1078.0,1078.0,1106.1,1070.8,1102.2,1102.2,1091.38,7303098,79704.84,106103, 4605173, 63.06,2.24
BANDHANBNK, EQ, 10-Aug-2026,176.02,176.05,176.67,172.3,172.62,172.62,173.98,6631422,11537.34,54300, 3868378, 58.33,-1.93
BANKBARODA, EQ, 10-Aug-2026,250.7,250.11,250.98,246.17,247.81,247.81,248.75,6890654,17140.47,79322, 3700598, 53.70,-1.15
BANKINDIA, EQ, 10-Aug-2026,145.0,145.0,145.34,140.5,141.0,141.0,142.26,6552285,9321.24,31364, 3010008, 45.94,-2.76
BDL, EQ, 10-Aug-2026,1294.0,1294.0,1313.2,1280.0,1310.0,1310.0,1299.83,886389,11521.57,32344, 336308, 37.94,1.24
BEL, EQ, 10-Aug-2026,401.0,402.0,405.65,399.25,404.35,404.35,402.78,7836426,31563.17,99035, 4411107, 56.29,0.84
BHARATFORG, EQ, 10-Aug-2026,2265.2,2278.8,2295.0,2056.1,2093.1,2093.1,2144.36,5058607,108474.99,182368, 1514495, 29.94,-7.6
BHARTIARTL, EQ, 10-Aug-2026,1959.9,1955.0,1959.0,1935.0,1943.0,1943.0,1944.11,3671000,71368.2,120219, 2444884, 66.60,-0.86
BHEL, EQ, 10-Aug-2026,405.2,404.75,409.45,400.2,409.0,409.0,405.77,4506602,18286.62,51646, 1549046, 34.37,0.94
BIOCON, EQ, 10-Aug-2026,426.35,426.0,429.9,423.0,426.1,426.1,425.41,2289723,9740.76,29382, 1165819, 50.92,-0.06
BLUESTARCO, EQ, 10-Aug-2026,1514.0,1514.0,1514.8,1484.1,1508.0,1508.0,1500.73,856403,12852.3,41821, 456771, 53.34,-0.4
BOSCHLTD, EQ, 10-Aug-2026,42950.0,42950.0,43505.0,42620.0,43505.0,43505.0,43036.33,40508,17433.16,16336, 14655, 36.18,1.29
BPCL, EQ, 10-Aug-2026,321.0,320.2,320.95,316.25,318.5,318.5,318.49,3056257,9733.83,45557, 1883856, 61.64,-0.78
BRITANNIA, EQ, 10-Aug-2026,5510.0,5512.5,5643.5,5512.5,5623.5,5623.5,5591.38,327625,18318.75,27069, 145102, 44.29,2.06
BSE, EQ, 10-Aug-2026,3457.1,3457.1,3615.0,3427.6,3596.1,3596.1,3553.21,6338788,225230.41,252648, 2461120, 38.83,4.02
CAMS, EQ, 10-Aug-2026,787.5,783.15,798.4,780.05,789.45,789.45,789.95,1528991,12078.23,53193, 439287, 28.73,0.25
CANBK, EQ, 10-Aug-2026,131.95,132.4,132.55,128.65,129.0,129.0,130.53,21940289,28638.62,77736, 9424436, 42.95,-2.24
CDSL, EQ, 10-Aug-2026,1328.0,1328.0,1341.9,1318.2,1332.5,1332.5,1332.66,790304,10532.03,26902, 288537, 36.51,0.34
CGPOWER, EQ, 10-Aug-2026,879.0,880.05,881.95,868.25,879.0,879.0,877.14,1204997,10569.48,27768, 671311, 55.71,0.0
CHOLAFIN, EQ, 10-Aug-2026,1866.2,1875.9,1920.0,1862.0,1920.0,1920.0,1903.47,1593186,30325.86,51133, 1081761, 67.90,2.88
CIPLA, EQ, 10-Aug-2026,1463.8,1463.8,1483.7,1462.0,1467.7,1467.7,1469.53,662981,9742.67,39766, 373632, 56.36,0.27
COALINDIA, EQ, 10-Aug-2026,415.25,415.0,415.15,410.35,411.0,411.0,412.29,6284552,25910.84,115597, 4251780, 67.65,-1.02
COCHINSHIP, EQ, 10-Aug-2026,1519.7,1519.7,1524.9,1498.1,1502.0,1502.0,1511.93,637249,9634.75,29227, 249929, 39.22,-1.16
COFORGE, EQ, 10-Aug-2026,1776.0,1783.1,1822.6,1783.1,1810.0,1810.0,1808.72,2623273,47447.6,65160, 1231512, 46.95,1.91
COLPAL, EQ, 10-Aug-2026,2030.0,2028.5,2031.2,2005.7,2019.5,2019.5,2015.1,212214,4276.32,25750, 130235, 61.37,-0.52
CONCOR, EQ, 10-Aug-2026,505.2,507.0,507.4,498.25,501.9,501.9,502.06,2519164,12647.78,33618, 1568949, 62.28,-0.65
CROMPTON, EQ, 10-Aug-2026,249.95,249.95,252.2,246.05,247.55,247.55,248.31,3970755,9859.59,42822, 1394152, 35.11,-0.96
CUMMINSIND, EQ, 10-Aug-2026,5426.0,5480.0,5486.0,5393.5,5448.0,5448.0,5435.5,225721,12269.07,24806, 123474, 54.70,0.41
DABUR, EQ, 10-Aug-2026,410.0,411.45,414.2,409.25,414.2,414.2,412.43,1346084,5551.67,23675, 725326, 53.88,1.02
DALBHARAT, EQ, 10-Aug-2026,1827.4,1832.8,1859.8,1815.2,1845.0,1845.0,1838.3,195422,3592.44,10829, 63196, 32.34,0.96
DELHIVERY, EQ, 10-Aug-2026,473.3,456.4,483.35,452.5,478.35,478.35,472.55,14741730,69661.69,122029, 5709419, 38.73,1.07
DIVISLAB, EQ, 10-Aug-2026,8275.0,8285.0,8350.0,8258.5,8300.0,8300.0,8291.99,379960,31506.26,39797, 258059, 67.92,0.3
DIXON, EQ, 10-Aug-2026,14200.0,14200.0,14271.0,14001.0,14115.0,14115.0,14148.61,276636,39140.16,40043, 115756, 41.84,-0.6
DLF, EQ, 10-Aug-2026,642.0,642.0,660.9,639.3,660.0,660.0,655.17,3031205,19859.45,51133, 953661, 31.46,2.8
DMART, EQ, 10-Aug-2026,3900.0,3910.0,4059.8,3897.0,4054.0,4054.0,4000.57,552732,22112.41,36050, 237232, 42.92,3.95
DRREDDY, EQ, 10-Aug-2026,1172.0,1172.0,1178.8,1156.0,1158.8,1158.8,1166.34,1770609,20651.38,42030, 1196457, 67.57,-1.13
EICHERMOT, EQ, 10-Aug-2026,8020.0,8000.0,8024.0,7938.0,7975.0,7975.0,7984.9,372667,29757.09,41013, 227607, 61.08,-0.56
ETERNAL, EQ, 10-Aug-2026,315.0,315.45,316.25,309.5,310.25,310.25,311.88,16471148,51370.33,92925, 7962196, 48.34,-1.51
FEDERALBNK, EQ, 10-Aug-2026,356.25,357.0,358.6,353.95,358.35,358.35,355.25,2848547,10119.38,76528, 1794980, 63.01,0.59
FORCEMOT, EQ, 10-Aug-2026,18500.0,18500.0,18838.0,18210.0,18300.0,18300.0,18484.97,50756,9382.23,13144, 15921, 31.37,-1.08
FORTIS, EQ, 10-Aug-2026,955.15,965.05,978.7,944.3,945.15,945.15,959.12,2217206,21265.64,56727, 1061671, 47.88,-1.05
GAIL, EQ, 10-Aug-2026,173.63,173.49,173.49,170.02,172.5,172.5,171.37,9148494,15677.81,50377, 4630321, 50.61,-0.65
GLENMARK, EQ, 10-Aug-2026,2279.1,2293.0,2297.8,2251.3,2251.3,2251.3,2272.83,257787,5859.05,19413, 93766, 36.37,-1.22
GMRAIRPORT, EQ, 10-Aug-2026,107.2,107.62,107.62,105.77,106.3,106.3,106.51,4292976,4572.37,32368, 2253059, 52.48,-0.84
GODFRYPHLP, EQ, 10-Aug-2026,2286.0,2299.8,2309.8,2272.7,2289.0,2289.0,2290.33,176163,4034.71,13170, 62070, 35.23,0.13
GODREJCP, EQ, 10-Aug-2026,1050.0,1052.3,1052.5,1020.7,1033.0,1033.0,1031.23,1516590,15639.54,47648, 732223, 48.28,-1.62
GODREJPROP, EQ, 10-Aug-2026,2070.0,2070.0,2120.0,2057.6,2108.4,2108.4,2099.26,364012,7641.56,21343, 146026, 40.12,1.86
GRASIM, EQ, 10-Aug-2026,3323.0,3324.0,3411.1,3290.2,3380.5,3380.5,3383.04,2568033,86877.7,84438, 1620979, 63.12,1.73
GVT&D, EQ, 10-Aug-2026,4299.0,4299.0,4360.7,4134.0,4330.0,4330.0,4247.8,1531594,65059.06,114647, 705480, 46.06,0.72
HAL, EQ, 10-Aug-2026,4910.0,4910.0,4960.0,4895.4,4928.0,4928.0,4929.44,589472,29057.66,44520, 261525, 44.37,0.37
HAVELLS, EQ, 10-Aug-2026,1288.0,1285.0,1287.4,1273.7,1285.0,1285.0,1282.34,327152,4195.19,21368, 173802, 53.13,-0.23
HCLTECH, EQ, 10-Aug-2026,1356.6,1356.6,1367.5,1351.6,1357.2,1357.2,1358.42,1321698,17954.24,60911, 774534, 58.60,0.04
HDFCAMC, EQ, 10-Aug-2026,2545.0,2545.0,2574.9,2525.6,2560.0,2560.0,2553.32,389795,9952.71,30455, 189541, 48.63,0.59
HDFCBANK, EQ, 10-Aug-2026,731.0,731.5,737.55,728.5,731.0,731.0,732.79,23660590,173383.18,375251, 15810637, 66.82,0.0
HDFCLIFE, EQ, 10-Aug-2026,540.0,540.0,541.8,531.05,540.0,540.0,536.85,4001242,21480.86,66741, 2208945, 55.21,0.0
HEROMOTOCO, EQ, 10-Aug-2026,5725.0,5765.0,5933.0,5756.5,5860.0,5860.0,5877.44,990018,58187.72,89622, 435754, 44.01,2.36
HINDALCO, EQ, 10-Aug-2026,1059.6,1065.0,1068.35,1040.45,1054.05,1054.05,1052.23,7055761,74242.74,133328, 3426255, 48.56,-0.52
HINDPETRO, EQ, 10-Aug-2026,393.05,395.0,396.4,391.15,393.15,393.15,393.08,6272362,24655.4,59361, 3881047, 61.88,0.03
HINDUNILVR, EQ, 10-Aug-2026,2096.0,2096.0,2097.0,2076.0,2087.2,2087.2,2085.67,1118008,23317.97,50686, 674387, 60.32,-0.42
HINDZINC, EQ, 10-Aug-2026,603.0,606.0,608.4,593.05,595.15,595.15,600.35,5105932,30653.28,64904, 2377819, 46.57,-1.3
HYUNDAI, EQ, 10-Aug-2026,2200.5,2193.7,2251.5,2193.7,2223.0,2223.0,2232.63,524344,11706.69,30692, 203132, 38.74,1.02
ICICIBANK, EQ, 10-Aug-2026,1421.0,1428.1,1441.9,1415.5,1431.8,1431.8,1426.2,12749354,181831.54,142995, 8608372, 67.52,0.76
ICICIGI, EQ, 10-Aug-2026,1639.0,1639.0,1650.0,1608.8,1648.8,1648.8,1631.99,690097,11262.3,33517, 406809, 58.95,0.6
ICICIPRULI, EQ, 10-Aug-2026,501.05,501.05,504.35,491.05,499.75,499.75,496.43,987482,4902.15,16396, 603192, 61.08,-0.26
IDEA, EQ, 10-Aug-2026,12.73,12.92,13.07,12.77,12.92,12.92,12.91,413469644,53394.68,547937, 125589840, 30.37,1.49
IDFCFIRSTB, EQ, 10-Aug-2026,84.62,84.34,85.17,84.34,85.1,85.1,84.89,12170856,10331.7,52685, 8039913, 66.06,0.57
IEX, EQ, 10-Aug-2026,127.1,126.49,127.56,125.69,126.3,126.3,126.49,1878966,2376.76,22764, 830309, 44.19,-0.63
INDHOTEL, EQ, 10-Aug-2026,731.0,733.95,734.8,721.05,728.7,728.7,726.04,1905316,13833.37,31344, 1165622, 61.18,-0.31
INDIANB, EQ, 10-Aug-2026,889.5,889.5,901.8,880.0,884.15,884.15,887.53,2609542,23160.55,61850, 1377778, 52.80,-0.6
INDIGO, EQ, 10-Aug-2026,5333.0,5305.0,5355.0,5297.0,5333.5,5333.5,5330.21,351196,18719.47,35215, 203180, 57.85,0.01
INDUSINDBK, EQ, 10-Aug-2026,1022.0,1022.0,1028.0,1012.0,1027.3,1027.3,1020.85,1042293,10640.29,31561, 485792, 46.61,0.52
INDUSTOWER, EQ, 10-Aug-2026,386.0,374.0,377.15,363.5,368.0,368.0,370.35,9015128,33387.92,87905, 5318250, 58.99,-4.66
INFY, EQ, 10-Aug-2026,1175.1,1178.1,1195.0,1175.2,1183.0,1183.0,1185.17,9377001,111133.18,158965, 4963541, 52.93,0.67
INOXWIND, EQ, 10-Aug-2026,78.0,75.49,77.0,73.21,73.5,73.5,74.65,53109150,39643.44,138155, 18830492, 35.46,-5.77
IOC, EQ, 10-Aug-2026,143.38,143.0,143.01,141.5,142.0,142.0,142.01,4186115,5944.8,33409, 2167153, 51.77,-0.96
IREDA, EQ, 10-Aug-2026,119.8,119.8,120.79,118.53,120.0,120.0,119.46,6043852,7219.69,29875, 2164376, 35.81,0.17
IRFC, EQ, 10-Aug-2026,88.75,89.17,89.17,88.0,88.5,88.5,88.46,6241241,5521.2,41431, 2684787, 43.02,-0.28
ITC, EQ, 10-Aug-2026,286.1,286.1,286.1,281.4,282.65,282.65,283.32,9347929,26484.87,142413, 5454183, 58.35,-1.21
JINDALSTEL, EQ, 10-Aug-2026,1103.0,1107.6,1126.5,1100.0,1125.0,1125.0,1119.8,895998,10033.4,24774, 370377, 41.34,1.99
JIOFIN, EQ, 10-Aug-2026,256.8,256.8,257.85,253.55,254.0,254.0,255.77,9861960,25223.68,64893, 4202490, 42.61,-1.09
JSWENERGY, EQ, 10-Aug-2026,564.4,564.0,578.0,562.35,578.0,578.0,570.72,1950349,11131.12,34904, 851020, 43.63,2.41
JSWSTEEL, EQ, 10-Aug-2026,1299.5,1299.5,1312.0,1295.0,1302.0,1302.0,1302.19,1520170,19795.5,52702, 889765, 58.53,0.19
JUBLFOOD, EQ, 10-Aug-2026,486.5,487.0,497.95,482.5,495.0,495.0,492.73,3352572,16519.17,65905, 1422432, 42.43,1.75
KALYANKJIL, EQ, 10-Aug-2026,606.3,610.0,619.95,594.7,600.25,600.25,609.42,14754190,89915.67,131789, 2081177, 14.11,-1.0
KAYNES, EQ, 10-Aug-2026,3856.3,3535.0,3846.0,3535.0,3735.1,3735.1,3733.72,4202637,156914.86,225913, 1042146, 24.80,-3.14
KEI, EQ, 10-Aug-2026,5600.0,5615.0,5672.2,5566.2,5659.8,5659.8,5618.05,369745,20772.48,29435, 197798, 53.50,1.07
KFINTECH, EQ, 10-Aug-2026,936.0,939.55,939.55,918.6,928.5,928.5,927.47,369314,3425.28,14985, 167883, 45.46,-0.8
KOTAKBANK, EQ, 10-Aug-2026,390.75,388.0,393.5,386.5,393.5,393.5,389.7,11662079,45446.84,137291, 7737422, 66.35,0.7
KPITTECH, EQ, 10-Aug-2026,629.9,630.0,638.8,624.3,627.9,627.9,631.39,1469093,9275.66,27131, 528563, 35.98,-0.32
LAURUSLABS, EQ, 10-Aug-2026,1844.3,1845.0,1870.8,1832.8,1854.0,1854.0,1857.78,1386592,25759.83,42942, 682894, 49.25,0.53
LICHSGFIN, EQ, 10-Aug-2026,504.25,504.9,506.9,500.0,500.0,500.0,501.83,1388633,6968.59,33033, 777901, 56.02,-0.84
LICI, EQ, 10-Aug-2026,394.0,394.9,397.55,392.15,393.0,393.0,394.62,17941303,70800.33,140900, 12229660, 68.16,-0.25
LODHA, EQ, 10-Aug-2026,1218.7,1220.0,1240.0,1204.0,1213.0,1213.0,1222.7,708849,8667.09,21459, 261236, 36.85,-0.47
LT, EQ, 10-Aug-2026,4056.0,4055.7,4080.0,4025.8,4080.0,4080.0,4060.58,1082855,43970.16,73565, 628745, 58.06,0.59
LTF, EQ, 10-Aug-2026,308.0,308.0,314.8,305.5,312.85,312.85,312.49,2502682,7820.65,43153, 1088854, 43.51,1.57
LTM, EQ, 10-Aug-2026,4658.1,4688.0,4799.7,4682.5,4795.0,4795.0,4768.76,565664,26975.14,61194, 174997, 30.94,2.94
LUPIN, EQ, 10-Aug-2026,2363.5,2360.0,2362.8,2235.0,2300.0,2300.0,2273.03,3762236,85516.66,148066, 1976588, 52.54,-2.69
M&M, EQ, 10-Aug-2026,3502.0,3509.0,3534.6,3491.1,3517.0,3517.0,3518.1,2434928,85663.32,108320, 1772064, 72.78,0.43
MANAPPURAM, EQ, 10-Aug-2026,366.75,367.0,371.6,363.9,369.3,369.3,367.99,2874627,10578.24,31674, 978013, 34.02,0.7
MANKIND, EQ, 10-Aug-2026,2456.0,2450.0,2485.0,2428.5,2438.0,2438.0,2446.33,230964,5650.14,15131, 128177, 55.50,-0.73
MARICO, EQ, 10-Aug-2026,862.0,862.4,863.5,852.35,863.5,863.5,856.01,1304962,11170.65,57091, 792085, 60.70,0.17
MARUTI, EQ, 10-Aug-2026,14037.0,14039.0,14119.0,13954.0,14097.0,14097.0,14083.01,299446,42171.02,41912, 188716, 63.02,0.43
MAXHEALTH, EQ, 10-Aug-2026,1070.0,1070.2,1079.9,1054.3,1069.0,1069.0,1066.81,2126362,22684.32,37060, 1501224, 70.60,-0.09
MAZDOCK, EQ, 10-Aug-2026,2514.9,2519.0,2582.0,2487.0,2575.0,2575.0,2551.09,1466868,37421.17,52748, 599654, 40.88,2.39
MCX, EQ, 10-Aug-2026,2638.0,2640.0,2789.0,2603.2,2759.3,2759.3,2733.6,4554692,124507.06,182289, 2107420, 46.27,4.6
MFSL, EQ, 10-Aug-2026,1497.4,1498.9,1523.0,1477.6,1514.5,1514.5,1493.63,353560,5280.86,19676, 191220, 54.08,1.14
MOTHERSON, EQ, 10-Aug-2026,168.5,170.0,172.0,167.16,167.99,167.99,169.48,29875145,50631.06,159995, 8373335, 28.03,-0.3
MOTILALOFS, EQ, 10-Aug-2026,870.0,868.0,886.5,862.0,882.0,882.0,877.01,693336,6080.61,22840, 317256, 45.76,1.38
MPHASIS, EQ, 10-Aug-2026,2475.0,2487.4,2518.7,2480.0,2508.0,2508.0,2505.21,598933,15004.51,28050, 298155, 49.78,1.33
MUTHOOTFIN, EQ, 10-Aug-2026,2890.0,2905.0,2938.4,2886.0,2906.0,2906.0,2915.76,919536,26811.48,43407, 516921, 56.22,0.55
NAM-INDIA, EQ, 10-Aug-2026,1176.0,1176.0,1189.9,1167.9,1174.0,1174.0,1178.85,457254,5390.34,26072, 232311, 50.81,-0.17
NATIONALUM, EQ, 10-Aug-2026,381.0,381.7,387.7,381.1,382.7,382.7,384.97,5292453,20374.44,52467, 1828058, 34.54,0.45
NAUKRI, EQ, 10-Aug-2026,1225.3,1240.1,1298.5,1236.7,1282.0,1282.0,1270.33,5801604,73699.53,168389, 2285657, 39.40,4.63
NBCC, EQ, 10-Aug-2026,95.33,95.25,95.55,94.33,94.85,94.85,94.88,3905923,3706.03,24010, 1421931, 36.40,-0.5
NESTLEIND, EQ, 10-Aug-2026,1540.0,1534.1,1547.5,1520.0,1528.6,1528.6,1529.82,1455200,22261.95,48269, 946975, 65.08,-0.74
NHPC, EQ, 10-Aug-2026,76.92,76.92,77.5,76.6,77.2,77.2,77.0,6092987,4691.66,22898, 2630494, 43.17,0.36
NMDC, EQ, 10-Aug-2026,84.92,84.96,86.99,84.71,85.48,85.48,85.92,21296974,18298.14,71736, 7690140, 36.11,0.66
NTPC, EQ, 10-Aug-2026,342.5,342.5,343.7,337.15,340.45,340.45,339.83,8818488,29967.83,90393, 5655052, 64.13,-0.6
NYKAA, EQ, 10-Aug-2026,332.0,332.0,332.65,323.05,323.7,323.7,327.58,7334757,24027.29,46460, 4655944, 63.48,-2.5
OBEROIRLTY, EQ, 10-Aug-2026,1775.0,1775.0,1803.4,1764.0,1793.0,1793.0,1789.54,203943,3649.63,25607, 107988, 52.95,1.01
OFSS, EQ, 10-Aug-2026,11805.0,11805.0,11912.0,11653.0,11890.0,11890.0,11755.64,122766,14431.93,19821, 46050, 37.51,0.72
OIL, EQ, 10-Aug-2026,442.8,450.0,462.45,448.5,453.0,453.0,454.63,8392933,38156.84,68560, 2502998, 29.82,2.3
ONGC, EQ, 10-Aug-2026,238.85,240.0,241.3,238.19,239.84,239.84,239.37,10611162,25399.54,70406, 6894335, 64.97,0.41
PAGEIND, EQ, 10-Aug-2026,39900.0,40270.0,40270.0,38365.0,38660.0,38660.0,39038.96,27264,10643.58,12362, 12585, 46.16,-3.11
PATANJALI, EQ, 10-Aug-2026,357.5,357.5,357.8,351.0,355.0,355.0,354.95,6705159,23799.67,45032, 2764980, 41.24,-0.7
PAYTM, EQ, 10-Aug-2026,1441.6,1445.0,1598.5,1445.0,1584.1,1584.1,1552.2,20046110,311156.02,391529, 7320970, 36.52,9.88
PERSISTENT, EQ, 10-Aug-2026,5475.0,5475.0,5543.5,5425.0,5474.0,5474.0,5497.72,422612,23234.02,28647, 218721, 51.75,-0.02
PETRONET, EQ, 10-Aug-2026,280.6,280.6,280.6,275.5,280.0,280.0,277.08,1090547,3021.66,23402, 604246, 55.41,-0.21
PFC, EQ, 10-Aug-2026,420.0,412.1,414.65,383.2,385.15,385.15,392.62,27986683,109882.3,271163, 14504548, 51.83,-8.3
PGEL, EQ, 10-Aug-2026,630.65,630.75,630.75,610.6,621.8,621.8,621.93,2389841,14863.13,39093, 553477, 23.16,-1.4
PHOENIXLTD, EQ, 10-Aug-2026,1895.5,1907.0,1950.0,1890.7,1935.0,1935.0,1930.22,456723,8815.76,29726, 282520, 61.86,2.08
PIDILITIND, EQ, 10-Aug-2026,1660.0,1660.0,1685.4,1652.8,1685.0,1685.0,1674.96,880089,14741.16,39518, 474247, 53.89,1.51
PIIND, EQ, 10-Aug-2026,2774.6,2788.4,2788.4,2742.5,2751.6,2751.6,2764.08,122080,3374.39,12547, 60703, 49.72,-0.83
PNB, EQ, 10-Aug-2026,114.81,114.81,115.19,113.2,113.5,113.5,113.92,11111923,12658.96,42227, 5901028, 53.11,-1.14
PNBHOUSING, EQ, 10-Aug-2026,1143.0,1143.1,1174.8,1137.6,1149.3,1149.3,1160.52,1199167,13916.57,39855, 523766, 43.68,0.55
POLICYBZR, EQ, 10-Aug-2026,1604.5,1607.0,1641.4,1590.2,1630.0,1630.0,1625.3,1135335,18452.62,51268, 625898, 55.13,1.59
POLYCAB, EQ, 10-Aug-2026,9218.0,9224.5,9320.0,9224.5,9275.0,9275.0,9291.01,174445,16207.7,24543, 103790, 59.50,0.62
POWERGRID, EQ, 10-Aug-2026,271.6,271.5,271.6,268.8,270.1,270.1,270.34,8329347,22517.37,68265, 5306581, 63.71,-0.55
POWERINDIA, EQ, 10-Aug-2026,32600.0,35000.0,36390.0,34225.0,36050.0,36050.0,35598.24,675953,240627.37,145819, 127125, 18.81,10.58
PREMIERENE, EQ, 10-Aug-2026,1047.2,1052.0,1058.3,1038.9,1044.1,1044.1,1047.22,1171794,12271.22,28310, 548735, 46.83,-0.3
PRESTIGE, EQ, 10-Aug-2026,1584.8,1585.0,1605.5,1561.6,1589.0,1589.0,1590.69,299288,4760.75,12937, 139951, 46.76,0.27
RADICO, EQ, 10-Aug-2026,4499.0,4494.0,4582.0,4470.1,4550.0,4550.0,4544.28,388329,17646.78,39694, 223587, 57.58,1.13
RBLBANK, EQ, 10-Aug-2026,389.8,388.85,392.0,386.7,391.0,391.0,389.52,1906856,7427.67,38469, 1013921, 53.17,0.31
RECLTD, EQ, 10-Aug-2026,367.0,366.3,366.3,342.0,343.75,343.75,350.5,12493406,43788.81,101017, 6881485, 55.08,-6.34
RELIANCE, EQ, 10-Aug-2026,1334.8,1330.1,1332.9,1321.3,1327.3,1327.3,1326.94,8207102,108903.05,160982, 5393844, 65.72,-0.56
RVNL, EQ, 10-Aug-2026,233.38,233.39,233.39,230.05,230.68,230.68,231.23,2315754,5354.81,24033, 905532, 39.10,-1.16
SAIL, EQ, 10-Aug-2026,176.58,177.0,180.11,168.46,172.45,172.45,174.09,28747160,50044.83,96329, 8727007, 30.36,-2.34
SBICARD, EQ, 10-Aug-2026,659.0,658.05,664.95,646.2,655.0,655.0,652.93,2257835,14742.16,31038, 1530144, 67.77,-0.61
SBILIFE, EQ, 10-Aug-2026,1855.5,1855.5,1865.1,1836.0,1855.0,1855.0,1852.66,834293,15456.65,40640, 531323, 63.69,-0.03
SBIN, EQ, 10-Aug-2026,1097.2,1108.0,1113.3,1068.6,1071.0,1071.0,1083.95,16623448,180189.88,299377, 7568799, 45.53,-2.39
SHREECEM, EQ, 10-Aug-2026,26010.0,26180.0,26355.0,25905.0,26100.0,26100.0,26172.92,14607,3823.08,6443, 6643, 45.48,0.35
