SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 08-Sep-2026,1136.9,1125.0,1128.2,1104.3,1110.0,1110.0,1111.56,1123388,12487.15,71122,646866, 57.58,-2.37
ABB,EQ, 08-Sep-2026,7434.0,7389.0,7472.0,7340.0,7387.0,7387.0,7403.97,167057,12368.86,22029,86749, 51.93,-0.63
ABCAPITAL,EQ, 08-Sep-2026,403.25,400.0,401.0,394.45,396.95,396.95,397.57,3482938,13847.13,47875,2096168, 60.18,-1.56
ADANIENSOL,EQ, 08-Sep-2026,1390.4,1390.4,1412.0,1370.0,1407.7,1407.7,1392.29,1308434,18217.15,36684,532376, 40.69,1.24
ADANIENT,EQ, 08-Sep-2026,2950.0,2933.0,2968.8,2918.0,2953.1,2953.1,2948.43,971374,28640.27,47722,427769, 44.04,0.11
ADANIGREEN,EQ, 08-Sep-2026,1288.0,1288.0,1301.3,1275.5,1292.0,1292.0,1288.51,678024,8736.44,20565,241991, 35.69,0.31
ADANIPORTS,EQ, 08-Sep-2026,1694.3,1694.0,1713.1,1685.2,1710.0,1710.0,1706.88,1217135,20774.97,46947,797070, 65.49,0.93
ADANIPOWER,EQ, 08-Sep-2026,204.49,205.2,209.4,204.12,208.4,208.4,207.24,17837173,36965.11,85789,7288236, 40.86,1.91
ALKEM,EQ, 08-Sep-2026,5242.5,5172.5,5206.5,5129.5,5181.0,5181.0,5183.97,75997,3939.66,11261,38758, 51.00,-1.17
AMBER,EQ, 08-Sep-2026,7439.0,7405.5,7430.5,7278.0,7308.0,7308.0,7323.03,137462,10066.39,16406,46539, 33.86,-1.76
AMBUJACEM,EQ, 08-Sep-2026,398.6,398.0,400.95,395.15,398.3,398.3,397.54,986589,3922.04,16113,446127, 45.22,-0.08
ANGELONE,EQ, 08-Sep-2026,303.8,303.8,304.15,296.5,298.0,298.0,299.18,2591770,7754.07,24610,873055, 33.69,-1.91
APLAPOLLO,EQ, 08-Sep-2026,2215.0,2204.6,2204.8,2165.0,2185.0,2185.0,2180.47,922548,20115.86,38840,559402, 60.64,-1.35
APOLLOHOSP,EQ, 08-Sep-2026,8760.0,8761.5,8850.0,8745.0,8837.5,8837.5,8810.28,324848,28620.01,47434,185434, 57.08,0.88
ASHOKLEY,EQ, 08-Sep-2026,170.0,170.0,170.17,167.75,169.0,169.0,169.15,7997004,13527.12,76705,3786637, 47.35,-0.59
ASIANPAINT,EQ, 08-Sep-2026,2500.9,2499.0,2499.0,2474.1,2481.6,2481.6,2488.53,373248,9288.37,42924,228178, 61.13,-0.77
ASTRAL,EQ, 08-Sep-2026,1498.2,1498.2,1507.4,1485.0,1500.8,1500.8,1495.74,613597,9177.81,31356,361316, 58.88,0.17
AUBANK,EQ, 08-Sep-2026,1053.0,1055.7,1074.8,1051.4,1073.7,1073.7,1066.52,1353347,14433.71,55607,796375, 58.84,1.97
AUROPHARMA,EQ, 08-Sep-2026,1660.0,1660.5,1698.8,1655.0,1692.0,1692.0,1681.92,1055813,17757.97,43774,389850, 36.92,1.93
AXISBANK,EQ, 08-Sep-2026,1266.0,1262.8,1264.9,1239.5,1244.9,1244.9,1246.28,3623260,45155.9,122762,2177686, 60.10,-1.67
BAJAJ-AUTO,EQ, 08-Sep-2026,11800.0,11727.0,11883.0,11716.0,11880.0,11880.0,11810.78,192942,22787.96,36364,106212, 55.05,0.68
BAJAJFINSV,EQ, 08-Sep-2026,1938.6,1938.6,1951.9,1933.0,1938.1,1938.1,1940.14,707710,13730.59,38289,390364, 55.16,-0.03
BAJAJHLDNG,EQ, 08-Sep-2026,10956.0,11094.0,11124.0,10970.0,11046.0,11046.0,11055.65,28503,3151.19,8528,14116, 49.52,0.82
BAJFINANCE,EQ, 08-Sep-2026,1060.0,1058.8,1059.6,1050.0,1054.1,1054.1,1054.53,3608327,38051.05,124780,2453676, 68.00,-0.56
BANDHANBNK,EQ, 08-Sep-2026,164.7,165.95,172.4,163.3,171.58,171.58,170.0,20828794,35408.99,85548,8173367, 39.24,4.18
BANKBARODA,EQ, 08-Sep-2026,237.0,236.8,237.7,234.54,236.6,236.6,235.47,7992697,18820.67,44341,5092327, 63.71,-0.17
BANKINDIA,EQ, 08-Sep-2026,142.02,142.04,142.39,139.73,140.86,140.86,140.84,4588957,6463.29,25394,2242100, 48.86,-0.82
BDL,EQ, 08-Sep-2026,1241.7,1250.1,1262.0,1234.3,1242.5,1242.5,1247.25,1571035,19594.75,38693,378101, 24.07,0.06
BEL,EQ, 08-Sep-2026,404.0,408.0,416.0,406.5,410.55,410.55,412.61,23225496,95830.23,187670,11133420, 47.94,1.62
BHARATFORG,EQ, 08-Sep-2026,1955.0,1954.5,2027.5,1930.5,2003.7,2003.7,1994.22,1947343,38834.23,47143,1241309, 63.74,2.49
BHARTIARTL,EQ, 08-Sep-2026,1854.0,1846.2,1848.8,1829.0,1844.0,1844.0,1837.68,4169706,76625.82,95450,2573792, 61.73,-0.54
BHEL,EQ, 08-Sep-2026,421.45,422.5,426.7,419.85,422.15,422.15,423.38,4160694,17615.67,41493,1588184, 38.17,0.17
BIOCON,EQ, 08-Sep-2026,391.4,392.15,399.9,390.9,392.3,392.3,395.42,2791301,11037.5,43817,1219064, 43.67,0.23
BLUESTARCO,EQ, 08-Sep-2026,1496.0,1490.0,1492.7,1442.1,1460.9,1460.9,1465.74,1169742,17145.39,47094,580847, 49.66,-2.35
BOSCHLTD,EQ, 08-Sep-2026,48025.0,48200.0,48955.0,48100.0,48785.0,48785.0,48666.17,33665,16383.47,12885,18427, 54.74,1.58
BPCL,EQ, 08-Sep-2026,312.9,311.1,314.25,301.4,303.85,303.85,305.9,4641011,14196.66,53222,2111898, 45.51,-2.89
BRITANNIA,EQ, 08-Sep-2026,5042.5,5036.0,5091.5,5012.0,5064.0,5064.0,5059.04,280231,14176.99,26118,185499, 66.20,0.43
BSE,EQ, 08-Sep-2026,3446.2,3440.0,3442.2,3362.0,3394.0,3394.0,3396.3,2850676,96817.43,131756,1195062, 41.92,-1.51
CAMS,EQ, 08-Sep-2026,736.5,737.2,739.0,728.7,729.5,729.5,731.36,608207,4448.17,30888,295110, 48.52,-0.95
CANBK,EQ, 08-Sep-2026,124.0,124.02,124.84,123.85,124.68,124.68,124.35,8644820,10749.43,45902,4566102, 52.82,0.55
CDSL,EQ, 08-Sep-2026,1414.9,1415.0,1417.0,1395.0,1400.0,1400.0,1401.94,975781,13679.85,34108,405411, 41.55,-1.05
CGPOWER,EQ, 08-Sep-2026,895.0,894.9,915.0,892.0,910.7,910.7,908.31,2618950,23788.14,55190,1268585, 48.44,1.75
CHOLAFIN,EQ, 08-Sep-2026,1848.2,1834.0,1834.0,1810.0,1823.4,1823.4,1822.16,1040914,18967.12,54408,612814, 58.87,-1.34
CIPLA,EQ, 08-Sep-2026,1395.0,1393.4,1398.4,1377.2,1384.0,1384.0,1382.17,728795,10073.2,48275,519044, 71.22,-0.79
COALINDIA,EQ, 08-Sep-2026,418.85,418.1,423.6,416.05,420.25,420.25,419.94,5273145,22144.13,72594,2744981, 52.06,0.33
COCHINSHIP,EQ, 08-Sep-2026,1506.4,1506.0,1531.5,1505.0,1528.2,1528.2,1522.18,875111,13320.74,26557,282138, 32.24,1.45
COFORGE,EQ, 08-Sep-2026,1935.0,1935.0,1954.4,1914.1,1950.0,1950.0,1934.47,1594561,30846.28,69988,858860, 53.86,0.78
COLPAL,EQ, 08-Sep-2026,1813.5,1814.0,1841.3,1799.1,1819.9,1819.9,1821.87,214109,3900.79,15929,118889, 55.53,0.35
CONCOR,EQ, 08-Sep-2026,503.9,503.0,512.8,499.05,502.0,502.0,504.96,924971,4670.72,18247,383658, 41.48,-0.38
CROMPTON,EQ, 08-Sep-2026,231.02,230.8,234.4,227.56,231.9,231.9,231.46,3241817,7503.59,32997,1276870, 39.39,0.38
CUMMINSIND,EQ, 08-Sep-2026,5030.0,5007.0,5040.0,4965.0,5040.0,5040.0,4999.18,457631,22877.8,37925,308861, 67.49,0.2
DABUR,EQ, 08-Sep-2026,375.5,375.25,377.95,373.75,375.0,375.0,375.4,2107745,7912.47,36594,1316983, 62.48,-0.13
DALBHARAT,EQ, 08-Sep-2026,1713.9,1713.9,1739.2,1671.8,1711.2,1700.5,1696.87,143709,2438.56,24855,73468, 51.12,-0.78
DELHIVERY,EQ, 08-Sep-2026,453.8,452.8,458.2,450.25,454.9,454.9,454.93,2214615,10075.06,23642,1372137, 61.96,0.24
DIVISLAB,EQ, 08-Sep-2026,9315.0,9375.5,9588.0,9253.0,9575.0,9575.0,9473.74,838906,79475.76,84850,429832, 51.24,2.79
DIXON,EQ, 08-Sep-2026,14180.0,14128.0,14229.0,14052.0,14100.0,14100.0,14145.02,129101,18261.36,23077,48551, 37.61,-0.56
DLF,EQ, 08-Sep-2026,672.7,672.4,676.4,665.0,675.1,675.1,673.19,2425538,16328.59,27587,1316429, 54.27,0.36
DMART,EQ, 08-Sep-2026,3710.0,3697.1,3743.0,3680.5,3720.2,3720.2,3703.26,500898,18549.54,15233,404813, 80.82,0.27
DRREDDY,EQ, 08-Sep-2026,1144.2,1146.5,1154.5,1144.0,1151.0,1151.0,1149.61,587270,6751.3,29456,328387, 55.92,0.59
EICHERMOT,EQ, 08-Sep-2026,7672.0,7700.0,7747.5,7655.0,7747.5,7747.5,7710.66,461637,35595.28,35588,316122, 68.48,0.98
ETERNAL,EQ, 08-Sep-2026,320.8,320.8,324.3,320.5,321.6,321.6,322.19,10662039,34351.96,115528,5780624, 54.22,0.25
FEDERALBNK,EQ, 08-Sep-2026,342.0,343.05,345.9,341.45,344.15,344.15,344.07,3571930,12289.78,55345,2198515, 61.55,0.63
FORCEMOT,EQ, 08-Sep-2026,17829.0,17750.0,17865.0,17590.0,17625.0,17625.0,17675.36,47183,8339.77,15936,21591, 45.76,-1.14
FORTIS,EQ, 08-Sep-2026,910.0,908.05,913.0,902.35,908.0,908.0,906.68,768379,6966.71,34332,477872, 62.19,-0.22
GAIL,EQ, 08-Sep-2026,176.0,175.09,176.2,173.84,175.09,175.09,174.68,4347861,7594.78,40475,2988872, 68.74,-0.52
GLENMARK,EQ, 08-Sep-2026,2451.9,2469.9,2492.0,2439.0,2474.5,2474.5,2471.5,447432,11058.26,46952,219743, 49.11,0.92
GMRAIRPORT,EQ, 08-Sep-2026,95.94,95.94,97.28,95.74,97.0,97.0,96.77,8949771,8660.48,136897,6087346, 68.02,1.1
GODFRYPHLP,EQ, 08-Sep-2026,2029.0,2024.0,2036.9,2003.0,2010.0,2010.0,2011.59,129795,2610.94,12311,47592, 36.67,-0.94
GODREJCP,EQ, 08-Sep-2026,861.9,866.5,870.95,855.15,865.0,865.0,865.5,1437045,12437.64,46368,889638, 61.91,0.36
GODREJPROP,EQ, 08-Sep-2026,1922.2,1920.0,1926.3,1885.1,1906.6,1906.6,1905.89,507608,9674.45,29442,171651, 33.82,-0.81
GRASIM,EQ, 08-Sep-2026,3302.4,3302.4,3318.2,3277.0,3306.8,3306.8,3297.13,875447,28864.58,30556,542494, 61.97,0.13
GVT&D,EQ, 08-Sep-2026,4367.2,4636.1,4793.0,4610.0,4750.0,4750.0,4706.45,4274212,201163.8,274201,1038747, 24.30,8.77
HAL,EQ, 08-Sep-2026,4855.2,4904.1,5072.0,4903.7,5031.1,5031.1,5023.53,2553021,128251.78,151412,1050518, 41.15,3.62
HAVELLS,EQ, 08-Sep-2026,1150.0,1147.0,1147.6,1135.4,1140.0,1140.0,1140.72,1045920,11931.05,31191,762803, 72.93,-0.87
HCLTECH,EQ, 08-Sep-2026,1282.8,1281.4,1290.0,1268.2,1277.0,1277.0,1278.9,2241262,28663.55,66352,1223799, 54.60,-0.45
HDFCAMC,EQ, 08-Sep-2026,2432.0,2443.5,2454.0,2433.0,2447.3,2447.3,2443.52,550618,13454.44,27722,369509, 67.11,0.63
