SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 28-Aug-2026,1204.0,1204.0,1208.0,1193.9,1200.0,1200.0,1202.9,422710,5084.8,29706,234623, 55.50,-0.33
ABB,EQ, 28-Aug-2026,7490.0,7501.0,7529.0,7440.0,7509.0,7509.0,7484.2,98513,7372.91,17075,42440, 43.08,0.25
ABCAPITAL,EQ, 28-Aug-2026,410.0,409.85,410.35,404.8,405.55,405.55,407.15,1217070,4955.35,25871,559398, 45.96,-1.09
ADANIENSOL,EQ, 28-Aug-2026,1617.0,1610.0,1611.9,1566.9,1581.4,1581.4,1580.44,1647674,26040.56,59276,797357, 48.39,-2.2
ADANIENT,EQ, 28-Aug-2026,3169.0,3170.0,3173.7,3133.3,3168.5,3168.5,3152.15,530795,16731.47,39519,222535, 41.92,-0.02
ADANIGREEN,EQ, 28-Aug-2026,1328.5,1319.8,1321.0,1303.2,1311.0,1311.0,1309.29,776595,10167.88,20162,271763, 34.99,-1.32
ADANIPORTS,EQ, 28-Aug-2026,1714.0,1712.0,1723.9,1699.2,1707.5,1707.5,1710.91,3268356,55918.68,89746,2205146, 67.47,-0.38
ADANIPOWER,EQ, 28-Aug-2026,215.0,215.92,216.5,210.91,212.63,212.63,212.49,14256352,30293.85,75985,5195217, 36.44,-1.1
ALKEM,EQ, 28-Aug-2026,5320.0,5352.5,5406.5,5316.0,5355.0,5355.0,5362.65,231100,12393.08,16890,154134, 66.70,0.66
AMBER,EQ, 28-Aug-2026,7701.0,7750.5,7794.0,7655.0,7675.0,7675.0,7716.7,271368,20940.66,27872,85199, 31.40,-0.34
AMBUJACEM,EQ, 28-Aug-2026,411.05,411.55,413.5,410.0,412.05,412.05,412.18,2152464,8871.97,16160,1175009, 54.59,0.24
ANGELONE,EQ, 28-Aug-2026,295.9,295.9,297.7,291.65,294.0,294.0,294.37,2866743,8438.97,26505,968102, 33.77,-0.64
APLAPOLLO,EQ, 28-Aug-2026,2188.0,2187.0,2278.4,2182.5,2265.6,2265.6,2237.0,1037530,23209.55,38752,570704, 55.01,3.55
APOLLOHOSP,EQ, 28-Aug-2026,8800.0,8848.0,8905.0,8818.5,8838.5,8838.5,8876.22,311286,27630.44,26318,170746, 54.85,0.44
ASHOKLEY,EQ, 28-Aug-2026,177.4,178.0,178.18,174.81,175.77,175.77,175.85,11814260,20775.28,39809,5621558, 47.58,-0.92
ASIANPAINT,EQ, 28-Aug-2026,2631.0,2645.0,2645.0,2583.8,2608.7,2608.7,2606.36,482544,12576.84,36207,254843, 52.81,-0.85
ASTRAL,EQ, 28-Aug-2026,1529.2,1535.6,1556.4,1529.5,1532.3,1532.3,1539.79,700559,10787.14,59978,428298, 61.14,0.2
AUBANK,EQ, 28-Aug-2026,1091.0,1086.3,1094.3,1073.3,1077.1,1077.1,1083.27,871951,9445.58,41897,462845, 53.08,-1.27
