SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 03-Sep-2026,1181.3,1168.6,1171.5,1149.9,1155.0,1155.0,1159.88,483291,5605.61,24959,194872, 40.32,-2.23
ABB,EQ, 03-Sep-2026,7447.5,7438.0,7475.0,7405.0,7432.0,7432.0,7432.36,153649,11419.75,19074,97678, 63.57,-0.21
ABCAPITAL,EQ, 03-Sep-2026,397.05,398.1,402.0,396.95,402.0,402.0,399.8,1903527,7610.32,42356,939943, 49.38,1.25
ADANIENSOL,EQ, 03-Sep-2026,1396.6,1398.0,1412.8,1378.0,1385.7,1385.7,1388.16,1939729,26926.53,43497,892178, 45.99,-0.78
ADANIENT,EQ, 03-Sep-2026,2891.8,2905.0,2920.5,2885.2,2901.0,2901.0,2900.68,816124,23673.17,48710,338146, 41.43,0.32
ADANIGREEN,EQ, 03-Sep-2026,1296.0,1300.0,1310.3,1278.6,1283.4,1283.4,1293.37,1133280,14657.52,30562,401139, 35.40,-0.97
ADANIPORTS,EQ, 03-Sep-2026,1672.7,1694.9,1710.8,1681.8,1706.5,1706.5,1703.43,3370497,57413.93,88331,1688038, 50.08,2.02
ADANIPOWER,EQ, 03-Sep-2026,207.7,209.0,211.33,206.64,208.29,208.29,209.16,17538881,36684.14,91637,5574310, 31.78,0.28
ALKEM,EQ, 03-Sep-2026,5210.0,5210.0,5233.5,5157.0,5193.0,5193.0,5184.94,95991,4977.07,11429,63501, 66.15,-0.33
AMBER,EQ, 03-Sep-2026,7415.0,7445.5,7473.0,7365.0,7410.0,7410.0,7408.8,95945,7108.37,12219,39978, 41.67,-0.07
AMBUJACEM,EQ, 03-Sep-2026,402.7,404.0,405.05,401.8,405.0,405.0,403.05,918055,3700.25,11589,584487, 63.67,0.57
ANGELONE,EQ, 03-Sep-2026,279.25,280.35,288.0,280.35,286.0,286.0,284.76,4732927,13477.54,32862,2113158, 44.65,2.42
APLAPOLLO,EQ, 03-Sep-2026,2210.0,2230.0,2232.0,2136.5,2159.4,2159.4,2161.26,1385174,29937.23,64085,782558, 56.50,-2.29
APOLLOHOSP,EQ, 03-Sep-2026,8719.0,8690.0,8785.5,8655.5,8692.0,8692.0,8719.02,241427,21050.06,27976,147488, 61.09,-0.31
ASHOKLEY,EQ, 03-Sep-2026,167.9,168.5,169.35,166.05,169.35,169.35,167.79,9119654,15301.6,47886,4453371, 48.83,0.86
ASIANPAINT,EQ, 03-Sep-2026,2527.5,2530.0,2544.0,2515.1,2541.6,2541.6,2530.41,589499,14916.76,39745,341851, 57.99,0.56
ASTRAL,EQ, 03-Sep-2026,1487.0,1493.0,1497.0,1476.7,1495.2,1495.2,1486.19,640757,9522.86,20959,381907, 59.60,0.55
AUBANK,EQ, 03-Sep-2026,1077.9,1082.0,1083.3,1066.1,1072.0,1072.0,1071.2,506657,5427.29,32757,254519, 50.23,-0.55
AUROPHARMA,EQ, 03-Sep-2026,1648.2,1656.1,1666.6,1626.6,1637.3,1637.3,1648.21,920206,15166.91,49343,465348, 50.57,-0.66
AXISBANK,EQ, 03-Sep-2026,1253.9,1265.0,1278.9,1260.2,1267.0,1267.0,1272.07,3309215,42095.59,84824,1540922, 46.56,1.04
BAJAJ-AUTO,EQ, 03-Sep-2026,12130.0,12191.0,12191.0,11920.0,11920.0,11920.0,12070.76,304296,36730.84,31778,158023, 51.93,-1.73
BAJAJFINSV,EQ, 03-Sep-2026,1990.0,1998.0,1998.0,1970.0,1992.1,1992.1,1981.3,440070,8719.1,30102,233860, 53.14,0.11
BAJAJHLDNG,EQ, 03-Sep-2026,11100.0,11070.0,11260.0,11028.0,11165.0,11165.0,11147.44,114534,12767.61,18110,77601, 67.75,0.59
BAJFINANCE,EQ, 03-Sep-2026,1055.9,1057.1,1059.7,1043.2,1049.0,1049.0,1050.23,6626755,69595.86,86333,4491697, 67.78,-0.65
BANDHANBNK,EQ, 03-Sep-2026,161.52,163.49,168.18,162.66,164.23,164.23,165.81,6048725,10029.57,33991,1289539, 21.32,1.68
BANKBARODA,EQ, 03-Sep-2026,241.2,241.57,244.16,240.16,240.44,240.44,241.89,4789865,11585.97,36330,2469691, 51.56,-0.32
BANKINDIA,EQ, 03-Sep-2026,143.1,143.9,146.15,142.5,145.0,145.0,145.11,8139407,11811.14,37934,3447766, 42.36,1.33
BDL,EQ, 03-Sep-2026,1253.7,1253.7,1271.9,1250.0,1257.7,1257.7,1259.54,600045,7557.84,26832,167719, 27.95,0.32
