SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 23-Sep-2026,1073.5,1093.7,1122.0,1082.4,1108.0,1108.0,1111.69,3642452,40492.7,95307,2031238, 55.77,3.21
ABB,EQ, 23-Sep-2026,7120.5,7141.5,7185.0,7077.0,7120.0,7120.0,7125.25,91561,6523.95,14446,39553, 43.20,-0.01
ABCAPITAL,EQ, 23-Sep-2026,397.0,398.85,402.75,397.6,402.45,402.45,400.93,1960710,7861.14,45714,1136489, 57.96,1.37
ADANIENSOL,EQ, 23-Sep-2026,1381.7,1386.0,1389.9,1372.6,1380.0,1380.0,1380.26,933961,12891.08,35382,489476, 52.41,-0.12
ADANIENT,EQ, 23-Sep-2026,2997.0,3015.5,3023.9,2978.2,2993.2,2993.2,2999.6,855435,25659.63,35686,338968, 39.63,-0.13
ADANIGREEN,EQ, 23-Sep-2026,1304.0,1316.9,1317.0,1289.6,1300.9,1300.9,1300.51,639643,8318.65,23815,198090, 30.97,-0.24
ADANIPORTS,EQ, 23-Sep-2026,1795.0,1799.0,1810.1,1790.5,1807.3,1807.3,1802.72,1185484,21371.0,48881,766791, 64.68,0.69
ADANIPOWER,EQ, 23-Sep-2026,206.96,207.99,208.4,203.5,204.8,204.8,204.99,20269523,41551.2,78841,10884676, 53.70,-1.04
ALKEM,EQ, 23-Sep-2026,5331.5,5344.0,5445.0,5316.0,5417.5,5417.5,5396.56,140012,7555.83,17334,68356, 48.82,1.61
AMBER,EQ, 23-Sep-2026,7000.0,7020.0,7107.0,7020.0,7064.5,7064.5,7063.23,63504,4485.43,10950,21765, 34.27,0.92
AMBUJACEM,EQ, 23-Sep-2026,386.9,387.3,392.85,387.3,392.75,392.75,391.1,697717,2728.75,12743,290352, 41.61,1.51
ANGELONE,EQ, 23-Sep-2026,295.1,295.25,301.1,295.25,300.0,300.0,298.52,2026293,6048.94,20676,844882, 41.70,1.66
APLAPOLLO,EQ, 23-Sep-2026,2195.0,2199.0,2204.0,2178.0,2195.0,2195.0,2189.96,357496,7829.02,23344,180978, 50.62,0.0
APOLLOHOSP,EQ, 23-Sep-2026,8835.5,8875.0,9070.5,8865.0,9069.0,9069.0,8982.52,419571,37688.03,43935,265276, 63.23,2.64
ASHOKLEY,EQ, 23-Sep-2026,160.75,160.99,163.13,160.85,162.89,162.89,162.41,4011012,6514.42,34940,1902188, 47.42,1.33
ASIANPAINT,EQ, 23-Sep-2026,2448.5,2469.0,2471.9,2448.2,2455.0,2455.0,2458.65,398823,9805.67,33351,238086, 59.70,0.27
ASTRAL,EQ, 23-Sep-2026,1381.6,1388.9,1404.0,1383.0,1394.8,1394.8,1397.6,271088,3788.73,19598,159677, 58.90,0.96
