SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 31-Aug-2026,1200.0,1199.6,1199.6,1149.3,1175.0,1175.0,1172.61,1412706,16565.58,52727,752416, 53.26,-2.08
ABB,EQ, 31-Aug-2026,7509.0,7488.0,7638.5,7306.0,7638.5,7638.5,7451.18,227223,16930.79,25514,124089, 54.61,1.72
ABCAPITAL,EQ, 31-Aug-2026,405.55,404.8,409.4,397.95,409.4,409.4,406.24,5834090,23700.48,27792,3419601, 58.61,0.95
ADANIENSOL,EQ, 31-Aug-2026,1581.4,1589.0,1592.9,1417.4,1417.4,1417.4,1446.46,35589890,514792.91,168851,29550724, 83.03,-10.37
ADANIENT,EQ, 31-Aug-2026,3168.5,3165.0,3165.0,2859.1,2859.1,2859.1,2918.01,12872435,375618.43,171849,9771644, 75.91,-9.76
ADANIGREEN,EQ, 31-Aug-2026,1311.0,1307.8,1310.9,1214.9,1214.9,1214.9,1252.72,2461573,30836.5,44861,1555392, 63.19,-7.33
ADANIPORTS,EQ, 31-Aug-2026,1707.5,1710.0,1711.4,1593.1,1593.1,1593.1,1620.66,9621819,155937.37,136880,7910724, 82.22,-6.7
ADANIPOWER,EQ, 31-Aug-2026,212.63,212.37,213.13,198.0,198.0,198.0,203.04,53907969,109452.19,152045,35395341, 65.66,-6.88
ALKEM,EQ, 31-Aug-2026,5355.0,5355.0,5378.5,5297.0,5329.5,5329.5,5340.53,120023,6409.87,11064,86531, 72.10,-0.48
AMBER,EQ, 31-Aug-2026,7675.0,7689.0,7689.0,7562.0,7620.0,7620.0,7618.71,105370,8027.83,15746,39465, 37.45,-0.72
AMBUJACEM,EQ, 31-Aug-2026,412.05,411.4,411.4,401.15,401.15,401.15,405.22,2212877,8967.1,33571,1274610, 57.60,-2.65
ANGELONE,EQ, 31-Aug-2026,294.0,292.65,293.75,278.25,286.9,286.9,285.47,15319412,43732.31,103772,7429457, 48.50,-2.41
APLAPOLLO,EQ, 31-Aug-2026,2265.6,2260.0,2264.9,2207.1,2223.4,2223.4,2233.08,1081058,24140.84,36732,641933, 59.38,-1.86
APOLLOHOSP,EQ, 31-Aug-2026,8838.5,8850.0,8902.0,8813.0,8898.5,8898.5,8859.88,405214,35901.49,33327,256091, 63.20,0.68
ASHOKLEY,EQ, 31-Aug-2026,175.77,175.0,176.6,173.82,175.64,175.64,175.52,14333497,25158.36,51846,9523603, 66.44,-0.07
ASIANPAINT,EQ, 31-Aug-2026,2608.7,2590.0,2653.6,2561.1,2653.6,2653.6,2603.96,1381178,35965.38,35262,981350, 71.05,1.72
ASTRAL,EQ, 31-Aug-2026,1532.3,1520.0,1581.0,1515.5,1522.2,1522.2,1528.83,11516278,176063.83,93643,8813026, 76.53,-0.66
AUBANK,EQ, 31-Aug-2026,1077.1,1075.0,1086.2,1064.3,1086.2,1086.2,1077.2,1482998,15974.84,40008,1026700, 69.23,0.84
AUROPHARMA,EQ, 31-Aug-2026,1645.3,1648.6,1717.0,1635.1,1717.0,1717.0,1686.4,2416718,40755.56,63260,1189587, 49.22,4.36
AXISBANK,EQ, 31-Aug-2026,1265.0,1257.0,1300.0,1251.2,1300.0,1300.0,1270.52,6093670,77421.23,177877,4449543, 73.02,2.77
BAJAJ-AUTO,EQ, 31-Aug-2026,11910.0,11910.0,12130.0,11877.0,12130.0,12130.0,12013.1,355561,42713.92,40169,208389, 58.61,1.85
BAJAJFINSV,EQ, 31-Aug-2026,2002.0,1985.6,2021.0,1968.0,2021.0,2021.0,1995.75,724648,14462.19,37241,484934, 66.92,0.95
BAJAJHLDNG,EQ, 31-Aug-2026,11340.0,11340.0,11644.0,11230.0,11644.0,11644.0,11513.74,51276,5903.78,8385,39784, 77.59,2.68
BAJFINANCE,EQ, 31-Aug-2026,1079.9,1069.4,1073.0,1052.0,1057.0,1057.0,1059.87,7002192,74214.07,102457,4997775, 71.37,-2.12
BANDHANBNK,EQ, 31-Aug-2026,168.25,168.25,168.95,163.4,163.5,163.5,164.69,7241191,11925.32,68571,4164275, 57.51,-2.82
BANKBARODA,EQ, 31-Aug-2026,241.9,241.2,241.27,236.3,238.6,238.6,237.67,9869595,23456.86,46697,5671780, 57.47,-1.36
BANKINDIA,EQ, 31-Aug-2026,144.0,142.88,143.45,140.65,141.59,141.59,142.22,8243305,11723.67,27102,4831581, 58.61,-1.67
