SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 15-Sep-2026,1091.0,1092.0,1092.9,1052.1,1052.1,1052.1,1063.66,896308,9533.64,54476,475769, 53.08,-3.57
ABB,EQ, 15-Sep-2026,7274.0,7268.0,7268.0,7005.0,7005.0,7005.0,7095.16,195095,13842.3,39304,93336, 47.84,-3.7
ABCAPITAL,EQ, 15-Sep-2026,395.0,395.15,396.8,378.8,378.8,378.8,386.07,2529778,9766.63,43358,1275946, 50.44,-4.1
ADANIENSOL,EQ, 15-Sep-2026,1373.0,1377.6,1379.8,1337.0,1347.5,1347.5,1355.79,822951,11157.52,33783,347380, 42.21,-1.86
ADANIENT,EQ, 15-Sep-2026,3060.0,3080.0,3083.7,2921.3,2928.6,2928.6,2974.19,1783310,53039.0,77398,920830, 51.64,-4.29
ADANIGREEN,EQ, 15-Sep-2026,1281.3,1282.3,1294.0,1249.0,1255.0,1255.0,1265.96,980470,12412.34,33211,490785, 50.06,-2.05
ADANIPORTS,EQ, 15-Sep-2026,1764.6,1791.4,1791.4,1713.8,1713.8,1713.8,1742.3,1610729,28063.78,60024,921384, 57.20,-2.88
ADANIPOWER,EQ, 15-Sep-2026,209.97,211.05,212.0,201.4,202.0,202.0,204.63,14417003,29501.55,137013,6742915, 46.77,-3.8
ALKEM,EQ, 15-Sep-2026,5087.5,5170.0,5290.0,5140.5,5161.0,5161.0,5242.6,253213,13274.94,31431,112761, 44.53,1.44
AMBER,EQ, 15-Sep-2026,7245.0,7280.5,7290.5,6937.0,7000.0,7000.0,7075.31,145928,10324.85,20355,49788, 34.12,-3.38
AMBUJACEM,EQ, 15-Sep-2026,391.85,392.6,393.85,380.1,381.75,381.75,385.78,1367462,5275.42,28941,615162, 44.99,-2.58
ANGELONE,EQ, 15-Sep-2026,305.0,306.45,310.0,297.3,297.5,297.5,302.88,5536817,16769.92,50926,1976176, 35.69,-2.46
APLAPOLLO,EQ, 15-Sep-2026,2153.5,2157.0,2160.0,2107.7,2119.3,2119.3,2123.78,434016,9217.54,24611,219587, 50.59,-1.59
APOLLOHOSP,EQ, 15-Sep-2026,8836.0,8937.0,8950.5,8714.0,8714.0,8714.0,8828.88,247091,21815.36,42293,152948, 61.90,-1.38
ASHOKLEY,EQ, 15-Sep-2026,163.75,164.5,165.36,156.65,156.65,156.65,159.58,17917014,28591.17,105198,8878502, 49.55,-4.34
ASIANPAINT,EQ, 15-Sep-2026,2472.5,2472.5,2473.0,2402.8,2402.8,2402.8,2428.93,539643,13107.56,51457,332510, 61.62,-2.82
ASTRAL,EQ, 15-Sep-2026,1411.4,1410.0,1414.1,1372.8,1379.6,1379.6,1386.84,609291,8449.9,37296,367972, 60.39,-2.25
AUBANK,EQ, 15-Sep-2026,1058.9,1061.4,1065.7,1024.6,1028.0,1028.0,1038.31,815819,8470.77,39542,517307, 63.41,-2.92
AUROPHARMA,EQ, 15-Sep-2026,1679.8,1688.0,1688.0,1642.1,1660.0,1660.0,1663.51,438757,7298.76,23981,213790, 48.73,-1.18
AXISBANK,EQ, 15-Sep-2026,1246.0,1254.0,1254.0,1219.9,1222.9,1222.9,1233.46,5698466,70288.11,131467,3319643, 58.26,-1.85
BAJAJ-AUTO,EQ, 15-Sep-2026,11678.0,11693.0,11709.0,11416.0,11424.0,11424.0,11516.54,236796,27270.7,42064,147488, 62.28,-2.18
BAJAJFINSV,EQ, 15-Sep-2026,1913.5,1921.4,1930.6,1855.5,1855.5,1855.5,1875.56,486164,9118.29,46968,278637, 57.31,-3.03
BAJAJHLDNG,EQ, 15-Sep-2026,11134.0,11134.0,11208.0,11060.0,11100.0,11100.0,11108.42,56888,6319.36,15121,35167, 61.82,-0.31
BAJFINANCE,EQ, 15-Sep-2026,1034.5,1035.0,1038.6,1005.5,1009.2,1009.2,1015.47,5792124,58817.48,164946,4060046, 70.10,-2.45
BANDHANBNK,EQ, 15-Sep-2026,176.52,177.0,179.11,172.24,172.45,172.45,175.81,10329258,18159.66,52778,4691483, 45.42,-2.31
BANKBARODA,EQ, 15-Sep-2026,238.13,238.13,238.51,232.44,232.7,232.7,235.08,7383660,17357.73,62138,3834703, 51.93,-2.28
BANKINDIA,EQ, 15-Sep-2026,140.0,140.0,140.41,137.0,137.61,137.61,138.43,4479489,6200.88,28773,2005036, 44.76,-1.71
BDL,EQ, 15-Sep-2026,1190.0,1191.0,1194.6,1123.0,1135.0,1135.0,1149.47,1293584,14869.33,56924,508336, 39.30,-4.62
BEL,EQ, 15-Sep-2026,404.35,402.0,403.65,382.9,382.9,382.9,390.28,16741114,65336.87,195383,9645722, 57.62,-5.3
BHARATFORG,EQ, 15-Sep-2026,1944.9,1944.9,1950.0,1869.1,1877.2,1877.2,1897.98,293090,5562.79,34305,139312, 47.53,-3.48
BHARTIARTL,EQ, 15-Sep-2026,1831.1,1844.0,1844.0,1819.6,1830.4,1830.4,1830.59,4066471,74440.61,124050,2849811, 70.08,-0.04
BHEL,EQ, 15-Sep-2026,431.0,431.25,432.0,412.85,412.85,412.85,420.4,7340842,30860.53,73943,4109026, 55.97,-4.21
BIOCON,EQ, 15-Sep-2026,390.65,391.95,392.05,381.0,382.0,382.0,385.8,2543144,9811.33,34921,1121582, 44.10,-2.21
BLUESTARCO,EQ, 15-Sep-2026,1558.0,1559.5,1562.8,1475.3,1483.0,1483.0,1511.38,509083,7694.18,34140,207030, 40.67,-4.81
BOSCHLTD,EQ, 15-Sep-2026,48385.0,48725.0,48725.0,47070.0,47070.0,47070.0,47761.75,30224,14435.51,13889,15581, 51.55,-2.72
BPCL,EQ, 15-Sep-2026,304.5,304.2,308.15,298.65,298.65,298.65,303.46,3512731,10659.61,55298,1693388, 48.21,-1.92
BRITANNIA,EQ, 15-Sep-2026,4962.0,4990.0,5022.5,4947.5,4947.5,4947.5,4984.52,209279,10431.56,31024,120691, 57.67,-0.29
BSE,EQ, 15-Sep-2026,3384.0,3417.0,3452.7,3295.0,3310.0,3310.0,3366.76,3901579,131356.92,169621,1450559, 37.18,-2.19
CAMS,EQ, 15-Sep-2026,711.0,711.3,732.6,708.05,717.35,717.35,720.07,1973247,14208.66,49305,907630, 46.00,0.89
CANBK,EQ, 15-Sep-2026,124.0,123.25,124.48,122.05,122.37,122.37,123.04,12696568,15621.35,71447,6800167, 53.56,-1.31
CDSL,EQ, 15-Sep-2026,1360.0,1360.0,1361.3,1302.5,1311.0,1311.0,1325.93,1265342,16777.53,53148,586473, 46.35,-3.6
CGPOWER,EQ, 15-Sep-2026,909.0,909.0,911.3,858.0,858.0,858.0,873.63,3474919,30358.1,72177,1664786, 47.91,-5.61
CHOLAFIN,EQ, 15-Sep-2026,1845.9,1834.8,1842.0,1784.2,1791.6,1791.6,1801.7,1709145,30793.72,55394,961645, 56.26,-2.94
CIPLA,EQ, 15-Sep-2026,1366.0,1355.0,1362.7,1347.7,1351.0,1351.0,1354.8,1225305,16600.47,77711,819754, 66.90,-1.1
COALINDIA,EQ, 15-Sep-2026,426.4,426.4,427.0,418.0,419.25,419.25,422.5,6128458,25892.91,75556,3806416, 62.11,-1.68
COCHINSHIP,EQ, 15-Sep-2026,1381.0,1389.0,1389.0,1320.0,1325.0,1325.0,1350.03,1989625,26860.55,69513,726811, 36.53,-4.06
COFORGE,EQ, 15-Sep-2026,1846.5,1887.3,1893.6,1765.6,1775.5,1775.5,1810.99,4583784,83011.77,179465,2272318, 49.57,-3.85
COLPAL,EQ, 15-Sep-2026,1797.4,1797.4,1846.6,1788.8,1820.3,1820.3,1830.25,670867,12278.51,29805,379105, 56.51,1.27
CONCOR,EQ, 15-Sep-2026,499.25,499.95,501.5,483.7,483.7,483.7,491.36,566088,2781.52,19003,246795, 43.60,-3.11
CROMPTON,EQ, 15-Sep-2026,231.0,231.0,231.6,226.11,226.15,226.15,227.98,1492514,3402.68,29208,743000, 49.78,-2.1
CUMMINSIND,EQ, 15-Sep-2026,5070.0,5070.0,5121.5,4874.0,4874.0,4874.0,4948.42,304824,15083.97,48707,180206, 59.12,-3.87
DABUR,EQ, 15-Sep-2026,376.0,379.0,390.95,376.75,384.9,384.9,386.0,9936721,38356.13,57767,6351070, 63.92,2.37
DALBHARAT,EQ, 15-Sep-2026,1746.6,1746.6,1754.0,1682.0,1684.7,1687.4,1701.72,56698,964.84,10743,31875, 56.22,-3.39
