SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,PCT_CHANGE
360ONE,EQ, 27-Aug-2026,1197.2,1194.0,1207.0,1191.7,1204.0,1204.0,1200.66,317442,3811.4,19239,191498, 60.33,0.57
ABB,EQ, 27-Aug-2026,7609.0,7600.0,7693.0,7490.0,7490.0,7490.0,7557.63,189460,14318.69,21801,97181, 51.29,-1.56
ABCAPITAL,EQ, 27-Aug-2026,410.0,410.0,413.1,408.1,410.0,410.0,410.26,1578229,6474.91,24311,821122, 52.03,0.0
ADANIENSOL,EQ, 27-Aug-2026,1570.5,1590.0,1617.7,1581.9,1617.0,1617.0,1606.01,4514708,72506.56,100862,2658848, 58.89,2.96
ADANIENT,EQ, 27-Aug-2026,3112.0,3125.0,3169.0,3125.0,3169.0,3169.0,3152.32,1793570,56539.09,101611,1015758, 56.63,1.83
ADANIGREEN,EQ, 27-Aug-2026,1303.2,1309.9,1328.5,1302.1,1328.5,1328.5,1317.17,811100,10683.58,26492,237284, 29.25,1.94
ADANIPORTS,EQ, 27-Aug-2026,1691.5,1703.0,1719.0,1691.2,1714.0,1714.0,1705.83,2044450,34874.83,113610,1199141, 58.65,1.33
ADANIPOWER,EQ, 27-Aug-2026,207.2,209.15,217.4,207.3,215.0,215.0,212.71,70024737,148950.04,218917,28760551, 41.07,3.76
ALKEM,EQ, 27-Aug-2026,5303.5,5323.5,5358.5,5297.5,5320.0,5320.0,5322.93,166838,8880.67,18558,123018, 73.74,0.31
AMBER,EQ, 27-Aug-2026,7466.0,7466.0,7760.0,7465.5,7701.0,7701.0,7689.71,610657,46957.77,60299,209987, 34.39,3.15
AMBUJACEM,EQ, 27-Aug-2026,419.2,420.0,422.5,411.05,411.05,411.05,415.55,1071242,4451.54,19458,456892, 42.65,-1.94
ANGELONE,EQ, 27-Aug-2026,298.85,298.85,300.2,294.9,295.9,295.9,297.56,3766886,11208.77,37546,1535401, 40.76,-0.99
APLAPOLLO,EQ, 27-Aug-2026,2159.0,2159.0,2235.2,2154.9,2188.0,2188.0,2199.45,1061660,23350.7,49137,455669, 42.92,1.34
APOLLOHOSP,EQ, 27-Aug-2026,8766.5,8849.0,8868.0,8758.5,8800.0,8800.0,8795.68,270047,23752.48,20713,165637, 61.34,0.38
ASHOKLEY,EQ, 27-Aug-2026,179.05,180.6,181.84,176.79,177.4,177.4,177.99,14150948,25187.49,68341,6467491, 45.70,-0.92
ASIANPAINT,EQ, 27-Aug-2026,2626.5,2637.9,2655.9,2627.9,2631.0,2631.0,2641.67,525106,13871.56,45120,287207, 54.70,0.17
ASTRAL,EQ, 27-Aug-2026,1526.1,1526.1,1547.5,1521.3,1529.2,1529.2,1533.35,346093,5306.81,27263,183047, 52.89,0.2
AUBANK,EQ, 27-Aug-2026,1113.5,1117.4,1126.8,1088.0,1091.0,1091.0,1100.18,898558,9885.75,37515,296735, 33.02,-2.02
AUROPHARMA,EQ, 27-Aug-2026,1623.0,1623.5,1637.0,1605.7,1637.0,1637.0,1621.96,717677,11640.42,27841,415100, 57.84,0.86
AXISBANK,EQ, 27-Aug-2026,1255.0,1260.0,1268.7,1251.4,1256.0,1256.0,1259.39,7005789,88230.37,155243,4959803, 70.80,0.08
BAJAJ-AUTO,EQ, 27-Aug-2026,11724.0,11750.0,11822.0,11618.0,11720.0,11720.0,11683.58,221294,25855.07,37181,129604, 58.57,-0.03
BAJAJFINSV,EQ, 27-Aug-2026,2010.0,2001.1,2026.6,1997.5,2011.0,2011.0,2005.81,526392,10558.42,71573,300033, 57.00,0.05
BAJAJHLDNG,EQ, 27-Aug-2026,11540.0,11440.0,11520.0,11331.0,11399.0,11399.0,11427.02,55310,6320.28,17672,28152, 50.90,-1.22
BAJFINANCE,EQ, 27-Aug-2026,1085.0,1090.0,1107.0,1083.0,1083.0,1083.0,1091.53,5220239,56980.68,105604,3203467, 61.37,-0.18
BANDHANBNK,EQ, 27-Aug-2026,173.5,174.0,174.5,169.5,169.7,169.7,170.91,4668712,7979.22,33873,2159783, 46.26,-2.19
BANKBARODA,EQ, 27-Aug-2026,242.5,244.33,244.62,240.0,241.0,241.0,241.4,4454374,10752.77,46875,2341567, 52.57,-0.62
BANKINDIA,EQ, 27-Aug-2026,145.95,146.0,146.45,143.7,144.6,144.6,144.96,4438065,6433.4,25328,2367489, 53.35,-0.92
BDL,EQ, 27-Aug-2026,1363.0,1355.0,1366.5,1339.1,1348.6,1348.6,1351.12,445421,6018.15,16800,166902, 37.47,-1.06
BEL,EQ, 27-Aug-2026,406.9,410.8,412.9,408.0,411.0,411.0,410.41,9156009,37577.12,114897,4705508, 51.39,1.01
BHARATFORG,EQ, 27-Aug-2026,2005.0,2006.0,2050.0,2006.0,2050.0,2050.0,2032.7,1465432,29787.87,41275,909177, 62.04,2.24
BHARTIARTL,EQ, 27-Aug-2026,1902.1,1915.0,1915.0,1878.3,1878.3,1878.3,1893.51,8757645,165826.84,219112,6169540, 70.45,-1.25
BHEL,EQ, 27-Aug-2026,415.5,416.0,438.2,416.0,433.95,433.95,431.37,19967976,86135.69,153742,5458645, 27.34,4.44
BIOCON,EQ, 27-Aug-2026,417.5,415.0,421.6,415.0,418.4,418.4,417.42,1713404,7152.06,20864,794668, 46.38,0.22
BLUESTARCO,EQ, 27-Aug-2026,1485.0,1488.0,1509.9,1487.2,1497.0,1497.0,1496.24,128386,1920.96,9191,33392, 26.01,0.81
BOSCHLTD,EQ, 27-Aug-2026,48895.0,48945.0,48945.0,48460.0,48780.0,48780.0,48703.7,28795,14024.23,7657,16716, 58.05,-0.24
BPCL,EQ, 27-Aug-2026,318.0,319.15,320.85,315.0,318.0,318.0,318.82,4497571,14338.98,41307,2608271, 57.99,0.0
BRITANNIA,EQ, 27-Aug-2026,5310.0,5315.0,5360.5,5277.5,5298.0,5298.0,5310.25,222346,11807.12,23478,117146, 52.69,-0.23
BSE,EQ, 27-Aug-2026,3325.6,3344.0,3386.6,3312.1,3328.0,3328.0,3342.97,2498105,83510.9,105456,1016794, 40.70,0.07
CAMS,EQ, 27-Aug-2026,746.0,748.0,753.0,740.2,740.9,740.9,743.38,653884,4860.84,35366,345200, 52.79,-0.68
CANBK,EQ, 27-Aug-2026,129.45,131.43,131.43,127.7,128.14,128.14,128.71,10921428,14057.34,45483,5025874, 46.02,-1.01
CDSL,EQ, 27-Aug-2026,1434.0,1440.0,1445.0,1405.1,1410.8,1410.8,1418.98,1543936,21908.14,47407,598041, 38.73,-1.62
CGPOWER,EQ, 27-Aug-2026,865.05,871.4,898.75,870.2,897.9,897.9,890.63,5431054,48370.34,128567,1241450, 22.86,3.8
